Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,23/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,AGAINST VIOLENCE AND ABUSE (AVA),ERS-523984-91481,"£42,456.00",ref 2520675- Against violence and abuse (AVA) - project: Increasing the capacity of Mental Health Trusts to effectively respond to domestic and sexual violence experienced by service users,SE1 9BG,,Other,Voluntary,
Department of Health,Department of Health,24/07/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-524001-91501,"£53,086.00",Programme Grants for NHS Trusts,L12 2AP,,Programme,NHS,
Department of Health,Department of Health,24/07/2014,Research & development,DG: RDD,PUBLIC HEALTH ENGLAND PHE033,ERS-524005-91506,"£51,349.00",PROJECTS,SP4 0JG,,Programme,NHS,
Department of Health,Department of Health,24/07/2014,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-524006-91505,"£35,317.00",Programme Grants for NHS Trusts,SO16 4XE,,Programme,NHS,
Department of Health,Department of Health,24/07/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-524002-91502,"£30,000.00",Invention for Innovation,NE1 7RU,,Programme,Public,
Department of Health,Department of Health,24/07/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,ERS-524003-91503,"£52,033.00",NIHR Fellowships,NE1 7RU,,Programme,Public,
Department of Health,Department of Health,24/07/2014,Other programme expenditure,DG: PHD,THE TERRENCE HIGGINS TRUST,29001310,"£196,000.00",Terrence Higgins Trust - HIV Prevention contract July 2012 to March 2015. 2014-15 Q1 payment,WC1X 8DP,,Programme,Voluntary,
Department of Health,Department of Health,24/07/2014,Other programme expenditure,DG: PHD,THE TERRENCE HIGGINS TRUST,29001310,"£49,000.00",,WC1X 8DP,,Programme,Voluntary,
Department of Health,Department of Health,24/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,DERBYSHIRE CARERS ASSOCIATION,ERS-524021-91521,"£49,690.00",2012-13 AIMS 1816821 Derbyshire Carers Association- project: Teaming up for transition early intervention and prevention,DE5 3HF,,Other,Voluntary,
Department of Health,Department of Health,24/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SENSE WEST,ERS-524029-91561,"£47,555.00","IESD 2013-14, AIMS 2512129 - Promoting awareness and early identification of the support needs of older people who are developing vision and hearing loss",N1 9LG,,Other,Voluntary,
Department of Health,Department of Health,25/07/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104468,"£287,152.08",Information Systems,SW1W 9SR,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104469,"£56,852.40",Information Systems,SW1W 9SR,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104470,"£18,651.53",Information Systems,SW1W 9SR,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104470,"£16,321.27",Information Systems,SW1W 9SR,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Service charge,DG: GOAD,BT GROUP PLC,359202PART PAYT,"£1,535,886.63",Revenue: BT Spine - Committed 2014/15,NW9 5BA,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163104,"£90,373.00",Good Technology - Expansion of Pilot,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,25/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163105,"£97,564.77","WR 349-02 - Work completed by ATOS and Third Party to facilitate installation of WiFi including installation of cables, fibre and access points in Richmond House and Wellington House.",WS11 0JA,,Admin,Private,
Department of Health,Department of Health,25/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163202,"£41,902.54",Telephony - WR 269 VOIP - call off order for VoIP until end pilot stage ,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,25/07/2014,Addition Clearing - SW LIC,DG: GOAD,SPECIALIST COMPUTER CENTRES PLC,OP/L855292,"£39,470.70","Capital SCC Spine 2 - Additional Oracle storage.48 x 4TB hard disks 2 disk enclosures, power cords and installation.",B11 2LE,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Service charge,DG: GOAD,SPECIALIST COMPUTER CENTRES PLC,OP/L855292,"£4,640.71","Revenue: SCC Spine 2 - Additional Oracle storage.48 x 4TB hard disks 2 disk enclosures, power cords and installation.",B11 2LE,,Programme,Private,
Department of Health,Department of Health,25/07/2014,Other programme expenditure,DG: PHD,THE TERRENCE HIGGINS TRUST,29001309,"£244,999.99",Terrence Higgins Trust - HIV Prevention contract July 2012 to March 2015. 2014-15 Q1 payment,WC1X 8DP,,Programme,Voluntary,
Department of Health,Department of Health,25/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NAM PUBLICATIONS,ERS-524046-91581,"£34,000.00","2014-15 IESD Fund award for ""Positive Partnership: improving the sustainability and impact of HIV information support""",SW9 6DE,,Other,Voluntary,
Department of Health,Department of Health,25/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE HOPE CENTRE,ERS-524058-91601,"£27,297.00",2012-13 AIMs ref 1737430 - The Hope Centre - Project: The breathe programme,WA10 2DT,,Other,Voluntary,
Department of Health,Department of Health,28/07/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-524135-91624,"£36,185.94",HTA Commissioned Research,BR3 3BX,,Programme,NHS,
Department of Health,Department of Health,28/07/2014,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-524137-91621,"£26,745.52",HTA Researcher Lead,L12 2AP,,Programme,NHS,
Department of Health,Department of Health,28/07/2014,Additions NHS FTs Working Capital Loans,DG: Central Technical,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,HAFS-17241,"£2,500,000.00",,UB9 6JH,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-17242,"£6,449,000.00",,SE1 9RT,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-17243,"£11,687,000.00",,SE1 9RT,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,THE ROYAL BOURNEMOUTH & CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,HAFS-17244,"£3,590,000.00",,BH7 7DW,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,THE WALTON CENTRE NHS FOUNDATION TRUST,HAFS-17245,"£2,600,000.00",,L9 7LJ,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions FT Financing Facility Loans,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-17246,"£200,000.00",,YO30 4RY,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,HAFS-17282,"£265,000.00",,DT1 2JY,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-17283,"£1,000,000.00",,CV10 7DJ,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GUYS AND ST THOMAS NHS FOUNDATION TRUST,HAFS-17284,"£810,000.00",,SE1 9RT,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,HAFS-17285,"£494,000.00",,ST16 3SA,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-17286,"£1,251,000.00",,N18 1QX,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-17287,"£2,500,000.00",,CM20 1QX,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL UNITED HOSPITAL BATH NHS TRUST,HAFS-17288,"£27,000.00",,BA1 3NG,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SOUTH ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,HAFS-17289,"£200,000.00",,RM16 2PX,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SURREY & SUSSEX HEALTHCARE NHS TRUST,HAFS-17290,"£1,000,000.00",,RH1 5RH,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SURREY & SUSSEX HEALTHCARE NHS TRUST,HAFS-17291,"£129,000.00",,RH1 5RH,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,HAFS-17292,"£7,000,000.00",,WD1 8HB,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,HAFS-17293,"£64,000.00",,BA21 4AT,,Other,NHS,
Department of Health,Department of Health,28/07/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,11839,"£70,526.64",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,11857,"£170,529.49",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Conferences & seminars,DG: SCLGCP,CALDER CONFERENCES LTD,126025,"£26,360.88",International Initiative for Mental Health Leadership Event - taking place in 2014,LS16 6RF,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),446145,"£36,824.47",Revenue: NHSMail  core contract to cover spend for AVAS services between April 1 2014 to June 30 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),446145,£0.01,,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163238,"£18,355.20",PPR0219-02: Open Service Managed Print Shared Infrastructure Platform,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,28/07/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163238,"£10,358.00",Buy and install 5 printers and associated data centre infrastructure to establish the model office,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,28/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163501,"£1,338,359.18",June 2014 IMS3 Open Service charges,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,28/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163574,"£194,250.00",WR0464 - NHS England Microsoft Licenses,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,28/07/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,ERS-524155-91641,"£266,000.00",2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant,,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Addition Clearing - SW LIC,DG: GOAD,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC003,"£591,941.09",GP Soc: TPP Capital costs May 2014 - March 2015,LS18 5TN,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Service charge,DG: GOAD,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC003,"£220,745.57",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,,Programme,Private,
Department of Health,Department of Health,28/07/2014,Other programme expenditure,DG: PHD,THE TERRENCE HIGGINS TRUST,29001311,"£245,000.00",Terrence Higgins Trust - HIV Prevention contract July 2012 to March 2015. 2014-15 Q1 payment,WC1X 8DP,,Programme,Voluntary,
Department of Health,Department of Health,29/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-524219-91722,"£36,867.80",HTA Researcher Lead,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,29/07/2014,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-524218-91723,"£25,995.00",Research for Patient Benefit,M13 0JR,,Programme,NHS,
Department of Health,Department of Health,29/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-524215-91721,"£50,958.60",HTA Commissioned Research,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,29/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10030,"£35,066.40",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10029,"£43,014.00",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10022,"£35,066.40",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Addition Clearing - SW LIC,DG: GOAD,Basho Technologies Ltd,0002,"£282,720.00",Basho Spine 2 Capital. RIAK Enterprise Licence/annual support and RIAK training,EC2A 3QQ,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,11873,"£260,057.46",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),446118,"£1,132,200.00",Revenue: NHS Mail core contract 1 April 2014 - 30 June 2014,RG12 1RW,,Programme,Private,
Department of Health,Department of Health,29/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-524220-91726,"£70,297.41",HTA Researcher Lead,B15 2TT,,Programme,Public,
Department of Health,Department of Health,29/07/2014,Outsourcing Contract,DG: SCLGCP,FAMILY LIVES,FL0506,"£92,684.00",CANParent Marketing Development Funding - Family Lives 2014 to 2015,N1 6AH,,Admin,Voluntary,
Department of Health,Department of Health,29/07/2014,Outsourcing Contract,DG: SCLGCP,FAMILY LIVES,FL0505,"£154,988.00",CANParent Marketing Development Funding - Family Lives 2014 to 2015,N1 6AH,,Admin,Voluntary,
Department of Health,Department of Health,29/07/2014,Outsourcing Contract,DG: SCLGCP,FAMILY LIVES,FL0504,"£29,591.50",,N1 6AH,,Admin,Voluntary,
Department of Health,Department of Health,29/07/2014,Outsourcing Contract,DG: SCLGCP,FAMILY LIVES,FL0504,"£147,597.50",CANParent Marketing Development Funding - Family Lives 2014 to 2015,N1 6AH,,Admin,Voluntary,
Department of Health,Department of Health,29/07/2014,Revenue Grants to non-profit institutions,DG: ERD,The Point of Care Foundation,ERS-524221-91741,"£150,000.00",2013-004 Schwartz Round Implementation,W1G 0AN,,Programme,Voluntary,
Department of Health,Department of Health,29/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,CENTRE FOR MENTAL HEALTH,ERS-524176-91681,"£325,000.00",2014/016 Individual Placement Support in Improving Access to Psychological Therapies Feasibility pilot.,SE1 1LB,,Programme,Voluntary,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-524276-91762,"£30,978.00",HTA Commissioned Research,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-524276-91762,£975.00,Programme Grants for NHS Trusts,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-524276-91762,"£37,571.67",HTA Commissioned Research,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-524276-91762,"£13,745.12",HTA Commissioned Research,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-524276-91762,"£9,528.99",HTA Commissioned Research,BS99 1YF,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-524270-91773,"£19,737.00",Experimental Cancer Medicine Centres,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-524270-91773,"£81,823.00",Programme Grants for NHS Trusts,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-524244-91765,"£20,833.00",Experimental Cancer Medicine Centres,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-524244-91765,"£16,256.51",HTA Customer Priority Research,CB2 2QQ,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-524241-91780,"£91,212.00",Programme Grants for NHS Trusts,B15 2PZ,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Additions-other equity,DG: SFNHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),BK TRANSFER30/7/14,"£7,000,000.00",,SE1 9BW,,Programme,NHS,
Department of Health,Department of Health,30/07/2014,Storage costs,DG: SFNHS,MYLAN,1800001735,-£0.01,,,,,Private,
Department of Health,Department of Health,30/07/2014,Storage costs,DG: SFNHS,MYLAN,1800001735,"£33,869.35",,,,,Private,
Department of Health,Department of Health,30/07/2014,Service charge,DG: GOAD,INTECHNOLOGY LTD,ISIN10004,"£35,066.40",Revenue: Spine 2 Intechnology - Leased line INT -0015,HG3 1UG,,Programme,Private,
Department of Health,Department of Health,30/07/2014,Service charge,DG: GOAD,CSA WAVERLEY LTD,IN659466,"£2,235.17",Revenue: Spine 2 Development,HP10 0AB,,Programme,Private,
Department of Health,Department of Health,30/07/2014,Addition Clearing - SW LIC,DG: GOAD,CSA WAVERLEY LTD,IN659466,"£40,882.27",Capital: Spine 2 Development - Hardware,HP10 0AB,,Programme,Private,
Department of Health,Department of Health,30/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163610,"£89,419.00",NHS England - Tranche 2 (Call Off Work),WS11 0JA,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584163610,£0.00,NHS England - Tranche 2,WS11 0JA,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Addition Clearing - SW LIC,DG: GOAD,BT GROUP PLC,359245,"£411,235.20",Capital: BT  Spine 2 - Golden Gate Licences,NW9 5BA,,Programme,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,18389205-0027.,"£42,342.72",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334427RI,"£50,334.50","DH - Provision of Agility Maintenance Operating System - To manage all Workstreams / PPM / Reactive Calls, etc and the management reporting.",SO53 3YE,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Addition Clearing - L-DW,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334424RI,"£93,636.48",Provide new upgraded controllers for scenic lift 9  at Skipton House,SO53 3YE,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Addition Clearing - L-DW,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334423RI,"£60,401.40",Skipton House - AHU1 Main Supply Fan Motor & Inverter Replacement Works,SO53 3YE,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0031-SKH-01/07/2014.,"£46,323.12",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0031-01/07/2014.,"£29,068.50",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0030WEL.,"£25,508.34",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0030-04/06/2014.,"£44,352.47",Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0027-01/05/14.,"£25,176.96",Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,Private,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-524278-91795,"£31,347.89",HTA Researcher Lead,CV4 7AL,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,WARWICK UNIVERSITY OF,ERS-524278-91795,"£11,052.77",HTA Researcher Lead,CV4 7AL,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-524273-91791,"£102,146.90",Invention for Innovation,WC1E 6BT,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-524262-91793,"£11,601.25",Cochrane Projects - not including the UKCC,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-524262-91793,"£2,568.50",HTA Researcher Lead,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-524262-91793,"£51,245.00",Cancer - Prostate,OX1 2XN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-524256-91790,"£161,140.00",Consumers - Involve,LS2 9JT,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,LEEDS UNIVERSITY OF,ERS-524256-91790,"£30,830.47",HTA Commissioned Research,LS2 9JT,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,ERS-524247-91787,"£85,007.62",HTA Commissioned Research,DD1 4HN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-524245-91786,"£35,057.00",HTA Commissioned Research,CB2 1TN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-524245-91786,"£4,262.17",HTA Researcher Lead,CB2 1TN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-524245-91786,"£35,087.00",Cancer - Prostate,CB2 1TN,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,ERS-524243-91785,"£55,495.00",Cancer - Prostate,BS8 1TH,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-524242-91784,"£19,441.35",HTA Researcher Lead,B15 2TT,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,ERS-524242-91784,"£7,778.61",HTA Commissioned Research,B15 2TT,,Programme,Public,
Department of Health,Department of Health,30/07/2014,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),2923337,"£31,886.58","Quarry House Leeds - Utilities (Gas/Electricity) April 2014 - March 2015 @£46,667 mthly.",FY5 3TA,,Admin,Public,
Department of Health,Department of Health,30/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,UK HEALTH FORUM,ERS-524368-91801,"£46,125.00","IESD 2012/13, AIMS 1736558, National Heart Forum: A local tool for chronic disease resource planning",EC4Y 8JX,,Other,Voluntary,
Department of Health,Department of Health,30/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,Endometriosis UK,ERS-524279-91761,"£31,843.00",2014-15 IESD award to Endometriosis UK ref 54156374,W1U 7LS,,Other,Voluntary,
Department of Health,Department of Health,31/07/2014,Storage costs,DG: SFNHS,SIGMA PHARMACEUTICALS PLC,I920411,-£0.01,,,,,Private,
Department of Health,Department of Health,31/07/2014,Storage costs,DG: SFNHS,SIGMA PHARMACEUTICALS PLC,I920411,"£507,259.73",,,,,Private,
Department of Health,Department of Health,31/07/2014,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,INV11761,"£75,217.97",Management of the Health & Social Care Voluntary Fund,B1 2RA,,Other,Private,
Department of Health,Department of Health,31/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ECORYS UK LTD,ERS-524380-91821,"£1,136,270.00",H&SC Volunteering Fund- GRANTS,B1 2RA,,Other,Private,
Department of Health,Department of Health,31/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334425RI,"£12,000.00",Wellington House - Call Off  required for small moves on the London Estate,SO53 3YE,,Admin,Private,
Department of Health,Department of Health,31/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334425RI,"£18,000.00",Skipton House - Call Off  required for small moves on the London Estate,SO53 3YE,,Admin,Private,
Department of Health,Department of Health,31/07/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00334425RI,"£18,000.00",Richmond House - Call Off  required for small moves on the London Estate,SO53 3YE,,Admin,Private,
Department of Health,Department of Health,31/07/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL CHILDRENS BUREAU LTD,ERS-524406-91881,"£30,612.00","IESD 2012-13, AIMS 1852725, Council for Disabled Children (NCB): Expert parent and carer programme",EC1V 7QE,,Other,Voluntary,
