Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Save The Rhino International,130315,"32,169.00",Darwin Initiative Grant Scheme - Save the Rhino International: Reducing rhino horn demand through behaviour change in Vietnam - April-June 2015,SE1 9AQ,SME,21106,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,Scarborough Borough Council,190215,"37,991.20",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,YO11 2HG,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Sefton Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,L20 3NQ,SME,20501 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,Sevenoaks District Council,2038515,"51,905.56",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,TN13 1HG,,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,09/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Sewell Construction Limited,507748,"299,733.41","National Agri-Food Innovation Centre, Sand Hutton reconfiguration works, blocks 16 and 26 - Payment 1, April 2015",HU7 0DG,SME,,B281P011,Asset,,,,,
DEFRA,DEFRA,09/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Sewell Construction Limited,507749,"163,846.18","National Agri-Food Innovation Centre, Sand Hutton reconfiguration works, blocks 16 and 26 - Payment 2, April 2015",HU7 0DG,SME,,B281P013,Asset,,,,,
DEFRA,DEFRA,30/04/2015,Contracted Out Services Fixed Charges,Chief Operating Officer DG,Shared Services Connected Ltd,100000985,"502,091.78",Shared Services provided by Steria - fixed monthly charge - April 2015,HP2 7AH,,ecm_4524,00000000,Expense,,,,,
DEFRA,DEFRA,10/04/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,Shepherd Engineering Services Ltd,4050206,"25,288.32",Project to co-locate the existing mass spectrometer machines operated around the Sand Hutton site into one purpose built area - March 2015,YO24 1GH,,,B281P007,Asset,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Slough Borough Council,500062854,"115,582.50",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,SL1 3UF,,,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments E,Policy Delivery DG,Soil Association Certification Ltd,188628,"35,169.75",Grant to the Organic Control Bodies - 2014-15 Quarter 4,BS1 3NX,SME,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants E,Policy Delivery DG,South Downs National Park Authority,110315,"2,502,718.00",Grant - South Downs National Park Authority - 2015-16 Quarter 1,GU29 9SB,,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",South Georgia Heritage Trust,060315,"62,445.75",Darwin Initiative Grant Scheme - South Georgia Habitat Restoration Project Final Phase - 2015-16 Quarter 1,DD1 5BT,SME,21670,DARWPLUS,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,South Gloucestershire Council,270315,"74,300.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,BS15 9DW,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,24/04/2015,Capital LA Grant E,Policy Delivery DG,South Hams District Council,21326489,"60,524.96",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,TQ9 5NE,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,South Somerset District Council,08900061995,"50,930.66",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,BA20 2HT,SME,GRANT,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,South Tyneside Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,NE33 2RL,,20428,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Southampton City Council,BG6328717,"147,024.76",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,SO14 7LT,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Southampton City Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SO14 7LT,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Capital LA Grant E,Policy Delivery DG,Southampton City Council,BG626731X,"30,000.00",Air Quality Grant Programme - Feasibility study to identify retrofit technologies to improve Nitrous Oxide emissions from the existing fleet of straddle carriers - 2014-15,SO14 7LT,,GA29,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Capital LA Grant E,Policy Delivery DG,Southampton City Council,BG6268751,"50,000.00",Air Quality Grant scheme 2014-15,SO14 7LT,,EXEMPT,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Southend On Sea Borough Council,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SS2 6ER,,20467 Grant,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Southwark Council,270315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SE15 3SN,,20530,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL965333,"1,694,938.54",IT services for the Common Agricultural Policy Delivery Programme - November 2014,B11 2LE,SME,,CAPDFA01,Asset,,,,,
DEFRA,DEFRA,24/04/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL978326,"512,377.81",Kainos Programme Resourcing Agile Developer - sprint 36,B11 2LE,SME,,CAPDFA01,Asset,,,,,
DEFRA,DEFRA,24/04/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL978324,"536,736.83",Kainos Programme Resourcing Agile Developer - sprint 34,B11 2LE,SME,,CAPDFA01,Asset,,,,,
DEFRA,DEFRA,24/04/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPL978325,"542,293.10",Kainos Programme Resourcing Agile Developer - sprint 35,B11 2LE,SME,,CAPDFA01,Asset,,,,,
DEFRA,DEFRA,24/04/2015,IT Maintenance,Chief Operating Officer DG,Specialist Computer Centres,OPL990775,"41,280.93",Kainos Programme - support and maintenance - April 2015,B11 2LE,SME,CAP010,CAPDFA01,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,St Helens Metropolitan Borough Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,WA10 1HE,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments E,Policy Delivery DG,Steris Ltd,326610,"30,406.00",Attendance at Framework Assurance Practical Evaluation 25-27 February 2015 - Milestone 1 ,LE5 1QZ,SME,FWK 17066,FA000004,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Stockport Metropolitan Borough Coun,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SK1 3XE,,GIA,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Stoke On Trent City Council,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,ST1 3EG,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",Stop Ivory,2015001,"147,547.00",Grant - Elephant Protection Initiative - April 2015,WC1R 4QD,SME,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Sunderland City Council,310315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SR2 7DN,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Surrey County Council,270315,"81,604.90",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,KT1 2DN,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Swindon Borough Council,310315,"55,730.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,SN1 2JH,,Funding,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Tameside Metropolitan Borough,270315,"37,150.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,OL6 6DL,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Technology Strategy Board,001195,"172,000.00",Contribution to Nutrition for Life research and development - 2014-15,SN2 1JF,,Exempt,SFFS0003,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Capital LA Grant E,Policy Delivery DG,Teignbridge District Council,94002734342,"36,954.00",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,TQ12 4XX,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Capital LA Grant E,Policy Delivery DG,Telford & Wrekin Council,4200133,"37,948.61",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,TF3 4NT,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Capital LA Grant E,Policy Delivery DG,Test Valley Borough Council,10020786,"99,677.00",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,SP10 3AJ,,,00000000,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",The Born Free Foundation Ltd,180315,"36,424.25",Darwin Initiative Grant Scheme - Born Free The Border Point project: Stopping illegal wildlife trade in the Horn of Africa - 2015-16 Quarter 1,RH12 4QP,SME,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,The Envmt & Sust Partnership Ltd,2015DEFRA053,"41,144.17",Encouraging and supporting Small and Medium sized Enterprises to improve their resource efficiency - December 2014,CF36 3LW,SME,EV 0548,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,070415,"323,763.00",Grant in Aid - 2015-16 Quarter 1,DE12 6BA,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-556657-51996,"199,480.67",Research and Development in support of Foot and Mouth Disease diagnostic capability - 2014-15,GU24 0NF,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-556359-51994,"26,169.00",Orbivirus molecular epidemiology studies and development of diagnostic assay systems - April 2015,GU24 0NF,,Exempt,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-556360-51995,"35,008.83",Molecular epidemiology of Foot and Mouth disease virus - April 2015,GU24 0NF,,SE2940,00000000,Expense,,,,,
DEFRA,DEFRA,07/04/2015,Other Current Payments (GB),Policy Delivery DG,The Planning Inspectorate,1800001103,"39,216.32",Enquiry and Hearing costs - 2014-15,BS1 6PN,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,The Sir Alister Hardy Foundation For Ocean Science,ERS-555443-51815,"56,664.00",The Continuous Plankton Recorder (CPR) Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans - 2014-15,PL1 2PB,SME,ME5308,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Evidence Non R&D,Policy Delivery DG,The Sir Alister Hardy Foundation For Ocean Science,ERS-556802-51916,"26,666.74",The Continuous Plankton Recorder (CPR) Survey: Monitoring Marine Biodiversity and Environmental Change in the World's Oceans - 2015-16,PL1 2PB,SME,ME 5308,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments E,Policy Delivery DG,The Smith Institute,15761,"36,816.00",Development of a system to support urban decontamination prioritisation Milestone 1 - March 2015,GV2 7GG,,OR000002,OR000002,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Other Current Payments E,"Strategy, International and Biosecurity DG",The Tree Council,1931415,"39,800.00",Provision of Guidance on Non-Woodland Ash Situations - Final Report - 2014-15,SE1 1YT,,,00000000,Expense,,,,,
DEFRA,DEFRA,29/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",The Wild Foundation,280415,"42,909.00",Darwin Initiative Grant Scheme - the Wild Foundation Second claim - 2014-15 ,CO 80304,SME,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,08/04/2015,Current Grants - Local Authorities,Policy Delivery DG,Thurrock Council,310315,"74,300.00",Sustainable Drainage Systems Capability and Capacity Building Grant - 2014-15,RM17 6SL,,FUNDING,00000000,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Treasury Solicitors,Chief Operating Officer DG,Treasury Solicitors Department,A2112,"499,015.00",Outsourced Legal Advice - final charge - 2014-15 ,WC2B 4TS,,exempt,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Capital LA Grant E,Policy Delivery DG,Tunbridge Wells Borough Council,D0031425,"44,402.66",Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,TN1 1RS,,Grant,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",U P O V,2.10416E+12,"75,301.24",UK Contribution to International Convention for the Protection of New Varieties of Plants - 2015,,SME,,00000000,Expense,,,,,
DEFRA,DEFRA,30/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",UNEP/CITES Secretariat,2015007,"100,000.00",Convention on International Trade in Endangered Species (CITES) National legislation project - 2015,CH 1219,,,IWTXXXXX,Expense,,,,,
DEFRA,DEFRA,30/04/2015,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",United Nations Environment Prog,FUND5080UK150415,"538,291.40",UK Government's payment to the United Nations Environment Programme - 2015,00100,,,00000000,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University College London,211272,"48,272.00",East Coast Ports and Food Supply - Simulation outputs and results of literature review - 2014-15 Milestone 4,WC1E 6BT,,FO0454,SFFS0003,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Edinburgh,Z0026676,"44,994.00",Development of the Insect Pollinators initiative (IPI) specimen archive - 2014-15,EH1 1HT,,PH0522,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Exeter,GHF0122063,"34,207.05",Piloting a cost-effective framework for monitoring soil erosion in England and Wales - 2014-15 Milestone 4,EX4 4QJ,,SP1311,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Exeter,EMA0122256,"32,677.96",Social Science Fellowship on Environment and Human Health - March 2015,EX4 4QJ,,BE0109,BIODECOS,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Glasgow,130415,"35,377.00",Development and testing of Operational Models of Bovine Tuberculosis in British Cattle and Badgers - April 2015,G12 8QQ,,SE3290,00000000,Expense,,,,,
DEFRA,DEFRA,22/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Glasgow,180315,"26,241.00",Darwin Initiative Grant - Biodiversity conservation through sustainable development and rainforest regeneration - 2015-16 Quarter 1,G12 8QQ,,,DARWINXX,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Evidence Non R&D,Policy Delivery DG,University Of Hull,SOIN57330,"39,875.00",Marine Strategy Framework Directive Habitat Area Indicator Development - 2014-15,HU6 7RX,,,00000000,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Hull,SOIN57249,"30,490.00",Feasibility study to consider the use of Earth Observation satellite data to meet industry and UK Government statutory monitoring needs in the marine environment - 2014-15 Milestones 1-6,HU6 7RX,,MB 0141,00000000,Expense,,,,,
DEFRA,DEFRA,16/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Kent,530444,"34,324.38",The identification of models to improve decision-making processes relating to the impact of developments on Great Crested Newts - 2014-15,CT2 7NZ,,WC1108,BIODECOS,Expense,,,,,
DEFRA,DEFRA,14/04/2015,Current Grants E,"Strategy, International and Biosecurity DG",University Of Newcastle Upon Tyne,180315,"25,097.50",Darwin Initiative Grant - Responding to fish extirpations (gone from a portion of its former range) in the global marine biodiversity - 2014-15 Quarter 1,NE1 7RU,,Exempt,DARWDFID,Expense,,,,,
DEFRA,DEFRA,28/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-556387-51925,"49,636.74",Optimising the efficiency of dietary nitrogen use to reduce emissions and waste in dairy systems - April 2015,RG6 6AH,,,SFFS0005,Expense,,,,,
DEFRA,DEFRA,20/04/2015,Other Current Payments E,Policy Delivery DG,University Of Reading,106979,"31,637.12","The Long Term Housing, Maintenance and Scientific Curation of the National Fruit Collections - April 2015",RG6 6AH,,GC0146,PGR00001,Expense,,,,,
DEFRA,DEFRA,02/04/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,79454,"39,670.00",Ecosystems Interactions Studies - 2013-14,YO10 5DD,,Exempt,00000000,Expense,,,,,
