Departmental Family,Entity,Date,Expense Type,Expense Area ,Supplier,Expenditure Description,Supplier type,"Transaction
Number",Amount
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,GATESHEAD MBC,Current grant paid to local authorities,Public Sector,4000066119,"2,548,631.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,GLOUCESTERSHIRE COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066120,"4,824,595.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,HALTON BOROUGH COUNCIL,Current grant paid to local authorities,Public Sector,4000066121,"2,224,619.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,HAMPSHIRE COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066122,"9,588,680.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,HARTLEPOOL BOROUGH COUNCIL,Current grant paid to local authorities,Public Sector,4000066123,"1,751,856.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,HEREFORDSHIRE COUNCIL,Current grant paid to local authorities,Public Sector,4000066124,"1,635,320.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,HERTFORDSHIRE,Current grant paid to local authorities,Public Sector,4000066125,"8,419,840.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,ISLE OF WIGHT COUNCIL,Current grant paid to local authorities,Public Sector,4000066126,"1,323,906.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,KENT COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066127,"12,599,236.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,KINGSTON UPON HULL COUNCIL,Current grant paid to local authorities,Public Sector,4000066128,"3,788,354.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,KIRKLEES COUNCIL,Current grant paid to local authorities,Public Sector,4000066129,"5,144,261.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,KNOWSLEY MBC,Current grant paid to local authorities,Public Sector,4000066130,"2,782,559.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LANCASHIRE COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066131,"11,874,771.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LEEDS CITY COUNCIL,Current grant paid to local authorities,Public Sector,4000066132,"7,724,627.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LEICESTER CITY COUNCIL,Current grant paid to local authorities,Public Sector,4000066133,"4,646,032.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LEICESTERSHIRE COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066134,"4,730,743.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LINCOLNSHIRE COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066135,"6,089,334.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LIVERPOOL CITY COUNCIL,Current grant paid to local authorities,Public Sector,4000066136,"6,795,795.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,Current grant paid to local authorities,Public Sector,4000066137,"3,342,293.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF BARNET COUNCIL,Current grant paid to local authorities,Public Sector,4000066138,"3,307,225.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF BEXLEY COUNCIL,Current grant paid to local authorities,Public Sector,4000066139,"2,225,418.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF BRENT,Current grant paid to local authorities,Public Sector,4000066140,"3,566,610.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF BROMLEY COUNCIL,Current grant paid to local authorities,Public Sector,4000066141,"2,749,734.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF CAMDEN,Current grant paid to local authorities,Public Sector,4000066142,"3,255,494.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF CROYDON COUNCIL,Current grant paid to local authorities,Public Sector,4000066143,"3,978,765.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF EALING COUNCIL,Current grant paid to local authorities,Public Sector,4000066144,"3,890,343.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF ENFIELD COUNCIL,Current grant paid to local authorities,Public Sector,4000066145,"3,638,401.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF GREENWICH,Current grant paid to local authorities,Public Sector,4000066146,"4,176,493.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,Current grant paid to local authorities,Public Sector,4000066147,"2,368,049.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HARINGEY,Current grant paid to local authorities,Public Sector,4000066148,"3,965,151.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HARROW COUNCIL,Current grant paid to local authorities,Public Sector,4000066149,"1,953,499.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HAVERING COUNCIL,Current grant paid to local authorities,Public Sector,4000066150,"2,059,225.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HILLINGDON  COUNCIL,Current grant paid to local authorities,Public Sector,4000066151,"2,726,077.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF HOUNSLOW COUNCIL,Current grant paid to local authorities,Public Sector,4000066152,"2,900,383.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF ISLINGTON COUNCIL,Current grant paid to local authorities,Public Sector,4000066153,"3,561,289.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF LAMBETH COUNCIL,Current grant paid to local authorities,Public Sector,4000066154,"4,935,715.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF LEWISHAM,Current grant paid to local authorities,Public Sector,4000066155,"4,502,932.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF MERTON COUNCIL,Current grant paid to local authorities,Public Sector,4000066156,"1,918,198.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF NEWHAM,Current grant paid to local authorities,Public Sector,4000066157,"5,635,848.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF REDBRIDGE,Current grant paid to local authorities,Public Sector,4000066158,"2,507,430.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF RICHMOND UPON THAMES,Current grant paid to local authorities,Public Sector,4000066159,"1,502,361.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF SOUTHWARK COUNCIL,Current grant paid to local authorities,Public Sector,4000066160,"4,908,785.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF SUTTON,Current grant paid to local authorities,Public Sector,4000066161,"1,993,039.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,Current grant paid to local authorities,Public Sector,4000066162,"5,129,392.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,Current grant paid to local authorities,Public Sector,4000066163,"3,633,030.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LONDON BOROUGH OF WANDSWORTH COUNCIL,Current grant paid to local authorities,Public Sector,4000066164,"3,236,279.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,LUTON BOROUGH COUNCIL,Current grant paid to local authorities,Public Sector,4000066165,"2,784,769.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,MANCHESTER CITY COUNCIL,Current grant paid to local authorities,Public Sector,4000066166,"7,491,524.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,MEDWAY COUNCIL,Current grant paid to local authorities,Public Sector,4000066167,"2,580,314.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,METROPOLITAN BOROUGH OF WIRRAL,Current grant paid to local authorities,Public Sector,4000066168,"3,793,970.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,MIDDLESBROUGH COUNCIL,Current grant paid to local authorities,Public Sector,4000066169,"2,585,574.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,MILTON KEYNES COUNCIL,Current grant paid to local authorities,Public Sector,4000066170,"2,549,090.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NEWCASTLE CITY COUNCIL,Current grant paid to local authorities,Public Sector,4000066171,"3,608,753.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NORFOLK COUNTY COUNCIL,Current grant paid to local authorities,Public Sector,4000066172,"7,426,261.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NORTH EAST LINCOLNSHIRE COUNCIL,Current grant paid to local authorities,Public Sector,4000066173,"2,375,269.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NORTH LINCOLNSHIRE COUNCIL,Current grant paid to local authorities,Public Sector,4000066174,"1,803,980.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NORTH SOMERSET COUNCIL,Current grant paid to local authorities,Public Sector,4000066175,"1,697,880.00"
Department for Education,DEPARTMENT FOR EDUCATION,24/11/2011,Current Grants,Children Young People and Families Directorate,NORTH TYNESIDE,Current grant paid to local authorities,Public Sector,4000066176,"2,184,682.00"
