Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
DEFRA,DEFRA,10/03/2014,Other Current Payments E,Policy Delivery DG,Ricardo-A E A Ltd,6154800,"58,669.20",Provision of a farming advice service - January 2014.,OX11 0QJ,,,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments E,Policy Delivery DG,Rural Payments Agency,336408,"47,529.45",School Milk Top Up Quarter 3 - 2013-14,RG1 3YD,SME,DFP/Funding,LIV00022,Expense,,,
DEFRA,DEFRA,06/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,R S P B,SLINV00025539,"42,184.00",Reducing the impacts of predation on breeding waders using landscape-scale habitat management.- Milestones 7-11,SG19 2DL,,LM0301,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,1399125,"28,611.00",An examination of contaminated land sector activity in England and Wales - 2013-14 Milestone 3.,MK43 0AL,,SP1011,00000000,Expense,,,
DEFRA,DEFRA,26/03/2014,Capital LA Grant E,Policy Delivery DG,Reading Borough Council,0008177896,"25,000.00",Air Quality Grant funded through the 2012-13 programme,RG1 7TD,,17965ZJ,00000000,Expense,,,
DEFRA,DEFRA,28/03/2014,Capital LA Grant E,Policy Delivery DG,Royal Borough Of Kensington & Chelsea,11463094,"43,000.00",Air Quality Grant - 2013-14 Green Infrastructure,W8 6PW,,20277,00000000,Expense,,,
DEFRA,DEFRA,26/03/2014,Capital LA Grant E,Policy Delivery DG,Wakefield Council,91308320017,"60,000.00",Air Quality Grant - Modelling of Action Plan measures (Paramics),WF1 2EB,,Grant,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Evidence Non R&D,Policy Delivery DG,G H K Consulting Ltd,30406261,"45,496.75",2013-14 Evidence Base Services for Energy using Products - February 2014.,EC1R 5BL,SME,Omnicom 18616,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,Evidence Non R&D,Policy Delivery DG,C L A S P,213,"32,000.00",Support provided to Super Efficient Appliance Deployment Initiative (SEAD) Awards and SEAD Computers collaboration activities - March-September 2014,DC 20036,,,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Campden Bri,20078427,"48,788.00","Minimising food and energy waste through ""Super Chill"" storage and novel microbiological screening - 2013-14.",GL55 6LD,,exempt,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Thomson Reuters (Professional UK) Ltd,801769209,"40,000.00",Knowledge Portals and Egg Donor Informed Consent Tool (EDICT) development - Solcara Consultancy ,SP10 9AH,,WR0912,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,030314,"250,000.00",Local Services Support Grant - March 2014.,HP2 4XN,,,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,030314,"6,100,000.00",2013-14 Grant In Aid - March 2014,NE4 7YH,SME,,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Wildfowl & Wetlands Trust,WI0000679,"29,823.00",Risk assessment of seabird bycatch in UK waters - Complete and report on Task 1: Construct marine bird density Geographic Information System (GIS) layers,GL2 7BT,,MB0126,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,Blue Marine Foundation,INV0091,"82,000.00",Lyme Bay Fisheries research and assessment model - Milestone 8.,WC2R 1LA,SME,MB5204,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Evidence Non R&D,Policy Delivery DG,C E F A S,8003688,"307,000.00","Centre for Environment, Fisheries and Aquaculture Science (CEFAS) Partnership Agreement - Projects that are carried out on behalf of the Joint Nature Conservation Committee - 2013-14.",NR33 0HT,SME,IGS,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8003687,"2,000,000.00",Data and Evidence Coordination Programme for recommended Marine Protected Areas - 2013-14,NR33 0HT,SME,IGS,00000000,Expense,,,
DEFRA,DEFRA,18/03/2014,Current Grants E,"Strategy, International and Biosecurity DG",National Measurement Office,E016350,"181,938.76",2013-14 funding of the National Measurement Office to enforce the EU Timber Regulation and UK Timber and Timber Products (Placing on the Market) Regulations 2013.,TW11 0JZ,,18606,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,International Subscriptions (Foreign Payments),"Strategy, International and Biosecurity DG",United Nations Environment Prog,100314,"3,300,000.00",Annual Payment to the United Nations Environment Programme - 2013-14,00100,,,00000000,Expense,,,
DEFRA,DEFRA,04/03/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0034413,"773,000.00",Seedcorn allocation - 2013-14 ,YO41 1LZ,,AS0112,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Institute of Zoology,33388,"60,000.00",Contribution to the Garden Wildlife Health Initiative 2013-14,NW1 4RY,,WC1099,RDEVFUND,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Intouch Ltd,75529,"99,979.20","Funding under ""The Small Business Research Initiative"" Infrastructure and Built Environment Design Competition",LA4 4ET,SME,CA0516,00000000,Expense,,,
DEFRA,DEFRA,25/03/2014,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-534571-47635,"834,000.00",Seedcorn allocation - 2013-14 ,KT15 3NB,SME,DFP,00000000,Expense,,,
DEFRA,DEFRA,24/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,F0035012,"31,876.00","Metagenomics for the determination of origin 2-full study - Milestones 6,7,8 and 9.",YO41 1LZ,,IGS,RDEVFUND,Expense,,,
DEFRA,DEFRA,25/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Food & Environment Research Agency,ERS-534774-47942,"26,374.66",Pilot study to measure drift of dust containing neonicotinoid compounds from seed treatments during drilling of autumn sown crops in the UK - March 2014.,YO41 1LZ,,PS2035 DFP,RDEVFUND,Expense,,,
DEFRA,DEFRA,18/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,5000040167,"29,800.00",Research project on 'Animal Health and Veterinary Laboratories Agency-Food Environment Research Agency joint workshop on the epidemiology of wildlife pathogens at the interface with domestic animals and people' ,KT15 3NB,SME,SD0479,RDEVFUND,Expense,,,
DEFRA,DEFRA,28/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Assimila Limited,20120704,"30,253.50",Review of Earth Observation priorities within the UK - 2013-14: Milestone 3 Final Payment,RG6 6AU,SME,SD0603,EOBSTEAM,Expense,,,
DEFRA,DEFRA,26/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Building Research Establishment Ltd,0011221650,"25,000.00",Interim report for Defra climate resilient design report.,WD25 9XX,,CA0516.,00000000,Expense,,,
DEFRA,DEFRA,14/03/2014,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Cranfield University,1399046,"50,000.00",The Collaborative Centre of Excellence in Understanding and Managing Natural and Environmental Risk and Futures - February 2014,MK43 0AL,,exempt,HSFUTURE,Expense,,,
DEFRA,CCW,02/04/2014,Research & Design,Market Intelligence,DJS RESEARCH LTD,2648A,"36,063.00",Market Research - Business Tracker,SK6 7GH,LARGE,N/A,N/A,Programme,,,
DEFRA,CCW,06/03/2014,Rent,London & South East,DTZ DTL LTD,42053,"54,686.46","Rent for premises, Fleet Bank House London, period 2012-13",B4 6AJ,LARGE,N/A,N/A,Programme,,,
DEFRA,CCW,06/03/2014,Rent,London & South East,DTZ DTL LTD,46244,"53,070.68","Rent for premises, Fleet Bank House London, period 2013-14",B4 6AJ,LARGE,N/A,N/A,Programme,,,
DEFRA,CCW,02/04/2014,Rent,Corporate Services,G V A GRIMLEY,8717430970,"83,930.40","Rent, Service Charge and Rent for Car parking spaces for premises at 1st Floor, Victoria Square House Birmingham - 25 March-23 June 2014",B1 2JJ,LARGE,N/A,N/A,Programme,,,
DEFRA,CCW,27/03/2014,Hire and Maintenance,Consumer Relations,ORACLE CORPORATION UK LIMITED,1436827,"28,776.94",Renewal of Oracle Right Now services - 01 March 2014-28 February 2015,RG6 1RA,LARGE,N/A,N/A,Programme,,,
DEFRA,CCW,10/03/2014,Consultancy Services,Regulation,PRICEWATERHOUSECOOPERS LLP,1354135700,"49,868.40",Consultancy - Market Reform Strategy - 07 October-31 December 2013,E14 9SQ,LARGE,N/A,N/A,Programme,,,
DEFRA,VMD,05/03/2014,NON-STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,66202,"27,128.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme - February 2014.,YO4 1LZ,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,07/03/2014,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,66248,"191,853.49",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme - February 2014.,YO4 1LZ,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,10/03/2014,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,66254,"28,096.43",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - February 2014.,0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,10/03/2014,SHARED SERVICE CHARGES - LEGAL,CORE SERVICES,TSOL TREASURY SOLICITORS,66262,"46,120.50",Departmental recharge for Legal services - 01 September 2013-31 March 2014,0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,13/03/2014,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,AHVLA,66314,"113,719.19",Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme - 2013-14 Quarter 3,0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,13/03/2014,NON-STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,66315,"27,128.00",Laboratory testing of food animal products under the Non-Statutory Residues Surveillance Programme - March 2014.,0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,14/03/2014,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FOOD & ENV. RESEARCH AGENCY,66321,"191,311.20",Laboratory testing of food animal products under the Statutory Residues Surveillance Programme - March 2014,0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,18/03/2014,SHARED SERVICE CHARGES - ESTATES,CORE SERVICES,DEFRA c/o CAPITA,66337,"29,600.87","Departmental recharge for Estates services, utilities charges - Quarter 1-3 ",0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,21/03/2014,STATUTORY RESIDUES SURVEILLANCE - SAMPLE COLLECTION,RESIDUES SURVEILLANCE UNIT,FOOD STANDARDS AGENCY,66382,"62,393.20","Collection of samples of food animal products for laboratory testing under the Statutory Residues Surveillance Programme, Courier costs for samples - November 2013-February 2014",0,GOVN,,,ADMINISTRATION,,,
DEFRA,VMD,31/03/2014,SHARED SERVICE CHARGES - HR,CORE SERVICES,DEFRA - YORK,66442,"35,978.00",Departmental recharge for Human Resources services - November 2013-March 2014,0,GOVN,,,ADMINISTRATION,,,
Defra,AHDB,28/03/2014,Invoice,,NGM Creations,519,"26,477.70","The English Beef and Lamb Executive (EBLEX) - Export show stand at International Agricultural Show (SIA) , Paris: Approved spend under Marketing/Advertising Spending Controls - March 2014",France,,,,,-,,
Defra,AHDB,28/03/2014,Invoice,,JONES LANG LASALLE,025/117433,"27,594.08",Rent and service charge - Stoneleigh Park offices - April-June 2014,EH14 1HA,,,,,385839396,,
Defra,AHDB,17/03/2014,Invoice,,University of Reading,100073,"30,000.00","DairyCo - Research Project with Reading University, Nutrition v Environment, interim report for stage one",RG6 6AH,,,,,200012659,,
Defra,AHDB,28/03/2014,Invoice,,Rothamsted Research,INV102553,"30,067.25","Home Grown Cereals Authority (HGCA) - Research into Wastes, Organic Matter, Soil and Structure (WOrMSS)",AL5 2JQ,,,,,197420151,,
Defra,AHDB,17/03/2014,Invoice,,SAC Commercial Ltd,20753335,"30,386.27","Special Areas of Conservation Research Partnership to establish a Retail Prices Index on grassland, forage and soil - February 2014 ",EH9 3JG,,,,,435867517,,
Defra,AHDB,21/03/2014,Invoice,,The Food and Environment Research Agency (FERA),F0034884,"33,590.00","Horticultural Development Company (HDC) - Crop protection Database, build phase one",YO41 1LZ,,,,,888800181,,
Defra,AHDB,07/03/2014,Invoice,,FEC Services Ltd,4604,"38,000.00","Human Resources and Corporate Services - Rural Development Programme for England (RDPE) Specification 7: Knowledge Transfer of Advanced Technical Skills in Crops, 7 day study tour in Canada (50 Hours of Studying) - February 2014.",CV8 2LS,,,,,754124642,,
Defra,AHDB,28/03/2014,Invoice,,SOPEXA France,FC65...JC/14,"38,320.29",The English Beef and Lamb Executive (EBLEX) Agneau Presto lamb trade market development project in France - 2014,France,,,,,-,,
Defra,AHDB,17/03/2014,Invoice,,OMD UK Ltd,327560,"40,235.06",British Pig Executive (BPEX) - Advertising – Approved spend under Marketing/Advertising Spending Controls. Airtime on Channel 4 - Give a Fork about your Pork,WC1E 7ER,,,,,913213926,,
Defra,AHDB,28/03/2014,Invoice,,NIAB,NI6673,"45,812.50",Home Grown Cereals Authority (HGCA) - Research - 2013-14 Quarter 4 costs of National Institute of Agricultural Botany (NIAB) United Kingdom Cereal Pathogen Virulence Survey (UKCPVS) - January-March 2014 ,CB3 0LE,,,,,100132207,,
Defra,AHDB,28/03/2014,Invoice,,University of Nottingham,6982385,"46,123.00","DairyCo - Nottingham University Research Partnership, Dairy Cattle Health, February 2014",NG7 2RD,,,,,690391225,,
Defra,AHDB,19/03/2014,Invoice,,Traineast Ltd,RDPE/15,"107,686.81",Human Resources and Corporate Services - Rural Development Programme for England (RDPE) Specification 7: Knowledge Transfer of Advanced Technical Skills in Crops Training,PC33 8AY,,,,,981849564,,
DEFRA,Cefas,07/03/2014,Assets Under Construction,Corporate,DEFRA RECEIPTS,20058130,"448,316.46",Recharge of network bodies capital costs - Defra Estate recharges in respect of Local Exhaust Ventilation at Lowestoft,Y01 7PX,OGD,,,Assets Under Construction,,,
DEFRA,Cefas,07/03/2014,Facilities Management,Corporate,DEFRA RECEIPTS,20058131,"178,943.65",Defra Estates recharges of Revenue Business Case Proforma (BCP's),Y01 7PX,OGD,,,Facilities Management,,,
DEFRA,Cefas,07/03/2014,Data Collection Services,Monitoring and Programme Management,BOLDING & BURCHARD HYDRODYNA,20057798,"41,500.00","Assessing the impact of construction and operation of proposed new power stations at Hinkley Point and Sizewell. 
",,STAN,,,Data Collection Services,,,
DEFRA,Cefas,07/03/2014,Assets Under Construction,Environment & Ecosystems,Meritics Ltd,20058253,"63,600.00",Beckman Coulter Laser Sizer LS13320 multi-wavelength system - Machine particle sizing analysis.,LU6 3HS,STANSME,,,Assets Under Construction,,,
DEFRA,Cefas,21/03/2014,Data Collection Services,Monitoring and Programme Management,FUGRO EMU LTD,20058795,"135,115.20","Survey work for the 2013-14 programme for recommended Marine Conservation Zones (rMCZ). This includes mobilisation and demobilisation of the vessel, Operational survey time and standby time during poor weather and a final payment of the retention once the programme has been successful concluded. This work is funded by Defra.",OX10 9RB,STAN,,,Data Collection Services,,,
DEFRA,Cefas,21/03/2014,Data Collection Services,Monitoring and Programme Management,Gardline Geosurvey Ltd,20058803,"58,500.00",Costs for a marine survey of 30 plus days using a third party vessel ,NR30 3NG,STAN,,,Data Collection Services,,,
DEFRA,Cefas,21/03/2014,Assets Under Construction,Monitoring and Programme Management,Swathe Services (UK) Ltd,20057309,"91,158.67",Navigation system for hydrographic surveys and post processing software including software,TR1 2XN,STAN,,,Assets Under Construction,,,
DEFRA,Cefas,21/03/2014,Assets Under Construction,Monitoring and Programme Management,R S AQUA LTD,20058541,"235,000.00",Wave glider - solar propelled unmanned ocean robot,GU34 3PL,STAN,,,Assets Under Construction,,,
DEFRA,Cefas,21/03/2014,Lab Services,Aquatic Health & Hygiene,UNIVERSITY OF STIRLING,20058925,"25,000.00",To assist and provide support with the application of mathematical modelling approaches,FK9 4LA,STAN,,,Lab Services,,,
DEFRA,Cefas,21/03/2014,Defra - Legal Recharges,Corporate,Treasury Solicitor´s Department,20058696,"32,229.25",Advisory legal services 2013-14 Quarter 3 and 4 - 01 September 2013-31 March 2014,WC2B 4TS,STAN,,,Defra - Legal Recharges,,,
DEFRA,Cefas,21/03/2014,Data Collection Services,Monitoring and Programme Management,Thomson Ecology,20058802,"52,400.80",Analysis of samples from North Norfolk sandbanks,SG6 2TS,STAN,,,Data Collection Services,,,
DEFRA,Cefas,21/03/2014,Charters,Environment & Ecosystems,AFBI,20058749,"35,863.20",Service Celtic Deep marine instrument smart buoy,BT9 5PX,STAN,,,Charters,,,
DEFRA,Cefas,28/03/2014,Data Collection Services,Monitoring and Programme Management,ENVIRONMENT AGENCY,20059147,"147,296.00",Operational monitoring,PE2 8YD,STAN,,,Data Collection Services,,,
DEFRA,Cefas,28/03/2014,Data Collection Services,Monitoring and Programme Management,Gardline Geosurvey Ltd,20059115,"99,639.00",Lot 3 (marine survey (using vessel))- Cromer shoal fieldwork - 05 February-09 March 2014,NR30 3NG,STAN,,,Data Collection Services,,,
DEFRA,Cefas,28/03/2014,Data Collection Services,Monitoring and Programme Management,Gardline Geosurvey Ltd,20059118,"328,842.50",Lot 4 (marine survey (using vessel)) - East of Jones bank fieldwork - 11 February-12 March 2014,NR30 3NG,STAN,,,Data Collection Services,,,
DEFRA,Cefas,28/03/2014,ICT - Managed Outsourced,Corporate,INSIGHT DIRECT(UK) LIMITED,20059199,"35,351.88",Hosted exchange service for email - one year - October-2013-October 2014.,S9 2BU,STAN,,,ICT - Managed Outsourced,,,
