Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"1,309.19"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"1,331.59"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,368.22"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,369.70"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,394.19"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,398.63"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,429.85"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,449.39"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"1,505.22"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"1,510.80"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,512.18"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,559.17"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,562.45"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,572.25"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"1,723.79"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,750.67"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"1,803.61"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,918.85"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,965.60"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"1,993.46"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,007.33"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,067.89"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,097.71"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"2,181.59"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,182.10"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,182.80"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,264.71"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"2,309.30"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,310.19"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,413.30"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,509.53"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,530.40"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,594.99"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,606.03"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,611.26"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"2,746.97"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,812.96"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,846.42"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,882.37"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"2,884.61"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"2,943.79"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"2,952.36"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"2,970.98"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"3,127.73"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"3,234.40"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"3,242.89"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"3,321.04"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"3,502.93"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"3,857.40"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"4,051.79"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"4,845.01"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"5,316.07"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"5,359.77"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"5,549.54"
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"5,716.85",,,
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"6,549.63",,,
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200316,"6,738.00",,,
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200317,"7,768.20",,,
Department of Health,Department of Health,19/07/2012,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,15200318,"10,758.00",,,
Department of Health,Department of Health,19/07/2012,Service charge,INFORMATICS,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003187044,33489.54,,Revenue: PACS 1st level Help Desk Charges & Clinical Safety Charges to be paid for between April 2012 and March 2013,Programme
Department of Health,Department of Health,19/07/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS19/7/12,83906.44,,Revenue: PACS NWWM Cluster Store Service Charges to be paid for between April 2012 and March 2013,Programme
Department of Health,Department of Health,19/07/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS19/7/12,89696.54,,Prisons -  Core Contract costs for Offender Health. April 2012 to March 2013  ,Programme
Department of Health,Department of Health,19/07/2012,Service charge,INFORMATICS,BT GROUP PLC,LARGE,NW9 6LB,301146,115820.68,,Revenue: QMAS contract April 2012 to March 2013,Programme
Department of Health,Department of Health,19/07/2012,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 6BA,IN57485-1,488469,,Capital: EMIS FY 2012/13 Capital Budget Requirements,Programme
Department of Health,Department of Health,19/07/2012,Addition Clearing - SW LIC,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS19/7/12,504247.53,,Capital: CSC FY 2012/13 Capital Budget Requirements,Programme
Department of Health,Department of Health,19/07/2012,Addition Clearing - SW LIC,INFORMATICS,TRUSTMARQUE SOLUTIONS LTD,SME,YO32 9WN,CHAPS19/7/12,1856299.37,,Capital: 43934 x Microsoft Windows Remote  Desktop Services 2008 R2 - Licence - 1 device CAL - Part Number 6VC-01291 @£35.21 each,Programme
Department of Health,Department of Health,19/07/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,CHAPS19/7/12,5626270.17,,Revenue: PACS South Cluster Store Service Charges to be paid for between April 2012 and March 2013,Programme
Department of Health,Department of Health,20/07/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,15201910,"21,795.00",,,
Department of Health,Department of Health,20/07/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,15180341,"23,471.50",,,
Department of Health,Department of Health,20/07/2012,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,,,15201910,"27,607.00",,,
Department of Health,Department of Health,20/07/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,15180349,"29,700.00",,,
Department of Health,Department of Health,20/07/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,15180346,"29,700.00",,,
Department of Health,Department of Health,20/07/2012,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,,,15180330,"40,925.55",,,
Department of Health,Department of Health,20/07/2012,External Consultancy Fees,INFORMATICS,ROYAL COLLEGE OF PHYSICIANS,,,15222601,"65,000.00",,,
Department of Health,Department of Health,20/07/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584110040,72447.01,,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,20/07/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584110039,97236.76,,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,23/07/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,15222573,"102,733.67",,,
Department of Health,Department of Health,23/07/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584110041,238478.01,,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,23/07/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584110050,1243993.2,,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,24/07/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,15222595,"24,300.00",,,
Department of Health,Department of Health,24/07/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,15237617,"28,129.87",,,
Department of Health,Department of Health,24/07/2012,Service charge,INFORMATICS,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584108406,55713.42,,Revenue: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,24/07/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,15237619,"161,808.00",,,
Department of Health,Department of Health,24/07/2012,Contr Other External,INFORMATICS,CABLE & WIRELESS UK,,,15215540,"266,825.15",,,
Department of Health,Department of Health,24/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15023112,"674,921.45",,,
Department of Health,Department of Health,25/07/2012,Data Lines,INFORMATICS,PROBRAND LTD,,,15229063,"472,912.14",,,
Department of Health,Department of Health,26/07/2012,Contr Other External,INFORMATICS,HM LAND REGISTRY,,,15071821,"183,000.00",,,
Department of Health,Department of Health,26/07/2012,Contr Other External,INFORMATICS,HM LAND REGISTRY,,,15071821,"260,000.00",,,
Department of Health,Department of Health,27/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15266238,"26,233.41",,,
Department of Health,Department of Health,27/07/2012,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,,,15237614,"53,325.60",,,
Department of Health,Department of Health,27/07/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,15237615,"72,315.00",,,
Department of Health,Department of Health,27/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15266205,"256,701.18",,,
Department of Health,Department of Health,27/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15266202,"401,064.25",,,
Department of Health,Department of Health,27/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15266203,"491,958.57",,,
Department of Health,Department of Health,27/07/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,15266204,"502,442.05",,,
Department of Health,Department of Health,30/07/2012,Addition Clearing - SW LIC,INFORMATICS,VANGENT,LARGE,SE1 2QG,CHAPS30/7/12,1696622,,Capital CQRS core contract costs - invoices to be paid between April 2012 and March 2013,Programme
Department of Health,Department of Health,31/07/2012,Legal / Prof Fees,INFORMATICS,MILBANK TWEED HADLEY & MCCLOY LLP,,,15266239,"21,756.73",,,
Department of Health,Department of Health,01/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,75352.29,,,Other
Department of Health,Department of Health,02/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,2642.88,,,Other
Department of Health,Department of Health,03/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,5554.31,,,Other
Department of Health,Department of Health,04/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,6134.54,,,Other
Department of Health,Department of Health,05/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,7291.43,,,Other
Department of Health,Department of Health,06/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,5776.58,,,Other
Department of Health,Department of Health,07/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,74.09,,,Other
Department of Health,Department of Health,09/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,5148.6,,,Other
Department of Health,Department of Health,10/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,6524.07,,,Other
Department of Health,Department of Health,11/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,5708.84,,,Other
Department of Health,Department of Health,12/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,4701.67,,,Other
Department of Health,Department of Health,13/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,3172.27,,,Other
Department of Health,Department of Health,14/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,82.2,,,Other
Department of Health,Department of Health,15/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,57,,,Other
Department of Health,Department of Health,16/07/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2745001-18-JUL-12,4949.66,,,Other
Department of Health,Department of Health,02/07/2012,CASH FUNDING Rev Inside RAB,NHS FC,HEALTH RESEARCH AUTHORITY,PUBLIC,SE1 6LH,HAFS-13529,500000,,,Other
Department of Health,Department of Health,02/07/2012,CASH FUNDING Rev Inside RAB,NHS FC,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),PUBLIC,WF3 1WE,HAFS-13558,650000,,,Other
Department of Health,Department of Health,02/07/2012,CASH FUNDING Rev Inside RAB,NHS FC,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,HAFS-13563,2500000,,,Other
