Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,group
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,77.34,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,128.9,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,27-Nov-14,223000-Other Expenditure,NZ900-Finance & Corporate Services,CENTRE FOR SOCIAL AND ECONOMIC INCLUSION (CSEI),1148267,"30,000.00","Final report for the Day1, employment and re-offending pilot.",FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.17,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,81.67,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.17,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,66.67,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,328,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,92,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,111.45,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,165.56,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NQ901-MOJ Procurement Feeder,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,263000-Other Contracted Out Services,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,5108,"452,961.19",Provision of Court Funds Office service for the 2014/15 Financial Year,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1146228,"1,016,841.15",Fees and expenses for week commencing 30.10.2014,FAC
Ministry of Justice,MoJ HQ,03-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1146228,"203,368.23",Fees and expenses for week commencing 30.10.2014,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1147631,"932,968.72",Fees and expenses for week commencing 12.11.2014,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1147631,"186,593.74",Fees and expenses for week commencing 12.11.2014,FAC
Ministry of Justice,MoJ HQ,28-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,6842,"929,313.61",Fees and expenses ,FAC
Ministry of Justice,MoJ HQ,28-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,6842,"185,862.72",Fees and expenses ,FAC
Ministry of Justice,MoJ HQ,10-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1146738,"920,718.41",Fees and expenses week commencing 05.11.2014,FAC
Ministry of Justice,MoJ HQ,10-Nov-14,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1146738,"184,143.68",Fees and expenses week commencing 05.11.2014,FAC
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,6841,"445,226.80",ICT Telephony charges,FAC
Ministry of Justice,MoJ HQ,28-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,6841,"89,045.36",ICT Telephony charges,FAC
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1147951,"202,860.56",Sustainable Print Service (SPS),FAC
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1147591,"49,445.87",Provision of Telephony Service for Non-Walk In Take Over ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1147591,"9,889.17",Provision of Telephony Service for Non-Walk In Take Over ex CWW PNN3 Lines -  01/04/2013 to 18/10/2016,FAC
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1147030,"23,413.43",MoJ HQ BT One Bill - VP 04452270 - FY 13-14 Oct 2014,FAC
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1147030,"4,682.69",MoJ HQ BT One Bill - VP 04452270 - FY 13-14 Oct 2014,FAC
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1147030,-0.01,MoJ HQ BT One Bill - VP 04452270 - FY 13-14 Oct 2014,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1147581,"23,861.92",MoJ Lease Car Fuel Costs FY 13-14,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1147581,"4,772.38",MoJ Lease Car Fuel Costs FY 13-14,FAC
Ministry of Justice,MoJ HQ,20-Nov-14,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1147581,-0.39,MoJ Lease Car Fuel Costs FY 13-14,FAC
