ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,"$35,166.00 ",Managed Service Charge - LSC Call Off Resources for dev test programme,WV10 6UH,0,Programme,,,5584091235
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$39,800.37 ",Managed Service Charge -LSC DT Oracle DBA Resource Extension,WV10 6UH,0,Programme,,,5584089510
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,"$44,805.00 ",Managed Service Charge - LSC Call Off Resources for dev test programme,WV10 6UH,0,Programme,,,5584091239
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$47,003.58 ",Managed Service Charge -Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme,,,5584093107
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$129,153.75 ",Managed Service Charge -Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme,,,5584093109
MoJ HQ,6-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1058568,"$36,236.00 ",Ongoing - Core YJB ICT Services - Service Charge,WA3 9BD,0,Programme,,,8054247
MoJ HQ,6-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1058568,"$36,573.00 ",Connectivity Hosting Services - Symantec AV and Netbackup Support and Maintenance & Annual Service Charge,WA3 9BD,0,Programme,,,8054248
MoJ HQ,13-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,HOME OFFICE,1059155,"$106,117.28 ",YJB - Ongoing - eAsset & YJ MIS Hosting Charge from Home Office IT,NP20 9BB,0,Programme,,,1103271
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$35,164.00 ",Managed Service Charge -Judical Help Desk-(October) one off charge,WV10 6UH,E046,Programme,,,5584092917
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$48,960.00 ",Managed Service Charge -Judicial Senior Support Specialists One Off Costs,WV10 6UH,E046,Programme,,,5584092915
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$50,000.00 ",Managed Service Charge - DIR Programme - Resource,WV10 6UH,E046,Programme,,,5584092911
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$82,042.11 ",Managed Service Charge - DIR Programme - Resource,WV10 6UH,E046,Programme,,,5584092913
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$238,755.00 ",Managed Service Charge -  DIR Additional Applications Resource (One Off Charges),WV10 6UH,E046,Programme,,,5584092916
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060020,"$253,434.60 ",Managed Service Charge - DIR Programme - Resource,WV10 6UH,E046,Programme,,,5584092912
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,512000-Intangible GBV - Additions,ATOS IT SERVICES UK LTD,1060020,"$500,000.00 ",Capital Expenditure,WV10 6UH,E117,Programme,,,5584093222
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,512000-Intangible GBV - Additions,ATOS IT SERVICES UK LTD,1058296,"$1,000,000.00 ",Capital Expenditure,WV10 6UH,E117,Programme,,,5584091303
MoJ HQ,20-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1059535,"$50,000.00 ",Managed Video Conferencing - Business Analysis,MK3 5JP,E107,Programme,,,UK10/102011/4658
MoJ HQ,10-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,LIBERATA UK LTD,1058951,"$32,812.39 ",IAC Fees Initiation Specification and design for Appeal Fees processing - Change requests  PQ105,NP10 8BA,E125,Programme,,,81210
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1060166,"$30,023.00 ",Monthly Service Charges under IT application contract -   DIR Extension,CF31 9AP,E046,Programme,,,358759
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1060166,"$33,648.86 ",Managed Service Charge -  Resources- One off Charge,CF31 9AP,E046,Programme,,,358760
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,512000-Intangible GBV - Additions,LOGICA UK LTD,1060166,"$37,497.50 ",Managed Service Charge - DARTS NRO Deployment Support - Monthly T&M charges Sept - Dec 2011,CF31 9AP,E117,Programme,,,358560
MoJ HQ,6-Oct-11,PZ501-MoJ ICT Feeder,512000-Intangible GBV - Additions,LOGICA UK LTD,1058642,"$41,250.00 ",Managed Service Charge - Logica resources to support DARTS NRO,CF31 9AP,E117,Programme,,,357892
MoJ HQ,10-Oct-11,PZ501-MoJ ICT Feeder,512000-Intangible GBV - Additions,LOGICA UK LTD,1058955,"$59,346.50 ",Managed Service Charge - DARTS NRO Deployment Support - Monthly T&M charges,CF31 9AP,E117,Programme,,,358559
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1058383,"$61,334.53 ",Monthly Service Charges under IT application contract -   DIR Extension,CF31 9AP,E046,Programme,,,357798
MoJ HQ,6-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,LOGICA UK LTD,1058642,"$438,692.34 ",Managed Service Charge - IAC Fees Full Project (One Off Costs),CF31 9AP,E125,Programme,,,357840
MoJ HQ,10-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1059018,"$313,023.26 ",Shared Service Programme Steria (Software) & Milestone 1 Payment - August 2011,M14 0WN,E033,Programme,,,100024137
MoJ HQ,10-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1059018,"$3,483,322.32 ",INVOICE CANCELLED via Credit note,M14 0WN,E033,Programme,,,100023654
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$32,147.06 ",Assets In Course of Construction - Project Mercury,RG12 1HN,E148,Programme,,,11106415GB02
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$174,077.18 ",Assets In Course of Construction - Project Mercury,RG12 1HN,E148,Programme,,,11105600GB02
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$240,253.50 ",Assets In Course of Construction - Project Mercury,RG12 1HN,E148,Programme,,,11106401GB02
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1060454,"$326,811.78 ",Monthly Services Charge under OMNI IT infrastructure contract - T Services Capital Expenditure,M14 0WN,E012,Programme,,,NOMS0911OT/1
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,STERIA LTD,1058423,"$347,365.51 ",Monthly Services Charge under OMNI IT infrastructure contract - T Services Capital Expenditure,M14 0WN,E012,Programme,,,NOMS0811OT/1
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1058363,"$62,141.79 ",Business User LAN Upgrade,RG12 1HN,E066,Programme,,,11104565GB02
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1058363,"$66,224.08 ",Business User LAN Upgrade,RG12 1HN,E066,Programme,,,11104568GB02
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$76,300.75 ",Assets In Course of Construction - Portfolio Services,RG12 1HN,E113,Programme,,,11105649GB02
MoJ HQ,13-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1059156,"$84,429.78 ",Portfolio Services,RG12 1HN,E113,Programme,,,11104247GB02
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$182,678.35 ",Assets In Course of Construction - EUC Laptop,RG12 1HN,E065,Programme,,,11105934GB02
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1060128,"$256,772.99 ",Assets In Course of Construction - EUC Desktop,RG12 1HN,E064,Programme,,,11105935GB02
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1058363,"$336,231.23 ",EUC Laptop,RG12 1HN,E065,Programme,,,11104566GB02
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,532000-Tangible GBV - Additions,HP ENTERPRISE SERVICES UK LTD,1058363,"$396,598.23 ",EUC Desktop,RG12 1HN,E064,Programme,,,11104567GB02
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1058383,"$68,717.75 ",Due Diligence for the future support of Ethos suite of (17) applications,CF31 9AP,E009,Programme,,,357606
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1060166,"$30,307.00 ",Monthly Managed Service Costs - Project Costing & Estimating Service,CF31 9AP,0,Programme,,,356956
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1060166,"$30,307.00 ",Monthly Managed Service Costs - Project Costing & Estimating Service,CF31 9AP,0,Programme,,,358280
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CYBERSCIENCE CORPORATION,1060073,"$58,091.87 ",Renewal of Support Services Subscription fir FY 11/12,EN11 8BD,E007,Programme,,,K0611
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,LOGICA UK LTD,1060166,"$28,454.00 ",QAS Licenses (One Off Charges),CF31 9AP,E007,Programme,,,358822
MoJ HQ,13-Oct-11,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1059182,"$28,604.61 ",Monthly Print Room Charges - Fixed & Variable,NP10 8BA,0,Programme,,,81335
MoJ HQ,13-Oct-11,PZ501-MoJ ICT Feeder,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1059182,"$67,770.88 ",Monthly Print Room Charges - Fixed & Variable,NP10 8BA,0,Programme,,,81334
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ORACLE CORPORATION UK LTD,1058401,"$477,864.52 ",Software Update License & Support  6-Apr-11 to 5-Apr-12,RG6 1RA,0,Programme,,,1329613
MoJ HQ,27-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1060049,"$40,022.00 ",Monthly rental charges - Prison Video Conferencing,MK3 5JP,0,Programme,,,UK10/102011/4001
MoJ HQ,13-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,CABLE & WIRELESS,1059084,"$88,200.00 ",Monthly rental charges - Gsi MessageLabs & AntiSpam,MK3 5JP,0,Programme,,,UK10/102011/5250
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$5.00 ,3m Network Cable,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$5.00 ,5m Network Cable,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$5.00 ,Power cable,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.16 ,HP Standard USB Keyboard,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Std,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Admin,,z,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Std,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Std,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Project Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,E007,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,E007,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Access,WV10 6UH,E007,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$11.17 ,MS Visio Professional,WV10 6UH,E007,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$14.13 ,Kensington Orbit Optical Trackball,WV10 6UH,0,Admin,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$14.13 ,Kensington Orbit Optical Trackball,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$22.25 ,Andrea NC-181 headset,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$22.25 ,Andrea NC-181 headset,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$22.25 ,Andrea NC-181 headset,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$22.25 ,Andrea NC-181 headset,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$22.25 ,Andrea NC-181 headset,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$22.34 ,MS Visio Professional,WV10 6UH,E007,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$24.21 ,VGA Monitor Extention Cable,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$25.36 ,Startaboard Large Key Keyboard,WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-99
MoJ HQ,31-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1060315,$31.31 ,Ergonomic Keyboard [Microsoft Natural MultiMedia],WV10 6UH,0,Programme,,,ERS-MOJ-ATOS-ERS-113
MoJ HQ,3-Oct-11,PZ501-MoJ ICT Feeder,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1058296,$31.31 ,Ergonomic Keyboard [Microsoft Natural MultiMedia],WV10 6UH,E046,Programme,,,ERS-MOJ-ATOS-ERS-99
