Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Private Office,VODAFONE CORPORATE,4000020306,-0.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Private Office,VODAFONE CORPORATE,4000020306,61.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,439.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,100.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,29.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,3.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Young People Analysis Division,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Young People Analysis Division,VODAFONE CORPORATE,4000020306,1.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Young People Directorate Support,VODAFONE CORPORATE,4000020306,60.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Young People Directorate Support,VODAFONE CORPORATE,4000020306,4.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000020306,81.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000020306,30.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000020306,60.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000020306,2.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Free School Group,VODAFONE CORPORATE,4000020306,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Academies Policy and Schools Organisation Group,VODAFONE CORPORATE,4000020306,0.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000020306,78.73
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000020306,35.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Resources Group,VODAFONE CORPORATE,4000020306,1068.85
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,School Resources Group,VODAFONE CORPORATE,4000020306,188.99
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000020306,162.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,School Standards Group,VODAFONE CORPORATE,4000020306,57.72
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,School Standards Group,VODAFONE CORPORATE,4000020306,24.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000020306,81.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000020306,-0.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,0.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,239.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,23.09
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,49.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,3.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,110.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Post 16 YPLA Resources Group,VODAFONE CORPORATE,4000020306,14.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000020306,43.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000020306,9.06
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,275.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,82.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,110.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,36.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,24.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,6.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Academies Delivery Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Academies Delivery Group,VODAFONE CORPORATE,4000020306,1.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,24.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,-0.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,303.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,219.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,21.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000020306,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000020306,13.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000020306,0.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,121.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,25.84
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,121.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,4.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,159.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,1.21
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,0.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,126.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Early Years Extended Schools and Special Needs,VODAFONE CORPORATE,4000020306,0.77
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000020306,235.59
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000020306,24.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,24.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,0.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,141.89
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Finance Group,VODAFONE CORPORATE,4000020306,14.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000020306,215.33
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000020306,47.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000020306,126.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Finance Group Shared Services Schools and Category Management,VODAFONE CORPORATE,4000020306,44.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Finance Group Strategic Functions,VODAFONE CORPORATE,4000020306,85.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Finance Group Strategic Functions,VODAFONE CORPORATE,4000020306,2.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Commercial Group Strategic Functions,VODAFONE CORPORATE,4000020306,-0.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000020306,24.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000020306,3.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Chief Information Officer Group,VODAFONE CORPORATE,4000020306,4.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Chief Information Officer Group,VODAFONE CORPORATE,4000020306,4.7
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,74.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,199.37
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,8.04
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,14.1
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,1.28
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,89.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,93.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000020306,19.98
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Improving Information Sharing and Management Group,VODAFONE CORPORATE,4000020306,-0.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,76.76
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,128.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,9.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,20.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,2.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,126.32
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,4.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Supporting Delivery Group,VODAFONE CORPORATE,4000020306,5.24
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,81.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,11.49
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,85.78
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,12.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,7.8
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,24.97
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,6.12
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,106.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,6.44
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Group,VODAFONE CORPORATE,4000020306,4.27
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children and Families Directorate Support,VODAFONE CORPORATE,4000020306,83.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children and Families Directorate Support,VODAFONE CORPORATE,4000020306,1.92
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,35.34
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,81.08
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,1.52
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,40.54
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,2.16
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,90.48
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,47.01
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,106.05
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Children Young People and Families Safeguarding Group,VODAFONE CORPORATE,4000020306,5.43
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,151.29
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,22.87
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,270.63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,TELEPHONE CHARGES,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,0.64
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,14/04/2010,OFFICE MACHINERY HIRE & MAINTENANCE,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000020306,20.27
