Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,12/04/2012,Service charge,INFORMATICS,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003175545,1456237.88,,PACS NE Cluster Store Service Charges FY 2011/12,Programme,
Department of Health,Department of Health,12/04/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2562001-18-APR-12,9773.9,,,Other,
Department of Health,Department of Health,12/04/2012,Research & development,Research and Development,DURHAM UNIVERSITY OF,PUBLIC,DH1 3HN,ERS-458582-57842,44318,,0,Programme,
Department of Health,Department of Health,12/04/2012,Research & development,Research and Development,KENT UNIVERSITY OF,PUBLIC,CT2 7NZ,ERS-458615-57882,44869.25,,0,Programme,
Department of Health,Department of Health,12/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-458620-57883,97794,,0,Programme,
Department of Health,Department of Health,12/04/2012,Research & development,Research and Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-458619-57884,135869,,0,Programme,
Department of Health,Department of Health,12/04/2012,Other programme expenditure,SF&NHS NHS Policy & Outcomes (part of J5180),FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS12/4/12,187782.67,,,Programme,
Department of Health,Department of Health,12/04/2012,Radio communications,"SF&NHS Procurement, Investment and Commercial (part of J5180)",LONDON AMBULANCE SERVICE NHS TRUST,PUBLIC,SE1 8SD,53396,36085,,Funding Contribution Towards Work to Resolve Airwave Capacity Issues in London,Programme,
Department of Health,Department of Health,12/04/2012,Radio communications,"SF&NHS Procurement, Investment and Commercial (part of J5180)",LONDON AMBULANCE SERVICE NHS TRUST,PUBLIC,SE1 8SD,53397,148500,,"DH Refund to LAS, Trust costs - Setting up of replacement systems and disposing of old equipment",Programme,
Department of Health,Department of Health,12/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,BARNARDOS,VCS,IG6 1QG,ERS-458622-57887,40000,,"IESD award 2012/13 for Barnardo's ""Engaging with cancer survivors to promote self-management skills and improve health outcomes"" project",Programme,
Department of Health,Department of Health,12/04/2012,Professional fees,SOCIAL CARE,ECOTEC RESEARCH AND CONSULTING LTD,LARGE,B1 2RA,INV10590,53991.42,,Fund to support volunteering in health and social care procurement of 'Health and Social Care Volunteering Fund Manager',Programme,
Department of Health,Department of Health,12/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,DIABETES UK LTD,VCS,NW1 7AA,ERS-458612-57863,69400,,IESD award 2012/13 - Diabetes UK - AIMS 1726718,Programme,
Department of Health,Department of Health,12/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,STONEWALL EQUALITY LTD,SME,SE1 7NX,ERS-458607-57861,79000,,IESD 2012 / 13 Grant - Stonewall Equality AIMS Ref 1766544,Programme,
Department of Health,Department of Health,12/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,ASSOCIATION OF CHIEF EXECUTIVES OF VOLUNTARY ORGANISATIONS,VCS,WC1A 1NU,ERS-458609-57862,192840,,IESD  award 2012/13 - ACEVO AIMS 1734237,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,External Relations Directorate,NHS EMPLOYERS LTD,SME,SW1E 5DD,8786,116997,,provision of NHS Jobs from 1 March 2012 to 31 March 2012,Programme,
Department of Health,Department of Health,13/04/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during October 2011",Health Protection,Fresh Direct (UK) Ltd,,,28519255,27947.13,,,,
Department of Health,Department of Health,13/04/2012,"School Fruit & Vegetable Scheme - product & distribution cost, during October 2011",Health Protection,Fresh Direct (UK) Ltd,,,28519254,68721.45,,,,
Department of Health,Department of Health,13/04/2012,Admin Revenue Grant-in-Aid ENDPBs,Health Protection,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,947600,15000000,,NHSBT - GIA allocation for 12/13,Programme,
Department of Health,Department of Health,13/04/2012,Contr Other External,INFORMATICS,CAPITA BUSINESS SERVICES LTD,,,14754391,"20,948.00",,,,
Department of Health,Department of Health,13/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760509,"58,639.25",,,,
Department of Health,Department of Health,13/04/2012,Contr Other External,INFORMATICS,TRUSTMARQUE SOLUTIONS LTD,,,14754395,"83,390.28",,,,
Department of Health,Department of Health,13/04/2012,Computer Software/License,INFORMATICS,TRUSTMARQUE SOLUTIONS LTD,,,14754392,"84,357.89",,,,
Department of Health,Department of Health,13/04/2012,Computer Maintenance,INFORMATICS,IDENTITY & PASSPORT SERVICE,,,14725808,"138,750.00",,,,
Department of Health,Department of Health,13/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760513,"405,060.73",,,,
Department of Health,Department of Health,13/04/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2562001-18-APR-12,4062.59,,,Other,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-458670-57943,7249,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-458643-58003,8643,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-458634-57973,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-458634-57973,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-458634-57973,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-458634-57973,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-458638-57974,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-458638-57974,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-458638-57974,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-458639-57923,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-458640-57975,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-458645-57959,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-458645-57959,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-458663-57980,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,INSTITUTE OF CANCER RESEARCH (ICR),PUBLIC,SW7 3RP,ERS-458664-58000,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,INSTITUTE OF CANCER RESEARCH (ICR),PUBLIC,SW7 3RP,ERS-458664-58000,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-458665-57981,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KEELE UNIVERSITY OF,PUBLIC,ST5 5BG,ERS-458665-57981,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458667-57982,15000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-458671-57984,15000,,0,Programme,
