Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE JOHNSON PARTNERSHIP,129753383,"34,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COVENTRY LAW CENTRE LTD,129750870,"34,400.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GERARD MAYE LEGAL LTD,129753820,"34,328.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EXCEL SOLICITORS,129688345,"34,251.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TOSSWILL & CO [ADVOCATE],129677880,"34,248.47",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CHALLINORS,129753353,"34,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WAYNE T JACKSON,129677051,"34,111.01",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MICHAEL M WOOD QC,129782949,"34,107.22",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TAIT FARRIER GRAHAM,129752852,"34,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STEVENS SOLICITORS,129753298,"34,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE PURKISS PRACTICE,129753113,"34,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HARINDER KAUR,129663686,"33,959.78",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,129754032,"33,912.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ACA LAW LTD,129753593,"33,910.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HEALEY COLBON,129676817,"33,845.16",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVID RUBIE MITCHELL & CO,129752610,"33,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COUSINS TYRER SOLICITORS,129753720,"33,798.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WANSBROUGHS,129753889,"33,661.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE GRECH GOODEN PARTNERSHIP,129753457,"33,536.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JOHN KER-REID,129707626,"33,525.60",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JOHN KER-REID,129707760,"33,525.60",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MCSORLEY LEWIS LAW LTD,129752395,"33,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MCCORMACKS LAW,129754020,"33,454.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MUSTOE SHORTER SOLICITORS & ADVOCATES LLP,129753241,"33,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ALDERSON LAW LLP T/A A.D.,129773923,"33,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129751977,"33,176.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GRAHAME STOWE BATESON,129751953,"33,168.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COBLEYS LLP,129753652,"33,106.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JERMAN SAMUELS & PEARSON LLP,129752527,"33,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BJ & CO SOLICITORS LTD,129752788,"33,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STEPHEN RIMMER LLP,129753099,"33,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ROBERTSON'S SOLICITORS,129752896,"32,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FARLEYS SOLICITORS LLP,129752992,"32,900.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PETHERBRIDGE BASSRA SOLICITORS,129753709,"32,888.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS HPJV,129752369,"32,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,IRVINE THANVI NATAS SOLICITORS,129782889,"32,509.10",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CJH GREENHILL COOPER SOLICITORS,129752479,"32,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,O'REILLYS SOLICITORS LTD,129753071,"32,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COOPER - ROLLASON,129753907,"32,466.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BINDMANS LLP,129753614,"32,402.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,IRWIN MITCHELL LLP,129666138,"32,287.80",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NGA SOLICITORS,129682866,"32,101.49",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HSCO SOLICITORS,129753504,"32,030.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JAMES MURRAY SOLICITORS,129752772,"32,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HIBBERTS LLP,129752998,"32,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RILEY HAYES & CO,129753358,"32,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MIAN & CO,129753911,"31,980.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,QUINN MELVILLE,129754866,"31,921.78",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FARLEYS SOLICITORS LLP,129739597,"31,880.53",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,129754037,"31,834.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BLAVO & CO SOLICITORS LTD,129753567,"31,661.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,AVON & BRISTOL LAW CENTRE,129752244,"31,655.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SARAH SMITH,129677056,"31,622.02",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,LAWRENCE & CO,129751335,"31,600.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ELDER RAHIMI LIMITED,129752047,"31,545.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BISHOP & LIGHT SOLICITORS,129753118,"31,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TIMOTHY B BRADBURY,129700915,"31,465.25",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DALTON HOLMES GRAY,129753621,"31,458.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KEANEY WHITEHEAD PARTNERSHIP,129753653,"31,434.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HC SOLICITORS LLP,129752562,"31,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,"BROWN,BEER,NIXON,MALLON",129752858,"31,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COBAINS SOLICITORS,129753052,"31,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,QUALITYSOLICITORS GOODHAND & FORSYTH,129753994,"31,395.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN LEWIS,129753595,"31,220.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BEN HOARE BELL LLP,129752821,"31,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,VINCENTS SOLICITORS,129752980,"31,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STEPHEN REQUENA,129783439,"31,187.06",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,KESAR & CO SOLICITORS,129754127,"31,159.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ROBERT LIZAR SOLICITORS,129710100,"31,045.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MALLETTS SOLICITORS,129668809,"31,040.68",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HOGANS,129768005,"31,039.18",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TIMOTHY P BARNES QC,129701250,"31,033.36",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE FIRST LAW PARTNERSHIP LTD,129752460,"31,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,STEELE FORD & NEWTON,129753021,"31,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,NOTTINGHAM LAW CENTRE,129752341,"30,910.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MOTLEY & HOPE,129667831,"30,872.82",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ALMY & THOMAS,129753862,"30,851.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,S A LAW CHAMBERS SOLICITORS,129752590,"30,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,EBR ATTRIDGE,129752630,"30,800.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SRIHARANS,129752042,"30,777.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MARTIN MURRAY & ASSOCIATES,129753846,"30,718.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,COHEN CRAMER,129700575,"30,712.66",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,TAYLOR GOODCHILD LTD,129752859,"30,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FAIRWEATHER WHILLIS & TOGHILL,129753144,"30,700.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HUSSAIN SOLICITORS LTD,129753313,"30,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,SMITH PARTNERSHIP,129753317,"30,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FONSECA & PARTNERS,129753446,"30,593.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,THE COMMUNITY LAW PARTNERSHIP LTD,129751731,"30,579.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WESTGARTHS,129753670,"30,527.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MELDRUM SOLICITORS LLP,129752505,"30,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,VICKERS & CO,129753630,"30,399.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HELEN A GILBERTSON,129549806,"30,363.30",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JULIAN A NUTTER,129726925,"30,350.22",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,H JONATHAN FURNESS Q.C.,129602841,"30,337.80",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,G T STEWART SOLICITORS,129754033,"30,295.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HENRY HYAMS,129751947,"30,243.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MWA SOLICITORS,129753106,"30,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ERIC ROBINSON SOLICITORS,129753131,"30,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,T S LAW LTD,129753405,"30,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RICHARD HASWELL SOLICITORS LLP,129753671,"30,182.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WALKER LAHIVE,129753867,"30,179.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVID PHILLIPS & PARTNERS,129752774,"30,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MOWBRAY WOODWARDS SOLICITORS,129753223,"30,100.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ACHOM & PARTNERS,129754098,"30,072.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HINE SOLICITORS,129754046,"30,030.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BAINS SOLICITORS,129752456,"30,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PALMERS CRIMINAL DEFENCE SOLICITORS,129753104,"30,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HAMER CHILDS,129753319,"30,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HARRINGTONS LEGAL LLP,129753332,"30,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,IAN HENERY LTD,129753930,"29,798.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RANDELL LLOYD & MARTIN SOLICITORS,129753441,"29,778.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RONALD FLETCHER BAKER LLP,129753596,"29,734.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PATRICK D A MASON,129677189,"29,700.55",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RAYMOND P TULLY,129783375,"29,700.55",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WALTERS & PLASKITT-INC LESLIE DODD,129753294,"29,600.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVIES & JONES SOLICITORS,129782238,"29,595.34",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HARRIS PALEY SCHONE LTD,129753817,"29,522.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PHILIP HANBY LTD T/A ANDREW JAY & CO,129753501,"29,509.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GRAHAM EVANS & PARTNERS,129752391,"29,500.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DUNCAN MOGHAL SOLICITORS & ADVOCATES,129688116,"29,483.00",Legal Aid Payments: Legal Help,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,GERARD MAYE LEGAL LTD,129753822,"29,472.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,RODNEY WARREN & CO,129753093,"29,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ALAN HARRIS SOLICITORS LTD,129753199,"29,400.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,ACT (NORFOLK) LTD,129753521,"29,348.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,MICHAEL W W BAGLEY,129701301,"29,323.02",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,PEACH GREY & CO,129753133,"29,300.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,IRWIN MITCHELL LLP,129717884,"29,290.22",Legal Aid Payments: Civil Representation,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,CORKER BINNING,129666050,"29,287.26",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,FARADAYS SOLICITORS LTD,129752681,"29,200.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,WOOLLCOMBE & YONGE,129753866,"29,063.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,DAVISON FLYNN DUKE SOLICITORS,129753649,"29,039.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,JSP LAW LIMITED,129754093,"29,007.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,T S LAW LTD,129754998,"29,005.03",Legal Aid Payments: Crime Higher,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,OBW PERERA LTD,129752558,"29,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,HAL SOLICITORS,129752648,"29,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,E REX MAKIN & CO,129752764,"29,000.00",Legal Aid Payments: Crime Lower,,,,
MINISTRY OF JUSTICE,LEGAL AID AGENCY,29/7/2013,,LEGAL AID FUND - Programme Costs,BROOMHEAD & SAUL,129753204,"28,900.00",Legal Aid Payments: Crime Lower,,,,
