Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Number,PO line Description,Contract Number,Project Code
,,07/10/2013,Capital Grants to local authorities,DG: GOAD,OXFORDSHIRE COUNTY COUNCIL,PUBLIC,OX4 2GQ,ERS-505122-80201,1534570,509428,Section 31 Grant - Oxfirdshire County council - Dignity plus care - Dementia Friendly environments grant,,
,,31/10/2013,Capital Grants to Other Bodies,DG: SCLGCP,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-507072-81781,202760,509168,2012/077 University College London (Faculty of Engineering Sciences) - project: Provision of IT infrastructure for the Children and young people improving access to Psychological therapies programmes- policy grant,,
,,09/10/2013,Other programme expenditure,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,VCS,EC1M 5LG,40210139,250000,509370,Improvement & Developmemnt Agenct (IDeA) - Care Bill: co-production of the implementation of the Care Bill 2013,,
,,09/10/2013,Other Admin expenditure,DG: GOAD,TREASURY SOLICITORS DEPARTMENT (TSOL),PUBLIC,WC2 4TS,CHAPS9/10/13,159868.18,,,,
,,09/10/2013,Capital Grants to local authorities,DG: GOAD,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,PUBLIC,SL6 1RF,ERS-505330-80261,847000,509430,Section 31 Grant - Windsor and maidenhead - Improving care home Environments - Dementia friendly environments grant,,
,,11/10/2013,Capital Grants to local authorities,DG: GOAD,READING BOROUGH COUNCIL,PUBLIC,RG1 7TD,ERS-505442-80401,150000,509484,Section 31 Grant - Reading Council - The Willows - Dementia friendly environment grant,,
,,11/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-505445-80432,239966,497640,School of Primary Care Research,,
,,11/10/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-505446-80433,29541,509511,Invention for Innovation,,
,,11/10/2013,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-505447-80431,29068,488747,NIHR Fellowships,,
,,11/10/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-505455-80430,30335,487638,Invention for Innovation,,
,,14/10/2013,Outsourcing Contract,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,BN12 4XH,1.8E+13,41000,509290,Fast Stream Recuitment 2014 -Contributions for EFS Funding 13/14 INV: 18000017822013  ,,
,,15/10/2013,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-505668-80746,308153,430314,National School for Social Care Research,,
,,31/10/2013,Policy Payments,DG: SCLGCP,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,VCS,EC1M 5LG,40210332,800000,509849,Towards Excellence in Adult Social Care (TEASC) funding for Local Goverment Association 2013/14,,
,,31/10/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2917292,35405.46,504508,"Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",,
,,31/10/2013,Addition Clearing - OLB,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2917227,57378.74,502512,"Quarry House - Construction Works, Churn and Fees for Floors 4N, 4NE and 4NW",,
,,30/10/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-506881-81651,27032,426664,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-506875-81644,82339.29,500559,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-506875-81644,102146.9,497359,Invention for Innovation,,
,,30/10/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-506861-81643,164610,477837,Consumers - Involve,,
,,30/10/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-506861-81643,30830.47,446593,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-506861-81643,5377.5,434729,HTA Researcher Lead,,
,,30/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-506859-81642,4971.74,437134,HTA Researcher Lead,,
,,30/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-506859-81642,6707,430096,HTA Researcher Lead,,
,,30/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-506859-81642,16544.56,311162,HTA Commissioned Research,,
,,17/10/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-505920-80901,26724,509675,HTA Researcher Lead,,
,,17/10/2013,Research & development,DG: RDD,DUNDEE UNIVERSITY OF,PUBLIC,DD1 4HN,ERS-505982-80936,37080.67,488799,HTA Researcher Lead,,
,,17/10/2013,Research & development,DG: RDD,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-505983-80937,96784,450507,HTA Researcher Lead,,
,,17/10/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-505984-80938,45756,461538,Invention for Innovation,,
,,17/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-506007-80986,70114,447991,HTA Commissioned Research,,
,,17/10/2013,Contractor/Staff Substitution,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),PUBLIC,NE11 0NA,S0010208,26651.7,508339,Homes & Communities Agency management fee 13/14 - Capital Housing Fund cc:20003,,
,,30/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-506854-81640,35057,447991,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-506854-81640,52725,201194,Cancer - Prostate,,
,,30/10/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-506852-81639,12447,416745,HTA Researcher Lead,,
,,30/10/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-506852-81639,6489.2,373094,HTA Researcher Lead,,
,,30/10/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-506852-81639,55495,201196,Cancer - Prostate,,
,,29/10/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-506787-81585,42538,509867,NIHR Fellowships,,
,,29/10/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-506784-81575,63511.81,484093,EME - ( NETSCC ),,
,,29/10/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-506769-81581,78799.4,467019,EME - ( NETSCC ),,
,,29/10/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-506768-81578,43599.69,450168,NIHR Fellowships,,
,,29/10/2013,Research & development,DG: RDD,READING UNIVERSITY OF,PUBLIC,RG6 6AH,ERS-506763-81583,44670,484730,PROJECTS,,
,,29/10/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-506760-81580,132403,494511,Invention for Innovation,,
,,29/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-506759-81576,165152,491387,HTA Commissioned Research,,
,,29/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-506758-81582,34959,474278,Cochrane Projects - not including the UKCC,,
,,29/10/2013,Research & development,DG: RDD,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-506757-81584,34886,484759,Cochrane Projects - not including the UKCC,,
,,29/10/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-506756-81579,35011,491086,Cochrane Projects - not including the UKCC,,
,,18/10/2013,Secondees in invoiced costs,DG: RDD,DEPARTMENT FOR ENVIRONMENT FOOD AND RURAL AFFAIRS (DEFRA),PUBLIC,YO1 7PX,1000026684,42057.36,499649,Unallocated,,
,,18/10/2013,Other Admin expenditure,DG: GOAD,TREASURY SOLICITORS DEPARTMENT (TSOL),PUBLIC,WC2 4TS,CHAPS,100000,,,,
,,18/10/2013,Capital Grants to local authorities,DG: GOAD,WIRRAL METROPOLITAN BOROUGH COUNCIL,PUBLIC,CH41 5FN,ERS-506074-81041,100000,509711,Section 31 Grant - Wirral Council - THE COURT - Dementia friendly environment grant,,
,,18/10/2013,Capital Grants to local authorities,DG: GOAD,SOUTHWARK LONDON BOROUGH COUNCIL,PUBLIC,SE17 1RX,ERS-506075-81042,914616,509712,Section 31 Grant - Southwark Council - Dementia friendly environment grant,,
,,18/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL COUNCIL FOR VOLUNTARY ORGANISATIONS,VCS,N1 9RL,ERS-506082-81061,84994,508147,"2013-14 IESD NCVO project ""Good practice in volunteering in care homes""",,
,,28/10/2013,Other programme expenditure,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,2.983E+15,2650000,,NHS Fellowships,,
,,25/10/2013,Capital Grants to local authorities,DG: GOAD,LEICESTERSHIRE COUNTY COUNCIL,PUBLIC,LE3 8RA,ERS-506593-81503,37000,509773,NHS Fellowships,,
,,25/10/2013,Capital Grants to local authorities,DG: GOAD,LEICESTERSHIRE COUNTY COUNCIL,PUBLIC,LE3 8RA,ERS-506591-81502,39074,509772,NHS Fellowships,,
,,23/10/2013,Outsourcing Contract,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,BN12 4XH,1.8E+13,110880,509292,Fast Stream Intake 2014,,
,,23/10/2013,Policy Payments,DG: GOAD,CABINET OFFICE,PUBLIC,CF14 3UW,250007946,40392,508978, Cabinet Office ERG Group - Gateway Charging Quarter 1 (Apr - May 2013) - DH,,
,,25/10/2013,Capital Grants to local authorities,DG: GOAD,LEICESTERSHIRE COUNTY COUNCIL,PUBLIC,LE3 8RA,ERS-506590-81501,263000,509771,NHS Fellowships,,
,,23/10/2013,Addition Clearing - IT,DG: SFNHS,OFFICE OF COMMUNICATIONS (OFCOM),PUBLIC,SE1 9HA,77641286,177375,509494,OFCOM Radio Licence No 0799272/3 Spectrum Access,,
,,23/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-506286-81216,322569,466524,DIABETES CO-ORD CENTRE,,
,,23/10/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-506289-81212,110598.7,475826,HTA Commissioned Research,,
,,23/10/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-506291-81219,49867.17,482671,HTA Researcher Lead,,
,,23/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-506302-81217,36378.38,306332,HS & DR,,
,,23/10/2013,Outsourcing Contract,DG: PHD,SPORT ENGLAND,PUBLIC,WC1H 0AF,SINV003047,278424,505003,Extension of Active People Survey  for period covering April - October 2013,,
,,24/10/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44132807,23364,501736,RDD Programme Support - Miscellaneous,,
,,25/10/2013,Research & development,DG: RDD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042532970MA2PWN,88686.25,,NHS Fellowships,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,LASA CHARITY UK LTD,VCS,E1 7SA,ERS-504692-79701,63797,504410,LASA - 3 Year Grant - AIMS REF 2532865,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL AUTISTIC SOCIETY,VCS,EC1V 1NG,ERS-504697-79721,85192,504346,Grant The National Autistic Society - AIMS REF 2533626 - 3 YEAR GRANT,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,CONTACT A FAMILY,VCS,EC1V 1JN,ERS-504698-79741,98350,504420,1 Year Grant Contact a family - AIMS REF 2566210,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ADDACTION,VCS,EC1M 6PU,ERS-504702-79761,40427.5,506357,Addaction - AIMS REF 2581182 - 3 Year Grant,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE MEN S HEALTH FORUM,VCS,SE1 0EH,ERS-504712-79781,75000,504844,The Mens Health Forum - 3 YEAR GRANT - AIMS REF 2506234,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,AGAINST VIOLENCE AND ABUSE (AVA),VCS,SE1 9BG,ERS-504740-79801,35382.5,507609,ref 2520675- Against violence and abuse (AVA) - project: Increasing the capacity of Mental Health Trusts to effectively respond to domestic and sexual violence experienced by service users,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CHALLENGING BEHAVIOUR FOUNDATION,VCS,ME4 6BE,ERS-504743-79802,31451.25,506949,2013-14 AIMS REF 2554862- The Challenging Behaviour foundation- project: A holistic and co-ordinated implementation plan to deliver early intervention,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PARENTS AGAINST CHILD SEXUAL EXPLOITATION (PACE),VCS,LS9 8TA,ERS-504744-79803,35080,505023,IESD 2013-14 - AIMS 2544603 - Parents against child sexual exploitation (PACE) - Project: business development and promotion of multi agency responses to child sexual exploitation which include and recognise the value of affected parents,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ADVOCACY IN WIRRAL,VCS,CH 41 1EL,ERS-504745-79804,70000,504667,AIMS 2532287 - Advocacy in Wirral - Addressing Mental Health Inequalities: Integration of a non-medical model into Primary Care,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,INVOLVE YORKSHIRE & HUMBER,VCS,LS3 1AB,ERS-504747-79805,64095.5,504665,AIMs 2579945 - Involve Yorkshire & Humber - project: Support network for the VCS on Health and Wellbeing Boards,,
,,01/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER FOR SHORT LIVES,VCS,BS1 1QB,ERS-504750-79806,39474.5,504658,IESD 2013-14 - AIMS 2537129- Together for Short Lives - project: Strategic development of children's palliative care networks for better health and care outcomes through improved commissioning,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,KEYRING LIVING SUPPORT NETWORKS,VCS,N1 6DR,ERS-504786-79821,48738.5,504654,Keyring Living Support Networks - 3 Year Grant - AIMS Ref -2560035,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER FOR SHORT LIVES,VCS,BS1 1QB,ERS-504800-79842,60410,504390,AIMS ref 2522983 r.e. Together for Short Lives and 2013-14 IESD Fund,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRITISH ASSOCIATION OF DERMATOLOGISTS,PUBLIC,W1T 5HQ,ERS-504801-79843,27000,505054,AIMS ref 2517874 British Association of Dermatologists IESD 2013-14 project,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,TOGETHER WORKING FOR WELLBEING,VCS,EC1V 9BE,ERS-504803-79844,34518,506091,AIMS ref 2547339 IESD 2013-14 project for Together: Working for Wellbeing,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ARTWORKS CREATIVE COMMUNITIES,SME,BD7 1AA,ERS-504805-79845,27528,504650,Artworks Creative Communities 3 Year Grant - AIMS ref 2517708,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,MIDLAND HEART LTD,VCS,B15 1LZ,ERS-504838-79861,142733,509309,Section 64 Grant. Midland Heart. HD048. Revenue,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Wakefield Cathedral TAS Wakefield Rent Deposit Scheme,VCS,WF1 1DF,ERS-504856-79901,35000,509308,Section 64 Grant. Wakefield Rent Deposit Scheme. HD096. Revenue,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ST MUNGOS,VCS,W6 8BS,ERS-504859-79921,864902,509296,Section 64 Grant. ST MUNGOS. HD082. Revenue,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ST MUNGOS,VCS,W6 8BS,ERS-504861-79942,2800000,509297,Section 64 Grant. ST MUNGOS. HD082. Capital,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BLISS THE NATIONAL CHARITY FOR THE NEWBORN,VCS,SE1 2EL,ERS-504893-79961,40733,503913,IESD - 2013/14 - BLISS - The BLISS: Guide for families of late pre-term and sick babies - AIMS 2544922,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SAMARITANS,VCS,KT17 2AF,ERS-504898-79962,30000,509336,Application Reference: 2013/017 - Samaritans: Call to action for suicide prevention,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,EAST LANCASHIRE DEAF SOCIETY,VCS,BB2 2EF,ERS-504901-79981,32670,504334,IESD 2013/14 - East Lancashire Deaf Society - BSL Health Trainer Project - AIMS 2531817,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DEMENTIA ADVENTURE CIC,VCS,CM1 4RB,ERS-504904-79982,40600,505746,IESD 2013/14 - Dementia Adventure CIC - Natural Leaders - developing Dementia Adventure nationally -  AIMS 2520981,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,MUSCULAR DYSTROPHY GROUP OF GREAT BRITAIN AND NORTHERN IRELAND,VCS,SE1 0HL,ERS-504905-79983,97844,506153,IESD 2013/14 -Muscular Dystrophy Campaign - Bridging the Gap -  AIMS 249803,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL CHILDRENS BUREAU LTD,VCS,EC1V 7QE,ERS-504909-79984,52209,507011,IESD 2013/14 - National Childrens Bureau - Delivering better for children with long term conditions - 2571437,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BRISTOL MISSING LINK LTD,VCS,BS1 4JQ,ERS-504911-79985,44822,503915,IESD 2013/14 - Next Link - IRISmain: Mainstreaming and sustaining IRIS - AIMS 2554589,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,RACE EQUALITY FOUNDATION,VCS,N7 9AH,ERS-504912-79986,28974,503918,2013/14 - Race Equality Foundation - Improving Clinical Commissioning Groups - AIMS 2579654,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,GUIDE DOGS FOR THE BLIND ASSOCIATION,VCS,RG7 3YG,ERS-504914-79987,33356,503923,IESD 2013/14 - The Guide Dogs for the Blind Association - Guide Dogs' Children and Young People's Habilitation Services - AIMS 2542646,,
,,02/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE LONDON PATHWAY,VCS,NW1 2PG,ERS-504917-79989,33500,505667,IESD 2013/14 - The London Pathway - Pathway hospital care co-ordination for homeless people - can primary care lead - AIMS 2519196,,
,,03/10/2013,Outsourcing Contract,DG: PHD,NATIONAL GAMETE DONATION TRUST,VCS,GL19 4WT,102,34535,501357,Gamete Donation Funding 2013/14,,
,,03/10/2013,Outsourcing Contract,DG: PHD,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,590960,149313.9,506238,Specialist sexual health information services - 2013/14.  ,,
,,03/10/2013,Revenue Grants to non-profit institutions,DG: PHD,YOUTH SPORT TRUST,VCS,LE11 3QF,ERS-504943-80001,750000,509175,2012/010  Youth Sport Trust - project: Change 4 life school sports clubs - policy grant,,
,,03/10/2013,Revenue Grants to non-profit institutions,DG: PHD,YOUTH SPORT TRUST,VCS,LE11 3QF,ERS-504948-80021,250000,504758,2012/010 Youth Sport Trust - project: Extention to previous grant created in 2011 - C4L School Sports Clubs ,,
,,03/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ROYAL NATIONAL INSTITUTE OF BLIND PEOPLE,VCS,PE2 6WS,ERS-504977-80061,30874,509369,"IESD 2013-14 RNIB's ""Electronic Certification of Vision Impairment"" project",,
,,03/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL ENTERPRISE COALITION,VCS,SE1 2HZ,ERS-504978-80062,89187.5,504698,IESD 2013-14- AIMs 2567413 - Social Enterprise UK (Coalition)- project:Improving health and well-being outcomes through better partnership with the Voluntary Community and Social Enterprise Sector,,
,,03/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,MIND,VCS,E15 4BQ,ERS-504981-80081,100070.5,506252,2013-14  IESD- AIMS ref 2557398- MIND - project: Service transformation across one mind,,
,,04/10/2013,Outsourcing Contract,DG: PHD,THE TERRENCE HIGGINS TRUST,VCS,WC1X 8DP,29000687,245000,506237,Targeted HIV prevention work 2013/14.  ,,
,,04/10/2013,Outsourcing Contract,DG: PHD,ANTHONY NOLAN TRUST,VCS,NW3 2NU,31535,752238,499610,Improving Stem Cell Services in the UK by increasing the cord blood invenory and improving the registry of stem cell donors ,,
,,04/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE LONDON PATHWAY,VCS,NW1 2PG,ERS-505032-80121,469145,509407,Section 64 Grant. LONDON PATHWAY. HD081. Capital,,
,,04/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,AGE UK,VCS,LS2 7LY,ERS-505079-80162,59185.5,504863,"IESD 2013-14 AGE CONCERN SUPPORT SERVICES Y&H, AIMS 2527910, TOGETHER FOR HEALTH",,
,,04/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,DISABLED LIVING FOUNDATION,VCS,W9 2HU,ERS-505081-80163,33187,504291,"IESD 2013-14, AIMS 2555588, DISABLED LIVING FOUNDATION, REABLEMENT APPS SUITE",,
,,04/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,"SENSE, THE DEAFBLIND & RUBELLA ASSOCIATION",VCS,N1 9LG,ERS-505084-80165,32376.75,508589,"IESD 2013-14, AIMS 2512129 - Promoting awareness and early identification of the support needs of older people who are developing vision and hearing loss",,
,,07/10/2013,Other programme expenditure,DG: PHD,CAXTON FOUNDATION,VCS,EN4 9NX,CF-10/2013-14,128052.3,504447,Caxton Foundation funding,,
,,07/10/2013,Provisions cash payment,DG: PHD,CAXTON FOUNDATION,VCS,EN4 9NX,CF-11/2013-14,41309.14,504446,Caxton Foundation Funding,,
,,07/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL SURVIVOR USER NETWORK,SME,SW8 1SY,ERS-505134-80221,96298,494606,IESD Grant National Survivor User Network AIMS REF 1777273,,
,,31/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,UK HEALTH FORUM,VCS,WC1B 4AD,ERS-507045-81763,88250,493778,"IESD 2012/13, AIMS 1736558, National Heart Forum: A local tool for chronic disease resource planning",,
,,08/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ASHFORD PLACE,SME,NW2 6TU,ERS-505271-80241,70045,509449,Section 64 Grant. Justlife Cricklewood. HD032. Revenue,,
,,09/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BROADWAY HOMELESSNESS AND SUPPORT,VCS,EC1A 7HF,ERS-505362-80281,129610,509475,Section 64 Grant. BROADWAY Hammersmith and Fulham. HD039. Revenue,,
,,09/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,BROADWAY HOMELESSNESS AND SUPPORT,VCS,EC1A 7HF,ERS-505363-80282,129610,509476,Section 64 Grant. BROADWAY Lambeth. HD088. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Aquila Way,LARGE,NE9 5EY,ERS-505419-80321,35000,509479,Section 64 Grant. AQUILA WAY. HD090. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,PENROSE HOUSING ASSOCIATION,VCS,N1-1TY,ERS-505422-80341,31293,509480,Section 64 Grant. PENROSE. HD091. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Urban Outreach Bolton,VCS,BL2 1DZ,ERS-505427-80361,31296,509527,Section 64 Grant. Urban Outreach Bolton. HD100. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Two Saints Ltd,SME,PO16 8SD,ERS-505435-80381,235900,509521,Section 64 Grant. TwoSaints. HD005. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Two Saints Ltd,SME,PO16 8SD,ERS-505436-80382,35000,509522,Section 64 Grant. TwoSaints. HD005. Capital,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE SAINT PETROCS SOCIETY,VCS,TR1 2JJ,ERS-505440-80383,65175,509490,Section 64 Grant. St Petrocs. HD020a. Revenue,,
,,10/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE SAINT PETROCS SOCIETY,VCS,TR1 2JJ,ERS-505441-80384,83894,509491,Section 64 Grant. St Petrocs. HD020b. Capital,,
,,31/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL CHILDRENS BUREAU LTD,VCS,EC1V 7QE,ERS-507042-81762,29000,483237,NCB Project under the 2011-12 IESD Scheme - Successful Commissioning for Equality,,
,,11/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CYRENIANS,LARGE,NE4 7AB,ERS-505443-80441,120102,509506,Section 64 Grant. Cyrenians NEWCASTLE HOSPITALS. HD057. Revenue,,
,,11/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CYRENIANS,LARGE,NE4 7AB,ERS-505518-80461,133711,509507,Section 64 Grant. Cyrenians NEWCASTLE HOSPITALS. HD057. Capital,,
,,11/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CYRENIANS,LARGE,NE4 7AB,ERS-505520-80462,120102,509508,Section 64 Grant. Cyrenians SUNDERLAND HOSPITALS. HD062. Revenue,,
,,11/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE CYRENIANS,LARGE,NE4 7AB,ERS-505527-80481,133711,509510,Section 64 Grant. Cyrenians SUNDERLAND HOSPITALS. HD062. Capital,,
,,31/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,CONTACT A FAMILY,VCS,EC1V 1JN,ERS-507041-81761,36669.5,483516,"IESD award 2011/015 for Contact a Family's ""Families with disabled children: commissioning better services""",,
,,14/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,Derventio Housing Trust,VCS,DE22 3TB,ERS-505597-80501,131852,509588,Section 64 Grant. Derventio Housing Trust. HD060. Revenue,,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,ADDACTION,VCS,EC1M 6PU,ERS-505617-80521,29067,494833,"IESD 2012-13, AIMS 1808907: Addaction: Addaction/Hepatitis C Trust partnership",,
,,15/10/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,LANCASHIRE MIND LTD,PUBLIC,PR7 2DR,ERS-505631-80561,108624,504340,2013-14 IESD - Lancashire Mind - Project: Passport to Wellbeing AIMS: 2531282,,
