Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-541641-107783,"99,814.00",Biomedical Units,BS99 1YF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-541642-107784,"166,089.00",CLAHRCs,BS99 1YF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-541644-107821,"78,187.00",Research Capability Funding (STANDARD),CV2 2DX,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-541645-107883,"105,425.00",Research Capability Funding (STANDARD),LE5 4QF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-541646-107884,"83,333.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-541647-107885,"83,333.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-541648-107886,"135,075.00",Biomedical Units,LE5 4QF,,,PUBLIC,,
,,15/07/2015,Storage costs,DG: IGT,ACTAVIS UK LTD,2452X110530,"36,841.82",,,,,LARGE,,
,,15/07/2015,Storage costs,DG: IGT,ACTAVIS UK LTD,2452X110530,0.02,,,,,LARGE,,
,,15/07/2015,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-442,"25,560.00",Airwave - Software Engineering,SL1 2EJ,,,LARGE,,GB904440552
,,15/07/2015,Service charge,DG: IGT,Woodward Associates UK Ltd,2567,"70,000.00","Revenue: 2015/16 SUS Spine Woodward - Woodward R15 (previously BT 928) Fixed price contract 	 ",SL4 5DT,,,SME,,GB669215315
,,15/07/2015,Service charge,DG: IGT,BT GROUP PLC,374048,"100,063.20","Revenue: 2015/16 Spine 2 BT -CCN 854 - Termination Loss of Profit 2	 ",NW9 5BA,,,LARGE,,GB245719348
,,15/07/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201416256,"458,610.84",Revenue: 2015/16 LSP NME CSC -  Lorenzo,PR1 8UQ,,,LARGE,,GB584686581
,,15/07/2015,Consultancy/Professional Advice,DG: IGT,DELOITTE,CHAPS15/7/15,"42,000.00",Accelerated Access Review (IMMTR) - Extension PCOE Ref 5196,EC4A 4TR,,,LARGE,,GB809707706
,,15/07/2015,Consultancy/Professional Advice,DG: IGT,DELOITTE,CHAPS15/7/15,"99,059.00",Accelerated Access Review (IMMTR) PCOE Ref 4857,EC4A 4TR,,,LARGE,,GB809707706
,,15/07/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN90626-1,"1,804,252.37",Revenue: 2015/16 GPSoC Revenue charges  01.04.2015 to 31.03.2016: System support charges Training Charges Utilisation charges Interface Mechanism charges Pairing Assurance service charges Development charges Hosting service char,LS19 7BY,,,LARGE,,GB927149214
,,15/07/2015,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,ERS-541522-107901,"109,376.00",School for Public Health,CB2 1TN,,,PUBLIC,,GB823847609
,,15/07/2015,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-541536-107903,"36,820.00",NIHR Fellowships,EX4 4QJ,,,PUBLIC,,
,,15/07/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,ERS-541577-107905,"28,228.00",Invention for Innovation,NG7 2RD,,,PUBLIC,,GB690391225
,,15/07/2015,Research & development,DG: RDD,OXFORD UNIVERSITY OF,ERS-541587-107906,"518,729.00",School of Primary Care Research,OX1 2XN,,,PUBLIC,,GB195275334
,,15/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SIGNHEALTH,ERS-541506-107761,"45,370.00","2014-15 IESD award for SignHealth's ""Improving Deaf Patients' Experience and Access Through Telecommunications Technology"" ref 54128842",HP9 2NB,,,VCS,,GB158112523
,,16/07/2015,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,100033520,"90,833.18",,WF3 1WE,,,PUBLIC,,
,,16/07/2015,Outsourcing Contract,DG: SFNHS,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,6287634,"208,536.00",2015-16 Funding to cover direct costs of providing hosting services for  Ambulance Radio Programme,EX2 7HY,,,PUBLIC,,
,,16/07/2015,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-541712-108044,"667,740.00",Research Capability Funding (STANDARD),NE7 7DN,,,PUBLIC,,GB654968777
,,16/07/2015,Research & development,DG: RDD,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-541717-108047,"106,012.00",Research Capability Funding (STANDARD),B13 8JL,,,PUBLIC,,
,,16/07/2015,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,129488,"57,579.93",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,,GB817665306
,,16/07/2015,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,129699,"58,742.97",Healthy Start Reimbursement Unit (HSRU) - 2015-16 to 2017-18,LE16 9NR,,,SME,,GB817665306
,,16/07/2015,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,3/15-16,"4,701,521.00",Skipton Fund funding 2015/16,SW1H 0QS,,,VCS,,
,,16/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,THE FIT FOR WORK TEAM,ERS-541706-108021,"128,326.00",IESD 2015-16 (AIMS Ref 54164626) The Fit for Work Team Year 2 Award,LE1 5SN,,,SME,,GB119419313
,,16/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,AMBITIOUS ABOUT AUTISM,ERS-541689-108001,"40,353.00",HSCVF Grant - Ambitious about autism (Woodside Avenue) - 2013/National/008,N10 3JA,,,VCS,,
,,17/07/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380955RI,"66,713.84",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380956RI,"50,580.97",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380956RI,"23,198.26",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380956RI,"22,865.81",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380956RI,"30,298.28",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380957RI,"53,103.66",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380957RI,"29,884.98",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380957RI,"32,257.49",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380957RI,"49,082.79",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380958RI,"45,334.11",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380958RI,"19,209.62",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380958RI,"18,184.00",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380958RI,"32,137.56",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380960RI,"34,724.98",,SO53 3YE,,,LARGE,,GB188414046
,,17/07/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584190751,"35,222.00",,WS11 0JA,,,LARGE,,GB232327983
,,17/07/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,13454,"93,724.90",Capital: 2015/16  Spine 2 BJSS -Collaborative Development,LS1 2TW,,,SME,,GB613295452
,,17/07/2015,Addition Clearing - SW LIC,DG: IGT,CSA WAVERLEY LTD,IN661051,"110,545.20",Capital: 2014/15 Spine 2 CSA Waverley - Additional Hardware as detailed in CCN CSA 1-0-001 CIS,HP10 0AB,,,SME,,
,,17/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-541723-108065,"85,637.65",HTA Researcher Lead,WC1E 6BT,,,PUBLIC,,GB524371168
,,17/07/2015,Research & development,DG: RDD,ST GEORGES HOSPITAL MEDICAL SCHOOL,ERS-541728-108068,"95,922.00",Invention for Innovation,SW17 0RE,,,PUBLIC,,
,,17/07/2015,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,ERS-541731-108066,"59,155.00",Invention for Innovation,WC1E 6BT,,,PUBLIC,,GB524371168
,,17/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,ARTHRITIS CARE,ERS-541737-108081,"93,703.00",HSCVF Arthritis Care 2013/National/003 Grant Payment 2015/16,NW1 2HD,,,VCS,,GB242309390
,,20/07/2015,Additions Other loans,DG: SFNHS,NHS PROPERTY SERVICES LTD,NHSPS LOAN20/7/15,"15,000,000.00",,SE1 6LH,,,PUBLIC,,
,,20/07/2015,Outsourcing Contract,DG: SFNHS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,416828,"93,543.33",RBA852 - Kingsley Green  - HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST - Security,AL3 5TL,,,PUBLIC,,
,,20/07/2015,Service charge,DG: SFNHS,NHS SHARED BUSINESS SERVICES SBS,100033524,"27,083.33",SBS - Digital Archive Services - Annual Service Charge,WF3 1WE,,,PUBLIC,,
,,20/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,HAFS-18617,"200,000.00",,SN3 6BB,,,PUBLIC,,
,,20/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,MEDWAY NHS FOUNDATION TRUST,HAFS-18618,"470,000.00",,ME7 5NY,,,PUBLIC,,
,,20/07/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,OXFORD UNIVERSITY HOSPITALS NHS TRUST,HAFS-18619,"643,000.00",,OX3 7HE,,,PUBLIC,,
,,20/07/2015,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,THE ROYAL WOLVERHAMPTON NHS TRUST,HAFS-18620,"1,268,000.00",,WV10 0QP,,,PUBLIC,,
,,20/07/2015,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-18621,"14,500,000.00",,NW1 2BX,,,PUBLIC,,
,,20/07/2015,Additions NHS FTs Working Capital Loans,DG: Central Technical,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,HAFS-18622,"1,400,000.00",,SN3 6BB,,,PUBLIC,,
,,20/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,HAFS-18623,"600,000.00",,SN3 6BB,,,PUBLIC,,
,,20/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,KINGSTON HOSPITAL NHS FOUNDATION TRUST,HAFS-18624,"2,650,000.00",,KT2 7PU,,,PUBLIC,,
,,20/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-18625,"20,000,000.00",,NW1 2BX,,,PUBLIC,,
,,20/07/2015,Additions NHS FTs Capital Investment Loans,DG: Central Technical,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,HAFS-18626,"1,500,000.00",,NW1 2BX,,,PUBLIC,,
,,20/07/2015,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380962RI,"7,431.42",,SO53 3YE,,,LARGE,,GB188414046
,,20/07/2015,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380962RI,"4,639.49",,SO53 3YE,,,LARGE,,GB188414046
,,20/07/2015,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380962RI,"7,810.58",,SO53 3YE,,,LARGE,,GB188414046
,,20/07/2015,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00380962RI,"1,664.42",,SO53 3YE,,,LARGE,,GB188414046
,,20/07/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOCGP2GP001,"177,750.00",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,,,SME,,GB721671841
,,20/07/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN90533-1,"517,500.00",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,,,LARGE,,GB927149214
,,20/07/2015,Outsourcing Contract,DG: PHD,DHL Supply Chain Limited,23000237,"200,000.00",DHL Supply Chain - School Fruit Vegetable Scheme (SFVS) Management Fee 2014/15,MK9 1EQ,,,LARGE,,GB230113042
,,20/07/2015,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR CARE LTD,ERS-541785-108121,"1,140,000.00",2015/005 Skills for Care - Social Care Work Programme for DH,LS1 2RP,,,VCS,,GB853047922
,,20/07/2015,Outsourcing Contract,DG: SCLGCP,INCLUSION NORTH CIC,599,"60,595.20",Contract for support of National Forum of People with Learning Disability & National Valuing Families Forum,LS3 1HG,,,VCS,,
,,20/07/2015,Outsourcing Contract,DG: SCLGCP,INCLUSION NORTH CIC,599,"-6,240.00",,LS3 1HG,,,VCS,,
,,20/07/2015,Revenue Grants to non-profit institutions,DG: SCLGCP,SKILLS FOR CARE LTD,ERS-541787-108141,"560,000.00",2015/020 - Skills for Care - White Paper Funding 15/16,LS1 2RP,,,VCS,,GB853047922
Department of Health,Department of Health,20/07/2015,Comms Maintenance & Services,DG: ERD,CALDERDALE & HUDDERSFIELD NHS,40001744,"26,382.00",SERVICE LEVEL AGREEMENT 2015/16,HD3 3HE,,,PUBLIC,,
,,21/07/2015,Research & development,DG: SFNHS,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000430091,"416,590.01",SBRI competition - Renal care,S5 7AU,,,PUBLIC,,
,,21/07/2015,DH Support to Mergers,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,468137,"316,000.00",Transaction Costs,ST4 7LN,,,PUBLIC,,
,,21/07/2015,DH Support to Mergers,DG: Central Technical,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST.,468138,"4,718,000.00",Stafford Transition and integration costs,ST4 7LN,,,PUBLIC,,
,,21/07/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5265005593,"47,702.00",,WS11 0JA,,,LARGE,,GB232327983
,,21/07/2015,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5265005593,"6,783.61",Add to PO522690. Business engagement strategy and on-boarding process,WS11 0JA,,,LARGE,,GB232327983
,,21/07/2015,Service charge,DG: IGT,ORACLE CORPORATION UK LTD,1483918,"320,113.06",Revenue: F/Y 2015/16 SUS Spine. Oracle - Hardware support Ref 6290094,RG6 1RA,,,LARGE,,GB391313073
,,21/07/2015,Service charge,DG: IGT,MASTEK UK LTD,90334538,"209,831.79","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,,,LARGE,,GB849750580
,,21/07/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN90638-1,"307,600.00",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,,,LARGE,,GB927149214
,,21/07/2015,ENDPBs Admin Capital Grant in Aid,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),S0011309,"3,934,255.00",HCA - CASSH Fund Capital Payments 15/16,NE11 0NA,,,PUBLIC,,
,,21/07/2015,Policy Payments,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),S0011309, -   ,CASSH Fund staffing payment 14/15 (HCA),NE11 0NA,,,PUBLIC,,
,,22/07/2015,Outsourcing Contract,DG: PHD,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),19225,"66,815.64",Service Level Agreement between NHS Business Services Authority and Secretary of State for Health for the management of services relating to the Healthy Food Schemes (HFS) - 2015-16,NE1 6SN,,,PUBLIC,,
,,22/07/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9046000029,"172,186.52",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st April to 31st July 2015,DE55 4QJ,,,PUBLIC,,
,,22/07/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9046000030,"228,601.73",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2015/16 - 1st April to 31st July 2015,DE55 4QJ,,,PUBLIC,,
,,22/07/2015,Arm Length Bodies-Capital Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),952460,"2,500,000.00",NHSBT 2015/16 Capital drawdown,LS15 7TW,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-541838-108181,"67,719.00",Invention for Innovation,NG7 2UK,,,PUBLIC,,
,,22/07/2015,Consultancy/Professional Advice,DG: ERD,ATOS IT SOLUTIONS AND SERVICES LTD,5584190896,"46,728.00",WR0700,NW1 3HG,,,LARGE,,GB232327983
,,22/07/2015,ENDPBs Admin Revenue Grant in Aid,DG: ERD,PROFESSIONAL STANDARDS AUTHORITY,DH074,"347,500.00",PSA 15/16 Grant-in-aid Revenue cash drawdown 1/04/15 - 31/07/15,SW1W 9SP,,,PUBLIC,,
,,22/07/2015,Outsourcing Contract,DG: SFNHS,FRONTIER ECONOMICS LTD,8283,"31,274.40",NHS Premises Assurance Model Metrics update,WC1V 6DA,,,SME,,
,,22/07/2015,Service charge,DG: IGT,MICROTEST LTD,85946,"29,500.00",Revenue: Microtest GPSoC - Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges.Utilisation Charges,PL31 1EX,,,SME,,GB501106028
,,22/07/2015,Service charge,DG: IGT,BT GROUP PLC,388465,"3,690,555.71",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Service charge,DG: IGT,BT GROUP PLC,388592,"223,393.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Service charge,DG: IGT,BT GROUP PLC,389039,"1,252,939.77",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Service charge,DG: IGT,BT GROUP PLC,389081,"98,744.51",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,389275,"1,584,616.34",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,389291,"413,079.00",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,389296,"472,776.80",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Service charge,DG: IGT,BT GROUP PLC,389327,"322,561.00",Revenue: 2015/16 LSP London Bt,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,389860,"99,377.04",Capital: F/Y 14/15 BT LSP London - in respect of 13/14 Bond shortfall,NW9 6LB,,,LARGE,,GB245719348
,,22/07/2015,Service charge,DG: IGT,READING ROOM LTD,4008,"26,832.00","Revenue: 2015/16  Choices. The Reading Room specialist services to support discovery activity over an 8 weeks period	 ",WC1V 6AY,,,SME,,GB833043556
,,22/07/2015,Addition Clearing - SW LIC,DG: IGT,PCTI Solutions Limited,55989,"501,381.56","Capital: 2015/16 GPSoC PCTI - Charges for the Period Commencing  01.04.2015 to 31.03.2016: Subsidiary Module Software and Support Charges	 ",WF10 5QU,,,SME,,698853945
,,22/07/2015,Service charge,DG: IGT,PCTI Solutions Limited,55989,"87,462.41",Revenue: CPSoC PCTI - Charges for the period commencing 10/10/2014 to 31/03/1015 : Subsidiary Module Support & Maintenance Charges (Document Management),WF10 5QU,,,SME,,698853945
,,22/07/2015,Service charge,DG: IGT,MASTEK UK LTD,90334544,"78,790.50","Revenue: 2015/16 SUS Spine Mastek WP8 - Amendment to the Mastek Agreement 14 months 	 ",RG1 8BW,,,LARGE,,GB849750580
,,22/07/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOCEPS001,"142,200.00",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,,,SME,,GB721671841
,,22/07/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOCSCR002,"213,300.00",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,,,SME,,GB721671841
,,22/07/2015,Secondees in invoiced costs,DG: ERD,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),6.15E+11,"49,000.00",Staff secondment,NP10 8QQ,,,PUBLIC,,GB888825550
,,22/07/2015,Research & development,DG: RDD,YORK UNIVERSITY OF,ERS-541836-108187,"75,221.00",PROJECTS,YO10 5DD,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL (STFC),ERS-541839-108182,"71,129.00",Invention for Innovation,OX11 0QX,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,EXETER UNIVERSITY OF,ERS-541840-108183,"66,971.95",HTA Researcher Lead,EX4 4QJ,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-541842-108185,"113,662.00",UKCRC Translational Infection Research Initiative,SN2 1FF,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,ERS-541842-108185,"250,000.00",MRC - ( NIHR Phenome Centre),SN2 1FF,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-541846-108201,"61,735.00",EME - ( NETSCC ),EH1 1HT,,,PUBLIC,,
,,22/07/2015,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,ERS-541847-108202,"85,808.00",EME - ( NETSCC ),EH1 1HT,,,PUBLIC,,
,,23/07/2015,DH Support to Mergers,DG: Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0075436,"533,333.33",Advisory Costs,GU16 5UJ,,,PUBLIC,,
,,23/07/2015,DH Support to Mergers,DG: Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0075436,"6,080,000.00",Implementation of Heatherwood Operational Efficiency - Frimley,GU16 5UJ,,,PUBLIC,,
,,23/07/2015,DH Support to Mergers,DG: Central Technical,FRIMLEY HEALTH NHS FOUNDATION TRUST,N0075436,"656,666.67",PMO Costs,GU16 5UJ,,,PUBLIC,,
,,23/07/2015,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,90193942,"95,568.00",BP6 - Horizon Scanning & Joint Action,GU21 6QX,,,LARGE,,GB900540375
,,23/07/2015,ENDPBs Admin Revenue Grant in Aid,DG: ERD,PROFESSIONAL STANDARDS AUTHORITY,DH073,"347,500.00",PSA 15/16 Grant-in-aid Revenue cash drawdown 1/04/15 - 31/07/15,SW1W 9SP,,,PUBLIC,,
,,23/07/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,423321,"45,040.57",,BD3 7AE,,,SME,,
,,23/07/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,423342,"150,908.02",,BD3 7AE,,,SME,,
,,23/07/2015,Addition Clearing - F&F,DG: GOAD,FLEXIFORM BUSINESS FURNITURE LTD,423342,-0.01,,BD3 7AE,,,SME,,
,,23/07/2015,Service charge,DG: IGT,ORACLE CORPORATION UK LTD,1483903,"353,431.91",SUS Spine: 15/16 Revenue Oracle Software Support,RG6 1RA,,,LARGE,,GB391313073
,,23/07/2015,Service charge,DG: IGT,BT GROUP PLC,388463,"2,707,271.64",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
,,23/07/2015,Service charge,DG: IGT,BT GROUP PLC,389029,"1,075,624.34",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
,,23/07/2015,Service charge,DG: IGT,BT GROUP PLC,389277,"605,416.01",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
,,23/07/2015,Service charge,DG: IGT,BT GROUP PLC,389301,"40,701.00",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
,,23/07/2015,Service charge,DG: IGT,BT GROUP PLC,389302,"666,300.00",Revenue 2015/16 LSP South BT,NW9 6LB,,,LARGE,,GB245719348
,,23/07/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201416255,"6,890,264.99",Revenue: 2015/16 LSP NME CSC - Non Lorenzo,PR1 8UQ,,,LARGE,,GB584686581
,,23/07/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201416319,"86,353.93",LSP NME 15/16 revenue: Oracle licence costs,PR1 8UQ,,,LARGE,,GB584686581
,,23/07/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRSINCOME,"946,913.65",Apportionment of Q1 2015 HCP & Income under the 2009 PPRS (Mar-Jun 2015),BT2 8BS,,,PUBLIC,,
,,23/07/2015,Policy Payments,DG: IGT,SCOTTISH GOVERNMENT,PPRSINCOME,"2,005,103.87",Apportionment of Q1 2015 HCP & Income under the 2009 PPRS (Mar - Jun 2015),EH6 6QQ,,,PUBLIC,,888842551
,,23/07/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRSINCOME,"1,216,360.03",Apportionment of Q1 2015 HCP & Income under the 2009 PPRS (Mar-Jun 2015),CF10 3NQ,,,PUBLIC,,
