Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,Public Sector,Dedicated Schools Grant,4000068849,7783840
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,Public Sector,Dedicated Schools Grant,4000069666,7783840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF SUTTON,Public Sector,Dedicated Schools Grant,4000068850,1659360
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF SUTTON,Public Sector,Dedicated Schools Grant,4000069667,4233800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,Public Sector,Dedicated Schools Grant,4000068851,11868280
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,Public Sector,Dedicated Schools Grant,4000069668,11868280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,Public Sector,Dedicated Schools Grant,4000068852,8252320
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,Public Sector,Dedicated Schools Grant,4000069669,8252320
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,Public Sector,Dedicated Schools Grant,4000068853,6887800
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,Public Sector,Dedicated Schools Grant,4000069670,6887800
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,LUTON BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068854,6324280
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,LUTON BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069671,6324280
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,MANCHESTER CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068855,14085640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,MANCHESTER CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069672,14085640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,MEDWAY COUNCIL,Public Sector,Dedicated Schools Grant,4000068856,5899720
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,MEDWAY COUNCIL,Public Sector,Dedicated Schools Grant,4000069673,5899720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,METROPOLITAN BOROUGH OF WIRRAL,Public Sector,Dedicated Schools Grant,4000068857,8314240
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,METROPOLITAN BOROUGH OF WIRRAL,Public Sector,Dedicated Schools Grant,4000069674,8314240
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068858,3927120
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,MIDDLESBROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069675,3927120
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,MILTON KEYNES COUNCIL,Public Sector,Dedicated Schools Grant,4000068859,6364520
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,MILTON KEYNES COUNCIL,Public Sector,Dedicated Schools Grant,4000069676,6364520
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NEWCASTLE CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068860,6524160
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NEWCASTLE CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069677,6524160
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORFOLK COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068861,18728960
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORFOLK COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069678,18728960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTH EAST LINCOLNSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000068862,3097240
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTH EAST LINCOLNSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000069679,3097240
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTH LINCOLNSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000068863,4246560
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTH LINCOLNSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000069680,4246560
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTH SOMERSET COUNCIL,Public Sector,Dedicated Schools Grant,4000068864,4436560
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTH SOMERSET COUNCIL,Public Sector,Dedicated Schools Grant,4000069681,4436560
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTH TYNESIDE,Public Sector,Dedicated Schools Grant,4000068865,5254520
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTH TYNESIDE,Public Sector,Dedicated Schools Grant,4000069682,5254520
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTH YORKSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068866,14138840
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTH YORKSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069683,14138840
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTHAMPTONSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068867,16722720
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTHAMPTONSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069684,16722720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NORTHUMBERLAND COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068868,7245760
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NORTHUMBERLAND COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069685,7245760
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NOTTINGHAM CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068869,7060400
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NOTTINGHAM CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069686,7060400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,NOTTINGHAMSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068870,18106640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,NOTTINGHAMSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069687,18106640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,OLDHAM MBC,Public Sector,Dedicated Schools Grant,4000068871,6962600
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,OLDHAM MBC,Public Sector,Dedicated Schools Grant,4000069688,6962600
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,OXFORDSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068872,15192600
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,OXFORDSHIRE COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069689,15192600
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,PETERBOROUGH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068873,4970640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,PETERBOROUGH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069690,4970640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,PLYMOUTH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068874,4898000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,PLYMOUTH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069691,4898000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,POOLE BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068875,2752920
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,POOLE BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069692,2752920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,PORTSMOUTH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068876,4889520
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,PORTSMOUTH CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069693,4889520
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,READING BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068877,2837680
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,READING BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069694,2837680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,REDCAR & CLEVELAND BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068878,4103720
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,REDCAR & CLEVELAND BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069695,4103720
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,ROCHDALE MBC,Public Sector,Dedicated Schools Grant,4000068879,6721040
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,ROCHDALE MBC,Public Sector,Dedicated Schools Grant,4000069696,6721040
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,ROTHERHAM MBC,Public Sector,Dedicated Schools Grant,4000068880,7305960
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,ROTHERHAM MBC,Public Sector,Dedicated Schools Grant,4000069697,7305960
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,Public Sector,Dedicated Schools Grant,4000068881,3820000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,Public Sector,Dedicated Schools Grant,4000069698,3820000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,RUTLAND COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068882,598680
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,RUTLAND COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069699,598680
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SALFORD CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068883,6301080
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SALFORD CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069700,6301080
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SANDWELL MBC,Public Sector,Dedicated Schools Grant,4000068884,8822640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SANDWELL MBC,Public Sector,Dedicated Schools Grant,4000069701,8822640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SEFTON COUNCIL,Public Sector,Dedicated Schools Grant,4000068885,6025600
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SEFTON COUNCIL,Public Sector,Dedicated Schools Grant,4000069702,7043000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SHEFFIELD CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068886,13585760
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SHEFFIELD CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069703,13585760
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SHROPSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000068887,6835360
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SHROPSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000069704,6835360
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SLOUGH BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068888,4173200
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SLOUGH BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069705,4173200
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOLIHULL MBC,Public Sector,Dedicated Schools Grant,4000068889,4671000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOLIHULL MBC,Public Sector,Dedicated Schools Grant,4000069706,4671000
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOMERSET COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000068890,10171920
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOMERSET COUNTY COUNCIL,Public Sector,Dedicated Schools Grant,4000069707,10171920
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOUTH GLOUCEST,Public Sector,Dedicated Schools Grant,4000068891,6332640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOUTH GLOUCEST,Public Sector,Dedicated Schools Grant,4000069708,6332640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOUTH TYNESIDE,Public Sector,Dedicated Schools Grant,4000068892,4151640
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOUTH TYNESIDE,Public Sector,Dedicated Schools Grant,4000069709,4151640
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOUTHAMPTON CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000068893,5313480
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOUTHAMPTON CITY COUNCIL,Public Sector,Dedicated Schools Grant,4000069710,5313480
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,SOUTHEND ON SEA BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000068894,4110360
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,SOUTHEND ON SEA BOROUGH COUNCIL,Public Sector,Dedicated Schools Grant,4000069711,4110360
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,ST HELENS MBC,Public Sector,Dedicated Schools Grant,4000068895,4609400
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,ST HELENS MBC,Public Sector,Dedicated Schools Grant,4000069712,4609400
Department for Education,DEPARTMENT FOR EDUCATION,04/01/2012,Current Grants,Education Funding Group,STAFFORDSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000068896,19846200
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Education Funding Group,STAFFORDSHIRE COUNCIL,Public Sector,Dedicated Schools Grant,4000069713,19846200
