Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",57830,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",57830,15.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Taxi Services UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",57830,21.70,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Mileage Allowance UK,Economics & Markets - Analysis Directorate,"Personal Expense, Name Witheld",57831,185.00,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Mileage Allowance UK,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",57832,505.95,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",57833,78.12,E&M Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",57833,40.77,E&M Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",57833,15.00,E&M Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",57834,4.70,MPST Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Taxi Services UK,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,"Personal Expense, Name Witheld",57834,9.80,MPST Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",57835,405.90,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",57835,9.00,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",57835,13.29,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",57835,5.00,Legal Services Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Rail Travel UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",57836,1.70,Default-Rail Travel UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",57836,5.00,Default-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Subsistence UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",57836,10.33,Default-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Taxi Services UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",57836,11.60,Default-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,IWS Intranet Service,Shareholder Executive - British Business Bank,HELPFUL TECHNOLOGY LTD,57844,6970.00,Central Functions-IWS Intranet Service,BR3 4EY,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,FINANCE FOR HIGHER EDUCATION,57853,341862.52,Student Support: Debt Sale Utilisation-Utilisation of Provisions - Subsidies to Private Sector - Companies,EC3A 7NH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2014,Administration of Grants and Awards,Enterprise & Skills Group - Enterprise Directorate,GRANT THORNTON UK LLP,57854,1545.00,NBLMP: Business Coaching For Growth-Administration of Grants and Awards,NN4 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2014,Administration of Grants and Awards,Enterprise & Skills Group - Enterprise Directorate,GRANT THORNTON UK LLP,57854,2223675.00,NBLMP: Business Coaching For Growth-Administration of Grants and Awards,NN4 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2014,Contributions,Enterprise & Skills Group - Enterprise Directorate,GRANT THORNTON UK LLP,57855,3113033.00,NBLMP: Business Coaching For Growth-Contributions,NN4 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Professional Subscriptions,People & Strategy - Human Resources,CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT CIPD,57856,145.00,P&S Devolved Admin-Professional Subscriptions,SW19 1JQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Current Grants To Private Sector - NPISH,Economics & Markets - Consumer and Competition Policy,TRADING STANDARDS INSTITUTE (TSI),57865,402000.00,TS: Trading Standards Institue-Current Grants To Private Sector - NPISH,SS15 6TH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Publications,Legal Services - Legal Services,LEXISNEXIS (A DIVISION OF REED ELSEVIER (UK) LTD),57867,523.95,Legal Services Admin-Publications,SM2 5AS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Approved Pensions Awarding Centres (DWP),People & Strategy - Human Resources,MYCSP LTD,57869,121.16,P&S Devolved Admin-Approved Pensions Awarding Centres (DWP),SK3 0XN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Technical Advice / Services & Support,Finance & Commercial Group - Information and Technology Directorate,QUO IMUS LTD T/A QI CONSULTING,57870,3339.00,Assurance Reviews And PPM Capability-Technical Advice / Services & Support,SE1 7SJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Approved Pensions Awarding Centres (DWP),People & Strategy - Human Resources,MYCSP LTD,57871,127.33,P&S Devolved Admin-Approved Pensions Awarding Centres (DWP),SK3 0XN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Economic Consultancy & Research,Knowledge & Innovation Group - Innovation Directorate,SQW LTD T/A SQW CONSULTING,57872,9977.70,Collaboration: Unallocated-Economic Consultancy & Research,NW1 1JD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,57884,983.14,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Hire of Agency Staff,Finance & Commercial Group - Internal Audit,ADECCO UK LTD,57885,863.09,F&C Devolved Admin-Hire of Agency Staff,WD6 1HY,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",23/09/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,ADECCO UK LTD,57887,898.86,F&C Devolved Admin-Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Local Growth - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,57895,360.00,AMD: British Shipbuilders Provision-Utilisation of Provisions - Purchase of Goods & Services - Other,EH1 3QR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Service Charges,Finance & Commercial Group - Estates,NOEL O'CALLAGHAN GBP,57896,908.39,LSC Properties-Service Charges,,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57897,1497708.60,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57897,167716.81,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57898,1748444.42,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57898,195954.33,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57899,1229530.14,F&C Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/09/2014,Service Charges,Finance & Commercial Group - Estates,CUSHMAN & WAKEFIELD LLP,57899,138775.86,F&C Devolved Admin-Service Charges,B2 2JT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2014,Hire of Agency Staff,Business & Local Growth - Advanced Manufacturing Services,BROOK STREET (UK) LTD,57900,526.31,BLG Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/09/2014,Hire of Agency Staff,Business & Local Growth - Business & Local Growth DG,BROOK STREET (UK) LTD,57901,352.55,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",09/09/2014,Hire of Agency Staff,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,BROOK STREET (UK) LTD,57903,411.84,MPST Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Static Line Rental,Legal Services - Legal Services,BRITISH TELECOMMUNICATIONS plc (BT),57911,56.27,Legal Services Admin-Static Line Rental,DH98 1BT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Telecoms Equipment,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,57921,-1006.00,F&C Devolved Admin-Telecoms Equipment,CF14 3UZ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/09/2014,Telecoms Equipment,Finance & Commercial Group - Information and Technology Directorate,COMPANIES HOUSE,57921,1509.00,F&C Devolved Admin-Telecoms Equipment,CF14 3UZ,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Personnel-related Expenditure,Shareholder Executive - Business Portfolio,ADECCO UK LTD,57922,737.27,ShEx Devolved Admin-Personnel-related Expenditure,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,Personnel-related Expenditure,Shareholder Executive - Business Portfolio,ADECCO UK LTD,57923,796.85,ShEx Devolved Admin-Personnel-related Expenditure,B37 7YE,VENDOR
