Departmental Family,Entity,Date,Expence Type,Expense Area,Suplier,Transaction Number, Amount ,PO Line Description,Post Code,Project Code,Expenditure Type,Supplier Type,Contract Number
,,18/02/2016,Research & development,DG: Research & Development,LIVERPOOL UNIVERSITY OF,ERS-551101-116746," £45,656.26 ",Targeted Capacity Building,L69 3BX,,,PUBLIC,
,,19/02/2016,Research & development,DG: Research & Development,NEWCASTLE UNIVERSITY,ERS-551139-116764," £51,155.58 ",Commissioned EME,NE1 7RU,,,PUBLIC,
,,19/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE LONDON,ERS-551141-116762," £37,313.97 ",NIHR Fellowships,SW7 2AZ,,,PUBLIC,
,,19/02/2016,Research & development,DG: Research & Development,LEEDS UNIVERSITY OF,ERS-551142-116763," £47,081.00 ",Commissioned EME,LS2 9JT,,,PUBLIC,
,,23/02/2016,Consultancy/Professional Advice,DG: Research & Development,LEEDS UNIVERSITY OF,90218930," £43,500.00 ",Specialist advice to CMO,LS2 9JT,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,KINGS COLLEGE LONDON,ERS-551227-116854," £33,386.11 ",HTA Commissioned Research,SE1 8WA,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,SUSSEX UNIVERSITY OF,ERS-551228-116862," £34,324.15 ",HTA Commissioned Research,BN1 9RH,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,SHEFFIELD UNIVERSITY OF,ERS-551229-116859," £29,530.30 ",NIHR Public Health Research ( NETSCC ),S10 2UH,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-551230-116851," £26,510.96 ",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,SOUTHAMPTON UNIVERSITY OF,ERS-551231-116860," £34,715.10 ",HS & DR,SO17 1BJ,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,SOUTHAMPTON UNIVERSITY OF,ERS-551233-116861," £50,000.00 ",HTA Commissioned Research,SO17 1BJ,,,PUBLIC,
,,23/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-551238-116856," £117,000.00 ",HTA Commissioned Research,OX1 2XN,,,PUBLIC,
,,25/02/2016,Research & development,DG: Research & Development,BIRMINGHAM UNIVERSITY OF,ERS-551324-116847," £45,296.40 ",HTA Commissioned Research,B15 2TT,,,PUBLIC,
,,25/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-551325-116848," £36,673.71 ",HTA Commissioned Research,CB2 1TN,,,PUBLIC,
,,25/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-551325-116848," £146,498.50 ",HTA Commissioned Research,CB2 1TN,,,PUBLIC,
,,25/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-551326-116849," £35,220.58 ",NIHR Public Health Research ( NETSCC ),CB2 1TN,,,PUBLIC,
,,25/02/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY OF,ERS-551329-116855," £77,590.00 ",Invention for Innovation,NG7 2RD,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,BRISTOL UNIVERSITY OF,ERS-551409-116980," £55,495.00 ",Cancer - Prostate,BS8 1TH,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-551411-116981," £35,087.00 ",Cancer - Prostate,CB2 1TN,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY OF,ERS-551411-116981," £4,262.17 ",HTA Researcher Lead,CB2 1TN,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,DUNDEE UNIVERSITY OF,ERS-551414-116983," £25,562.42 ",HTA Commissioned Research,DD1 4HN,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY OF,ERS-551423-116987," £51,245.00 ",Cancer - Prostate,OX1 2XN,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON UCL,ERS-551431-116986," £159,315.96 ",HTA Researcher Lead,WC1E 6BT,,,PUBLIC,
,,29/02/2016,Research & development,DG: Research & Development,YORK UNIVERSITY OF,ERS-551436-116989," £40,676.00 ",Targeted Capacity Building,YO10 5DD,,,PUBLIC,
,,02/02/2016,Policy Payments,"DG: Social Care, Local Growth & Care Partnerships",GREATER LONDON AUTHORITY,1800005367," £26,920.91 ",GLA - CASSH Fund staffing payment 15/16,SE1 2AA,,,PUBLIC,
,,02/02/2016,ENDPBs Admin Capital Grant in Aid,"DG: Social Care, Local Growth & Care Partnerships",GREATER LONDON AUTHORITY,1800005445," £8,000,000.00 ",Greater London Authority  - CASSH Fund Capital Payments to GLA 14/15,SE1 2AA,,,PUBLIC,
,,03/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",ROYAL COLLEGE OF GENERAL PRACTITIONERS RCGP,INV0TH-001848," £28,858.00 ",DH and Royal College of General Practitioners Autistic Spectrum Awareness Programme 2015/2016,EC4M 9DQ,,,PUBLIC,
,,01/02/2016,Policy Payments,"DG: Finance, Commercial & NHS",THE EVE APPEAL,CHAPS," £350,000.00 ",,W14 0HN,,,VCS,
,,01/02/2016,Policy Payments,"DG: Finance, Commercial & NHS",The Haven,CHAPS," £2,650,000.00 ",,SW6 1TB,,,VCS,
,,15/02/2016,Capital Grants to non-profit institutions,DG: Strategy & External Relations,SKILLS FOR CARE LTD,ERS-550961-116661," £80,000.00 ",2015/019 Skills for Care - Capital Grant to enhance existing IT system,LS1 2RP,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,DG: Strategy & External Relations,SKILLS FOR CARE LTD,ERS-550958-116621," £1,140,000.00 ",2015/005 Skills for Care - Social Care Work Programme for DH,LS1 2RP,,,VCS,
,,01/02/2016,Revenue Grants to non-profit institutions,DG: Strategy & External Relations,Care England,ERS-550400-116081," £100,000.00 ",2015/028 Care England - Teaching Care Homes - delivering innovation in care,E1 7LS,,,VCS,
,,26/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",WRVS,ERS-551377-116901," £52,222.00 ","HSCVF2013/14, National/004 Royal Voluntary Services : Home and Well Project",CF23 8RP,,,VCS,
,,23/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",MIND,ERS-551247-116821," £625,000.00 ",2012/019 Mind - Time to Change - Programme Phase 2 Continuation,E15 4BQ,,,VCS,
,,22/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",ALZHEIMERS SOCIETY,GADDA," £50,000.00 ",Global Alzheimers Dementia Action Alliance 2015/16,E1W 1LB,,,VCS,
,,15/02/2016,Travel & subsistence staff,"DG: Social Care, Local Growth & Care Partnerships",THE CHILDRENS SOCIETY CHARITY,SC05175," £161,748.00 ","Funding 2015/16 - Walk in my Shoes, Child Sexual Abuse",WC1X 0JL,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",Amateur Swimming Association,ERS-550973-116702," £375,000.00 ",IESD 54078336 Dementia friendly swimming (year 2),LE11 3QF,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",Amateur Swimming Association,ERS-550972-116701," £127,660.00 ",IESD 54078336 Year 1 funding,LE11 3QF,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",Amateur Swimming Association,ERS-550972-116701," £3,340.00 ",IESD 54078336 Dementia friendly swimming (year 2),LE11 3QF,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SKILLS FOR CARE LTD,ERS-550959-116641," £140,000.00 ",2015/020 - Skills for Care - White Paper Funding 15/16,LS1 2RP,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",BRISTOL DRUGS PROJECT LTD,ERS-550954-116581," £41,139.00 ",2013-14 IESD Bristol Drugs Project Limited AIMS: 2563583,BS2 8PE,,,VCS,
,,22/02/2016,Outsourcing Contract,"DG: Innovation, Growth & Technology",MULTIPLE SCLEROSIS TRUST,5509," £70,235.85 ",Management of Multiple Sclerosis Risk Sharing Scheme Apr 15 till March 16,SG6 4ET,,,VCS,
,,09/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",CENTRE FOR MENTAL HEALTH,ERS-550719-116421," £142,677.00 ",Centre for Mental Health: 54094399: Making Work Work Final Amount,SE1 1LB,,,VCS,
,,09/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",HENRY,ERS-550652-116401," £26,008.00 ",2015-16 IESD 54107152 HENRY The HENRY Parent Programme - Enabling a Healthy Start in Life for Babies and Young Children,OX29 4BD,,,SME,
,,08/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",GUIDE DOGS FOR THE BLIND ASSOCIATION,ERS-550635-116381," £97,740.00 ",Blind Children UK - Guide Dogs' Children and Young People's Habilitation Services - AIMS 2542646,RG7 3YG,,,VCS,
,,08/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",BLISS THE NATIONAL CHARITY FOR THE NEWBORN,ERS-550632-116361," £37,329.00 ",IESD - 2013/14 - BLISS - The BLISS: Guide for families of late pre-term and sick babies - AIMS 2544922,SE1 2EL,,,VCS,
,,05/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",MIND,ERS-550609-116301," £112,228.00 ",2012/019 Mind - Time to Change Young People,E15 4BQ,,,VCS,
,,12/02/2016,Other programme expenditure,DG: Public & International Health,CAXTON FOUNDATION,CF-15/2015-16," £153,083.69 ",Caxton Foundation SDP 2015-16,EN4 9NX,,,VCS,
,,12/02/2016,Provisions cash payment,DG: Public & International Health,CAXTON FOUNDATION,CF-17/2015-16," £217,758.25 ",Caxton Foundation funding for beneficiary support,EN4 9NX,,,VCS,
,,15/02/2016,Revenue Grants to non-profit institutions,DG: Public & International Health,CHILD MIGRANT TRUST (CMT),ERS-550944-116561," £181,475.00 ",2015/010 Child Migrants Trust - Management of Family Restoration Fund &  Provision of services to former child migrants,NG2 7PW,,,VCS,
,,23/02/2016,Research & development,DG: Research & Development,WELLCOME TRUST TRADING LTD,5207400," £40,604.64 ",AMR Wellcome Trust,NW1 2BF,,,VCS,
,,23/02/2016,Research & development,DG: Research & Development,CANCER RESEARCH UK,ERS-551232-116864," £57,090.50 ",Cancer Programme,EC1V 4AD,,,VCS,
,,23/02/2016,Research & development,DG: Research & Development,CANCER RESEARCH UK,ERS-551232-116864," £171,271.50 ",Cancer Programme,EC1V 4AD,,,VCS,
,,02/02/2016,Outsourcing Contract,"DG: Social Care, Local Growth & Care Partnerships",INCLUSION NORTH CIC,650," £35,477.20 ",Contract for support of National Forum of People with Learning Disability & National Valuing Families Forum,LS6 2NY,,,VCS,
,,02/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SIGNHEALTH,ERS-550452-116121," £62,918.00 ",2012/2013 2012/National/045 Sign Health Deaf Health Champions,HP9 2NB,,,VCS,
,,05/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,ERS-550559-116221," £400,000.00 ",2015/008 SCIE - SCIE work programme 2015/16,NW1 6AQ,,,VCS,
,,05/02/2016,Revenue Grants to non-profit institutions,"DG: Social Care, Local Growth & Care Partnerships",MIND,ERS-550561-116241," £625,000.00 ",2012/019 Mind - Time to Change - Programme Phase 2 Continuation,E15 4BQ,,,VCS,
