"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Information Facilities,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",THE WORKSHOP (SHEFFIELD) LTD,1177,3830.00,SABR Devolved Admin - Information Facilities,S7 1NF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Information Facilities,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",THE WORKSHOP (SHEFFIELD) LTD,1177,70.00,SABR Devolved Admin - Information Facilities,S7 1NF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1178,178.00,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Shareholder Executive - Information Economy & Cyber,CAPITA RESOURCING LTD,1181,2352.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,ICT Business Specific Application Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1183,7999.33,SABR Devolved Admin - ICT Business Specific Application Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1185,5100.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1186,8.86,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Publications,Knowledge & Innovation Group - KIG - DG/Finance & Corporate Planning,JONES YARRELL LEADENHALL,1187,77.15,SABR Devolved Admin - Publications,E3 3JG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1190,3081.24,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1191,6154.44,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1193,4.83,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1194,5450.65,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1201,18471.66,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,ICT Business Specific Application Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1204,323.24,SABR Devolved Admin - ICT Business Specific Application Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1205,5418.72,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1206,2155.72,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hire of Agency Staff,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1207,13.57,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hire of Agency Staff,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,ADECCO UK LTD,1207,589.27,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Service Charges,Finance & Commercial Group - F&C - Commercial Directorate,SKILLS FUNDING AGENCY,1210,40000.00,SABR Devolved Admin - Service Charges,CV1 2WT,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Service Charges,Finance & Commercial Group - F&C - Commercial Directorate,SKILLS FUNDING AGENCY,1210,43750.00,SABR Devolved Admin - Service Charges,CV1 2WT,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1216,5737.56,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Technical Advice / Services & Support,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office",ITSA LTD,1218,1750.00,BRDO: Competency - Technical Advice / Services & Support,SS15 6TH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1225,2295.02,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1225,7458.83,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1229,39.00,SABR Devolved Admin - ICT Infrastructure Specific Service,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Training And Development Expenditure,Knowledge & Innovation Group - KIG - Innovation Directorate,CAPITA BUSINESS SERVICES LTD,1240,915.00,SABR Devolved Admin - Training And Development Expenditure,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1243,0.24,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1243,4034.40,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,1244,166.19,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1245,6489.20,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Advertising,Business & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),1246,22.76,Enterprise Directorate Priority Projects - Advertising,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Media and Design Services,Business & Skills Group - Enterprise Directorate,M4C (A DIVISION OF GROUPM UK LTD),1246,22828.70,Enterprise Directorate Priority Projects - Media and Design Services,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/24/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,1247,664.11,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/24/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,1247,-664.11,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/24/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Communications Directorate",ADECCO UK LTD,1247,944.62,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,IT Services,Business & Skills Group - Enterprise Directorate,HINDUJA GLOBAL SOLUTION UK LTD,1248,152860.13,Business Link: Helpline - IT Services,W4 5QB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1250,21.57,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1251,1849.26,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Project Management Costs,Business & Skills Group - Enterprise Directorate,UK SHARED BUSINESS SERVICES LTD,1252,21420.00,NBLMP: Business Coaching For Growth - Project Management Costs,SN2 1FF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1253,4794.00,SABR Devolved Admin - ICT Infrastructure Specific Service,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Project Management Costs,Business & Skills Group - Enterprise Directorate,UK SHARED BUSINESS SERVICES LTD,1254,8330.00,Enterprise Directorate Priority Projects - Project Management Costs,SN2 1FF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,ICT Infrastructure Specific Service,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1256,530.45,SABR Devolved Admin - ICT Infrastructure Specific Service,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1257,750.50,SABR Devolved Admin - Hire of Agency Staff,B37 7YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1258,292.41,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Standard Desktop Plus Services,Finance & Commercial Group - F&C - Commercial Directorate,FUJITSU SERVICES LTD,1259,780.99,SABR Devolved Admin - Standard Desktop Plus Services,WA3 9BD,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Clearing Account   - Cost - Information Technology,"Strategy, Analysis and Better Regulation - SABR - Better Regulation Delivery Office",BROOK STREET (UK) LTD,1261,1012.44,BRDO: PA System Support - Clearing Account   - Cost - Information Technology,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/23/2013,Library Services,Legal Services - Legal Services,BLACKWELL UK LTD,1263,148.98,SABR Devolved Admin - Library Services,OX4 2PG,VENDOR
