Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,HAMMERSMITH AND FULHAM PCT,ERS-418525-39987,72668,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,YORK HOSPITALS NHS FOUNDATION TRUST,ERS-418654-40032,73001,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH BIRMINGHAM PCT,ERS-418618-39993,74941,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAM CITY PCT,ERS-418586-39985,75000,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-418540-40099,76125,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-418537-40052,76125,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-418522-40050,76125,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LIVERPOOL PCT,ERS-418550-39999,76694,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-418606-40026,78310,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE PCT,ERS-418497-40009,80066,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-418593-40085,80655,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,81200,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-418531-40075,83448,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-418578-40028,83872,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-418540-40099,83993,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,84426,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LEEDS PCT,ERS-418544-39995,86275,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-418611-40062,87146,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-418584-40110,87167,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH BIRMINGHAM PCT,ERS-418618-39993,87912,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-418585-40083,88924,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418594-40066,89697,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-418640-40061,90498,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418542-40114,90947,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-418643-40054,91046,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418501-40088,91082,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-418504-40074,91162,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-418630-40081,91350,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,91726,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,91769,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORDSHIRE PCT,ERS-418596-40015,92310,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-418641-40024,92799,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-418592-40029,96176,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-418611-40062,96244,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,96425,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-418644-40101,96425,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418617-40047,96425,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-418641-40024,96425,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAM CITY PCT,ERS-418586-39984,96521,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS DIRECT NHS TRUST,ERS-418571-40121,96860,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-418519-40068,97849,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE PCT,ERS-418497-40008,98959,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE PCT,ERS-418497-40009,99453,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-418636-40078,99470,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418486-40025,99802,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTHAMPTON UNIVERSITY HOSPITALS NHS TRUST,ERS-418623-40046,100000,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418617-40047,100000,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-418603-40080,100000,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-418498-40125,101157,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418482-40115,101242,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418594-40066,101419,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH BIRMINGHAM PCT,ERS-418618-39993,101495,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-418476-40030,101500,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-418606-40026,101500,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,EAST LONDON NHS FOUNDATION TRUST,ERS-418515-40104,101665,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-418522-40050,102689,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418486-40025,102941,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-418634-40039,103021,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH BIRMINGHAM PCT,ERS-418618-39993,103530,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH BRISTOL NHS TRUST,ERS-418576-40093,104291,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-418588-40108,104291,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LEEDS TEACHING HOSPITALS TRUST,ERS-418547-40076,104291,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-418588-40107,104291,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,HUMBER NHS FOUNDATION TRUST,ERS-418533-40092,104545,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418501-40088,105560,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-418581-40091,105560,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH STAFFORDSHIRE PCT,ERS-418580-40006,105560,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-418557-40124,105814,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH BRISTOL NHS TRUST,ERS-418576-40093,105843,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,PLYMOUTH HOSPITALS NHS TRUST,ERS-418598-40053,105847,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-418534-40118,105848,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH STAFFORDSHIRE PCT,ERS-418580-40006,105855,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORDSHIRE PCT,ERS-418596-40015,105866,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LEEDS TEACHING HOSPITALS TRUST,ERS-418547-40076,105892,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-418557-40124,105926,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,ERS-418481-40065,106000,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,ERS-418481-40065,106173,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-418519-40068,106575,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418486-40025,106800,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-418590-39998,107996,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LIVERPOOL PCT,ERS-418550-39999,108098,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-418496-40079,108616,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,110635,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-418619-40089,110635,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-418521-40116,111650,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-418498-40125,111650,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-418638-40077,112578,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-418578-40028,113680,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRISTOL PCT,ERS-418490-40016,115247,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-418496-40079,116654,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTH WEST SHA,ERS-418621-40022,117764,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-418630-40081,118236,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRISTOL PCT,ERS-418490-40017,118494,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,ERS-418481-40065,120270,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SOUTHAMPTON CITY PCT,ERS-418622-39990,120785,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-418640-40061,128778,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BARTS AND THE LONDON NHS TRUST,ERS-418481-40065,129602,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-418636-40078,131950,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,ERS-418629-40031,137144,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-418488-40112,137612,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRISTOL PCT,ERS-418490-40017,138133,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,AVON & WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,ERS-418477-40094,144416,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-418496-40079,144845,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-418581-40090,145588,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-418592-40029,146133,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,EAST LONDON NHS FOUNDATION TRUST,ERS-418515-40104,152250,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,OXFORDSHIRE PCT,ERS-418596-40015,156945,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-418591-40045,157720,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-418476-40030,159875,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-418572-40060,161952,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-418504-40074,164881,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH BRISTOL NHS TRUST,ERS-418576-40093,167691,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-418568-40122,170165,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-418568-40122,170265,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-418563-40069,171532,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-418568-40122,177407,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-418568-40122,177481,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-418605-40044,181247,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418542-40114,182641,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-418630-40081,185976,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,EAST LONDON NHS FOUNDATION TRUST,ERS-418515-40104,187159,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-418640-40061,187734,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,SALFORD PCT,ERS-418609-39986,195176,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-418486-40025,208047,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,ERS-418483-40072,208809,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-418568-40122,230512.75,,,
Department of Health,Department of Health,14-Jan-11,Research & development,R&D,NORTH STAFFORDSHIRE PCT,ERS-418580-40006,243849,,,
