Ministry of Justice,HMCTS,11-Jun-13,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,2482258,"39,203.75",Rent,EH2 2LL,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,221000-Property Rent and Rates,HZ999-North East Region,LAND SECURITIES PROPERTIES LTD,2479846,"79,314.81",Rent,WC2N 5AF##,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,221000-Property Rent and Rates,HZ999-North East Region,EDDISONS,2474669,"113,050.25",Rent,WC2H 0AU-RENT,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,221000-Property Rent and Rates,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2489534,"113,500.00",Rent,W1B 1PN,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,221000-Property Rent and Rates,SJ999-Scotland,CBRE LTD,2479657,"59,846.50",Property Costs,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,221000-Property Rent and Rates,SJ999-Scotland,CBRE LTD,2479657,"90,357.75",Property Costs,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,19-Jun-13,221000-Property Rent and Rates,SL999-Centralised Frontline,PKF (UK) LLP,2493384,"71,817.83",Property Costs,GU1 4HN,0,Programme
Ministry of Justice,HMCTS,12-Jun-13,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2484045,"28,714.00",Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,05-Jun-13,222001-Maintenance,AG999-HQ - Estates,EC HARRIS LLP,2477329,"32,071.10",Knowledge Facility - EC HARRIS LLP - Support for the Knowledge Programme  - this replaces PO 20000164735,M60 3NT,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,222001-Maintenance,AG999-HQ - Estates,R & M WILLIAMS LTD,2475244,"76,037.96",CIS LABOUR - MW - PTO 12/13 (15) Bristol Judges' Lodgings - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,11-Jun-13,222001-Maintenance,BZ999-London Region,VINCI CONSTRUCTION UK LTD,2482333,"53,809.68","CIS Labour - London Estates - VINCI CONSTRUCTION UK LTD - Package 5 - Works to include Repair of cell floors, potholing access road, various redecs & new carpets including to HHJ Redgraves Chambers THIS REPLACES PO 20000170733",CIS-WD24 4WW,0,Programme
Ministry of Justice,HMCTS,11-Jun-13,222001-Maintenance,BZ999-London Region,VINCI CONSTRUCTION UK LTD,2482333,"59,447.21","CIS Labour - London Estates - VINCI CONSTRUCTION UK LTD - Package 5 - Works to include Repair of cell floors, potholing access road, various redecs & new carpets including to HHJ Redgraves Chambers THIS REPLACES PO 20000170733",CIS-WD24 4WW,0,Programme
Ministry of Justice,HMCTS,11-Jun-13,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2482160,"26,759.08",CIS LABOUR - MW - PTO 12/13 (15) Taunton Magistrates' Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,11-Jun-13,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2482160,"32,093.03",CIS LABOUR - MW - PTO 12/13 (15) Yeovil Magistrates' Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,14-Jun-13,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2486793,"66,729.15",CIS LABOUR - MW - PTO 12/13 (17) Swindon Magistrates' Court - Works Package 5,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,14-Jun-13,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2486793,"77,694.80",CIS LABOUR - MW - PTO 12/13 (17) Swindon Combined Court - Works Package 5,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,28-Jun-13,222001-Maintenance,DZ999-South West Region,LONGCROSS GROUP LTD,2503606,"108,069.27",CIS LABOUR - MW - PTO 12/13 (14) Cheltenham Magistrates' Court - Works Package 1,CIS-KT21 2AD,0,Programme
Ministry of Justice,HMCTS,12-Jun-13,222001-Maintenance,HZ999-North East Region,TELEREAL TRILLIUM,2484840,"44,108.50",Durham Elvet House reconfiguration of accommodation,LS11 9DX-CAPEX,0,Programme
Ministry of Justice,HMCTS,21-Jun-13,222001-Maintenance,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2495875,"48,518.00",Redecoration @Glasgow and Edinburgh Tribunals,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),2235,"71,094.37",Quarter 1 Prime Facilities Charges,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),2235,"190,930.68",Quarter 1 Prime Facilities Charges,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),2235,"752,700.19",Quarter 1 Prime Facilities Charges,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,06-Jun-13,222002-Other Property Costs,BZ999-London Region,HMRC,2234,"26,436.36",Property Costs,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,11-Jun-13,222002-Other Property Costs,BZ999-London Region,SANDERSON WEATHERALL,2482200,"34,672.75",Property Costs,LS1 4WG-CHARGE,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,222002-Other Property Costs,BZ999-London Region,DERWENT LONDON,2474641,"87,111.75",Property Costs,W1S 2ER-ROSE AV,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,222002-Other Property Costs,BZ999-London Region,GBR PHOENIX BEARD,2474716,"93,015.75",Property Costs,B3 3WX EID SC,0,Programme
Ministry of Justice,HMCTS,03-Jun-13,222002-Other Property Costs,BZ999-London Region,OFFICE OF FAIR TRADING,2227,"254,165.50",Property Costs,EC4Y 8JX,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222002-Other Property Costs,CZ999-South East Region,NEOPOST LTD,2500453,"45,980.84",SE Region - Neopost annual maintenance charge 13/14,RM1 2AR-INVOICE,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,CZ999-South East Region,HMRC,2238,"67,446.17",Property Costs,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,13-Jun-13,222002-Other Property Costs,CZ999-South East Region,HMRC,2253,"76,906.27",Property Costs,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,CZ999-South East Region,HMRC,2237,"77,685.12",Property Costs,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,12-Jun-13,222002-Other Property Costs,FZ999-Midlands Region,CUSHMAN & WAKEFIELD LLP,2484044,"49,901.23",Quarterly service charge for Birmingham ASC,B2 2JT-MERCIA,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222002-Other Property Costs,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2489534,"32,320.00",Service charge,W1B 1PN,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,SJ999-Scotland,CBRE LTD,2479657,"38,349.50",Property Costs,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,07-Jun-13,222002-Other Property Costs,SJ999-Scotland,CBRE LTD,2479657,"57,920.75",Property Costs,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,AG999-HQ - Estates,G4S INTEGRATED SERVICES (UK) LTD,2489357,"37,415.37",Carr Manor - Part of Scope of works following on from quadrinnial report,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2498438,"26,680.98",CIS Labour - Inner London Crn Sessions House - MITIE JUSTICE - Provision of two water heaters due to failure - THIS REPLACES PO 20000171855. Works to water heaters following failure on site,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"30,502.70","M & E Repair and Maintenance - This work relates to the jobs that are less than £5k in value, undertaken at individual sites, but are chargeable under the Total Facilities Management Contract",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2498438,"30,847.04",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,21-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2496051,"36,401.57","London Estates - Mitie Justice - Package 8 Works to include van bay door replacement, asbestos removal, install blast heaters etc THIS REPLACES PO 20000170547. Project works ate various sites ",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2474955,"38,199.31","Internal Repair and Maintenance - This work relates to the jobs that are less than £5k in value, undertaken at individual sites, but are chargeable under the Total Facilities Management Contract",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"44,799.04",Internal Repair and Maintenance - This expenditure relates to the monthly planned preventative maintenance that is undertaken at each site across the London Estate,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"46,112.50",Waste Disposal,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"64,433.24","Internal Repair and Maintenance - This work relates to the jobs that are less than £5k in value, undertaken at individual sites, but are chargeable under the Total Facilities Management Contract",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,04-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2474955,"75,201.17","M & E Repair and Maintenance - This work relates to the jobs that are less than £5k in value, undertaken at individual sites, but are chargeable under the Total Facilities Management Contract",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"76,930.72",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"247,608.00",M & E Repair and Maintenance - M & E Repair and Maintenance. This expenditure relates to the monthly planned preventative maintenance that is undertaken at each site across the London Estate,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"318,665.75",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2489618,"616,901.77",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"25,378.83",CIS Labour -  Lewes Combined Courts - Mitie Justice Ltd - Replace damaged exterrnal walkway   THIS PO REPLACES 20000168602,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"38,621.72",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"46,329.12",Waste Disposal,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"60,476.17",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"73,446.24",M&E Repair & Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"141,772.07","M & E Repair and Maintenance 	",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"148,391.60",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2498438,"418,250.90",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2498438,"33,901.13","CIS Labour - TFM Works Package B, South West Region - Soft Services (Variable) - Security",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Jun-13,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2477442,"37,449.04","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - Management Costs",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Jun-13,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2477442,"101,847.00","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Jun-13,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2477442,"114,814.04","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,05-Jun-13,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2477442,"221,749.29","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2498268,"51,805.44",CIS Labour - Llandudno Mags - G4S INTEGRATED SERVICES LTD - Decorating,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2500318,"66,102.96",CLEANING - WALES,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2500318,"151,700.39",SECURITY - WALES,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"29,892.21",Internal Repair and Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2498269,"31,852.25",CIS Labour - Derby Combined - G4S Integrated Services - Counter alterations,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"37,389.77",Management Costs etc,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2498269,"42,400.00",Derby Combined - G4S - Hearing Rooms,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"45,385.82",Security,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2489357,"46,000.00",CIS Labour - Nottingham Magistrates' Court-G4S Integrated Services -Decommissioning of kitchen area,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2489357,"84,000.00",CIS Labour - Derby Combined Court - G4S Integrated Services - Construction of ground floor hearing room,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"88,761.67",M&E Repair & Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"108,932.88",Management Costs,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"153,234.88",M&E Repair & Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"195,190.71",Cleaning,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"361,292.21",Security,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"29,139.50",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Management costs,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"108,166.45",TFM - NW Region - Managed and contractual hard services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Management costs,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"112,295.55",TFM - NW Region - Ad hoc hard services: Apr 13 - Mar 14,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"184,954.05",TFM - NW Region - Managed and contractual hard services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Internal and M&E repair and maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"187,393.37",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Cleaning,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"288,871.96",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Security,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"37,849.29",Consolidated North East - TFM Soft Variable 13/14,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,25-Jun-13,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2498269,"42,570.71","""This PO replaces PO 20000166346 which is now closed"". Scarborough Mags - Works & decoration to First Floor Corridor, Ushers Room, Court 4, Court 3, Magistrates Room & Public Waiting Area as per quote and including Security.",CIS-WR12 7LJ,B716,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"111,139.55",Consolidated North East - TFM Hard Variable 13/14,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"288,418.63",Consolidated North East - TFM Hard Fixed Cost 13/14,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2500319,"531,731.06",Consolidated North East - TFM Soft Fixed 13/14,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,03-Jun-13,223000-Other Expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2226,"25,311.12",HMCTS National Furniture invoice,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,26-Jun-13,223000-Other Expenditure,HZ999-North East Region,GODFREY SYRETT LTD,2500330,"33,154.20","Leeds SSCS (York House) - Supply & install of Doublestore Rotary Storage Units at Leeds SSCS Tribunals, York House, Leeds, as per quote supplied by Chris Warriner, reference G4S005",NE12 6DY,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,223000-Other Expenditure,SK999-Enforcement,MARSTON GROUP,2489579,"-239,169.24",Enforcement Collection-Income & Expenditure entered into accounting books for VAT purposes only. This cannot be done through the PO system,CM16 5DQ,0,Programme
Ministry of Justice,HMCTS,18-Jun-13,223000-Other Expenditure,SK999-Enforcement,MARSTON GROUP,2489579,"239,169.24",Enforcement Collection-Income & Expenditure entered into accounting books for VAT purposes only. This cannot be done through the PO system,CM16 5DQ,0,Programme
