Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,12/05/2010,Research & development,RESEARCH & DEVELOPMENT,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-384329-28988,33124,,,
Department of Health,Department of Health,12/05/2010,Service charge,INFORMATICS,ATOS ORIGIN I T SERVICES U K LTD,5584056779,81995.01,,,
Department of Health,Department of Health,12/05/2010,Service charge,WORKFORCE,METHODS CONSULTING,100009404,181.41,,,
Department of Health,Department of Health,13/05/2010,Distribution services,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,IN305803,30947.8,,,
Department of Health,Department of Health,13/05/2010,Distribution services,COMMUNICATIONS,PROMOTIONAL LOGISTICS LTD,OP/I109162,213356.59,,,
Department of Health,Department of Health,13/05/2010,Expense clearing GPC (Short Term),More than one DH Directorate,BARCLAYCARD BUSINESS,1244001-18-MAY-10,17071.01,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARKING AND DAGENHAM LONDON BOROUGH COUNCIL,ERS-384702-29141,65690,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARNET LONDON BOROUGH COUNCIL,ERS-384704-29142,104156,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BARNSLEY METROPOLITAN BOROUGH COUNCIL,ERS-384655-29143,91261,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BEXLEY LONDON BOROUGH COUNCIL,ERS-384705-29146,62505,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BIRMINGHAM CITY COUNCIL,ERS-384656-29147,402310,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BOLTON METROPOLITAN BOROUGH COUNCIL,ERS-384657-29150,99935,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRADFORD CITY COUNCIL,ERS-384658-29153,167029,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BRENT LONDON BOROUGH COUNCIL,ERS-384706-29154,93920,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BROMLEY LONDON BOROUGH COUNCIL,ERS-384708-29157,82111,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,BURY METROPOLITAN BOROUGH COUNCIL,ERS-384659-29159,59651,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CALDERDALE METROPOLITAN BOROUGH COUNCIL,ERS-384660-29160,66536,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CAMDEN LONDON BOROUGH COUNCIL,ERS-384710-29162,98341,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,COVENTRY CITY COUNCIL,ERS-384661-29165,109277,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,CROYDON LONDON BOROUGH COUNCIL,ERS-384713-29166,94161,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DONCASTER METROPOLITAN BOROUGH COUNCIL,ERS-384662-29172,108043,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-384663-29174,111805,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,EALING LONDON BOROUGH COUNCIL,ERS-384715-29176,97018,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ENFIELD LONDON BOROUGH COUNCIL,ERS-384716-29178,92133,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,GATESHEAD COUNCIL,ERS-384664-29180,78371,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,GREENWICH LONDON BOROUGH COUNCIL,ERS-384717-29182,96498,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HACKNEY LONDON BOROUGH COUNCIL,ERS-384718-29183,99064,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-384719-29185,67879,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HARINGEY LONDON BOROUGH COUNCIL,ERS-384721-29187,76058,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HARROW LONDON BOROUGH COUNCIL,ERS-384722-29188,68986,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HAVERING LONDON BOROUGH COUNCIL,ERS-384723-29190,68935,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HILLINGDON LONDON BOROUGH COUNCIL,ERS-384725-29194,71782,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-384726-29195,64353,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ISLINGTON LONDON BOROUGH COUNCIL,ERS-384727-29197,87297,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-384728-29198,77621,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KINGSTON UPON THAMES COUNCIL ROYAL BOROUGH OF,ERS-384729-29241,38740,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KIRKLEES METROPOLITAN COUNCIL,ERS-384665-29200,132910,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-384666-29201,70187,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LAMBETH LONDON BOROUGH COUNCIL,ERS-384730-29202,100338,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEEDS CITY COUNCIL,ERS-384668-29204,241479,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LEWISHAM LONDON BOROUGH COUNCIL,ERS-384731-29207,94852,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,LIVERPOOL CITY COUNCIL,ERS-384669-29209,209594,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MANCHESTER CITY COUNCIL,ERS-384670-29211,193039,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,MERTON BOROUGH COUNCIL,ERS-384732-29213,52883,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-384671-29217,104384,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NEWHAM LONDON BOROUGH COUNCIL,ERS-384733-29218,98106,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-384672-29224,74520,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-384673-29228,81996,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-384734-29235,78213,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-384735-29237,45528,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,ERS-384675-29239,78306,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ROTHERHAM BOROUGH COUNCIL,ERS-384676-29240,98002,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SALFORD CITY COUNCIL,ERS-384678-29243,94441,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-384681-29244,128465,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-384684-29246,111762,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SHEFFIELD CITY COUNCIL,ERS-384685-29247,199250,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-384686-29250,58284,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTH TYNESIDE COUNCIL,ERS-384688-29256,63860,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-384737-29252,105976,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-384689-29191,70086,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-384690-29258,89772,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-384691-29262,113352,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,SUTTON LONDON BOROUGH COUNCIL,ERS-384738-29264,51982,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TAMESIDE METROPOLITAN BOROUGH COUNCIL,ERS-384692-29266,84174,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-384739-29270,99163,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-384694-29271,67857,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-384696-29272,123422,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-384697-29273,100858,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-384740-29274,76019,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-384741-29275,91857,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-384698-29281,117188,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-384699-29285,134097,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (CAP),SOCIAL CARE,WOLVERHAMPTON CITY COUNCIL,ERS-384700-29287,99169,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (Current),SOCIAL CARE,STOKE-ON-TRENT CITY COUNCIL,ERS-384647-29041,529534,,,
Department of Health,Department of Health,13/05/2010,Grants to local authorities (Current),SOCIAL CARE,SWINDON BOROUGH COUNCIL,ERS-384649-29042,141209,,,
Department of Health,Department of Health,13/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,CENTRAL OFFICE OF INFORMATION (COI),725100,200000,,,
Department of Health,Department of Health,13/05/2010,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,FACULTY OF PUBLIC HEALTH (FPH),268,250000,,,
Department of Health,Department of Health,13/05/2010,Professional fees,FINANCE & OPERATIONS,CABINET OFFICE,250001885,40000,,,
Department of Health,Department of Health,13/05/2010,Professional fees,REGIONAL DIRECTORS PUBLIC HEALTH (RDsPH),London Voluntary Service Council,6646,45000,,,
Department of Health,Department of Health,13/05/2010,Provisions cash payment,HEALTH PROTECTION AND IMPROVEMENT,PGO FOREIGN CURRENCY PAYMENTS,1042501320B4XDTG,35940.06,,,
Department of Health,Department of Health,13/05/2010,Rates,NHS FINANCE PERFORMANCE & OPERATIONS,NOTTINGHAM CITY COUNCIL,6641676/30/04/10,25213.74,,,
Department of Health,Department of Health,13/05/2010,Research & development,RESEARCH & DEVELOPMENT,BLACKPOOL PCT,ERS-384456-29021,46791,,,
Department of Health,Department of Health,13/05/2010,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,OXFORD UNIVERSITY OF,14005976,24262.72,,,
Department of Health,Department of Health,13/05/2010,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,10793695,25460,,,
Department of Health,Department of Health,13/05/2010,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,10798935,22600,,,
Department of Health,Department of Health,13/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,FERRING PHARMACEUTICALS LTD,INV00100557,1128764.03,,,
Department of Health,Department of Health,13/05/2010,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,HAMELN PHARMACEUTICALS LTD,5105323,30225.41,,,
Department of Health,Department of Health,13/05/2010,Travel & subsistence secondees,NHS MEDICAL DIRECTOR,OXFORD UNIVERSITY OF,14005976,13390.74,,,
Department of Health,Department of Health,13/05/2010,Travel & subsistence staff,FINANCE & OPERATIONS,FCM TRAVEL SOLUTIONS,1049601200,135575.38,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4174I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4175I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4176I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4177I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4178I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4179I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4180I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4181I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4183I,59540.78,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4182I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4193I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4195I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4197I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4200I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4202I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4202I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4206I,26552.65,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4207I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4184I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4185I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4186I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4187I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4192I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4199I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4201I,26623.15,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4208I,27556.1,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4188I,27556.1,,,
Department of Health,Department of Health,14/05/2010,Capital,HEALTH PROTECTION AND IMPROVEMENT,IVECO LIMITED,4189I,27556.1,,,
