Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2006925,"Ł55,418.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1988815,"Ł55,473.42",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł55,652.80","Burnley Combined Court Centre - Labour costs to supply, install and commission a replacement fire alarm system",CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,BRADFORD METROPOLITAN COUNCIL,2006796,"Ł56,334.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,BRADFORD METROPOLITAN COUNCIL,1988685,"Ł56,390.33",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł56,714.41",Crewe Magistrates Court - Labour costs for replacing fire alarm,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,2006909,"Ł56,882.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,1988799,"Ł56,938.88",,RATES,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,2015156,"Ł57,122.35","CIS Labour - Replacement of carpets & other miscellaneous works, including contingency sums - PAR 2271 (under term contract) - NORLAND MANAGED SERVICES LTD - Bow County Court.",CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2009183,"Ł57,391.90",Fixed Costs - M&E Repair & Maintenance - Wales,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,CABLE & WIRELESS WORLDWIDE,1996184,"Ł57,614.22","City of Westminster Magistrates Court - Cable & Wireless Worldwide - Supply of Goods and Installation Services for PCVL Circuit and Equipment in 3 x Courtrooms, 6 x Booths and 1 x VIW on or by 1/8/11 (PROJECT:City of Westminster)",MK3 5JP,F078,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1996490,"Ł57,872.10","CIS Labour - Refurbishment & upgrade works, including contingency sums - PAR 2238 (under term contract) - NORLAND MANAGED SERVICES LTD - Central London County",CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2005579,"Ł58,117.00",L-R-2867-01 (RFC 2866 / 2867 / 2871 / 2878) XHIBIT and CREST Summer 2011 Release,CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1982977,"Ł58,151.82",CIS Labour - Nottingham Crown - Mitie Technical - New Cells Entrance on back of term contract,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2009183,"Ł58,174.37",Fixed Costs - Management - Wales,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,BASTION SECURITY INSTALLATIONS,1988993,"Ł58,595.00",CIS Labour-Brent Magistrates'-Bastion Security Installations Ltd-Installation of secure dock to courtroom,CIS-NE10 8YF,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł59,020.80",Field House - Norland Managed Service Ltd - CIS LABOUR - Installation and upgrade of Chiller Plant,CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,AG999-HQ - Estates,GARSIDE & LAYCOCK LTD,1982647,"Ł60,062.50",Liverpool Judges Lodgings - Replace boiler.  Contract no. MW/HMCTS/2011-2012/CM07 refers,CIS-PR5 6AW,0,Programme,,SME
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2009183,"Ł60,312.43",Fixed Costs - Cleaning - Wales,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,HENSTAFF CONSTRUCTION LTD,1982755,"Ł60,905.93",CIS Labour - Carmarthen Office - Henstaff Construction Ltd - Move Probate and office staff to MOTO with WAG,CIS-CF10 5AE,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,2006924,"Ł60,914.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,1988814,"Ł60,974.91",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,MITIE FACILITIES SERVICES LIMITED,2009428,"Ł61,034.41",1545-1-Works/FM-SW-RFP - CIS Labour - The Law Court Civic Centre Mold - remodeling and refurbishment of cell area.,CIS-ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,10-Apr-12,223001-Printing Postage and Office expenditure,HZ999-North East Region,ROYAL MAIL GROUP PLC,1992575,"Ł61,610.28",North East Consol Account - Variable service contract continuation replacing PO 20000128551 - Royal Mail - 11/12,PE4 5BR,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,1990786,"Ł62,074.00",,CIS-M12 6FX,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,2006913,"Ł62,140.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,1988803,"Ł62,202.14",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1994600,"Ł63,886.97",CIS Labour - Various Midland Courts - Mitie Technical - Reactive maintenance works,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MIDDLESBROUGH COUNCIL,1989531,"Ł64,578.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MIDDLESBROUGH COUNCIL,1989531,"Ł64,642.58",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,222001-Maintenance,GZ999-North West Region,INTERSERVE CONSTRUCTION LTD,1982799,"Ł64,796.56","ETS, Alexandra House - Carry out decoration and carpeting as described in DTZ specification",CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,2014664,"Ł65,233.22",,B17 9PU,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LANCASHIRE POLICE AUTHORITY,1994552,"Ł65,378.75",,PR4 5SB,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014919,"Ł65,490.88",,BN12 4XH,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2006826,"Ł65,915.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1988714,"Ł65,980.92",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,GARSIDE & LAYCOCK LTD,1982647,"Ł66,300.29",Skipton Law Courts - Replacement Roof,CIS-PR5 6AW,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,2006894,"Ł66,410.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,LEEDS CITY COUNCIL,1988784,"Ł66,476.41",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł66,538.30",,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1987343,"Ł66,592.00",CCN A-R-02985-01-v05- Salford Business Centre ICT Expansion phase 2,WV10 6UH,B713,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER WESTERN,1996407,"Ł67,110.15",,CIS-SG19 2BD,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,SITEC INTERIORS LTD,1995172,"Ł67,390.63",CIS Labour - Coventry MC - Sitec Interiors Ltd - Enabling works for lifts,CIS-B1 3AP,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,NEWCASTLE UPON TYNE CITY COUNCIL,2006940,"Ł67,784.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,NEWCASTLE UPON TYNE CITY COUNCIL,1988830,"Ł67,851.78",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,CABLE & WIRELESS WORLDWIDE,1982418,"Ł68,246.13",Supply of PCVL technology and support to PCVL service,MK3 5JP,0,Admin,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,ISG CONSTRUCTION LTD,1994519,"Ł68,714.00",CIS Labour - Manchester Crown - ISG Regions Ltd - Internal construction works to re-model the building,CIS-M3 3EA,F091,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,1998694,"Ł68,980.07",,CIS-M12 6FX,0,Programme,,SME
Ministry of Justice,HMCTS,03-Apr-12,265000-IT & Telecommunications,AS999-HQ - Human Resources,ATOS IT SERVICES UK LTD,1982308,"Ł69,036.00","AR 1185 04 Ł2719 annual charge for 2 switches, Ł34939 annual charge for new servers",WV10 6UH,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1989538,"Ł69,707.00",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł69,943.25",Tameside Magistrates Court - Replacement of 2 x chillers,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,18-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,2003152,"Ł70,055.81",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2006826,"Ł70,266.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1988714,"Ł70,336.27",,RATES,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,1998789,"Ł70,981.88",,CIS-ME20 6XS,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,2006950,"Ł70,990.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,GLOUCESTERSHIRE COUNTY COUNCIL,1994462,"Ł71,000.00",,GL1 2TJ,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NOTTINGHAM CITY COUNCIL,1988841,"Ł71,060.99",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2006904,"Ł72,178.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,1988794,"Ł72,250.18",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2006801,"Ł73,280.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1988690,"Ł73,353.28",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,2006897,"Ł73,738.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"Ł73,756.70",Waste Disposal,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,1988787,"Ł73,811.74",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,222001-Maintenance,BZ999-London Region,CARILLION PLANNED MAINTENANCE,1994370,"Ł73,933.40","CIS Labour - RCJ Rolls Building, Minor works carried out by Carillion: BT Cabling; Floor Control; Decorations: Hanging Artworks and lighting",CIS-WV1 9US,F079,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,AG999-HQ - Estates,SEDDON PROPERTY SERVICES LTD,1984225,"Ł74,052.56","Judges Lodgings, Liverpool, Manchester and Chester - Replace entrance gates at each site",CIS-ST4 9JA,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014920,"Ł74,166.80",,BN12 4XH-PROP,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,223000-Other Expenditure,HZ999-North East Region,HM PRISON SERVICE,1245,"Ł75,512.71",,NP20 9BB,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,1998789,"Ł75,557.84",,CIS-ME20 6XS,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,2014683,"Ł75,995.70",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"Ł76,365.08","Preston Crown Court, Sessions House - Labour costs for the supply, installation and commissioning of replacement passenger lift",CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,222001-Maintenance,AG999-HQ - Estates,VINCI CONSTRUCTION UK LIMITED,1988620,"Ł76,455.32",Liverpool Judges Lodgings - Decoration and refurbishment as per contract pack and price list attached,CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,2006907,"Ł77,436.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,1988797,"Ł77,513.44",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,GARSIDE & LAYCOCK LTD,1982647,"Ł77,799.86",Huddersfield Mags - CIS  Labour MW/HMCTS/2011-12/Huddersfield MC Replacement Roof,CIS-PR5 6AW,0,Programme,,SME
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,GARSIDE & LAYCOCK LTD,1998632,"Ł78,677.50",Huddersfield County-Construction works to facilitate integration of Dewsbury County Court into Huddersfield County Court by Garside & Laycock,CIS-PR5 6AW,B716,Programme,,SME
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,NG BAILEY FACILITIES SERVICES LTD,1989569,"Ł79,329.09",CIS Labour - St Albans Magistrates - NG Baileys - M & E DDA alteration works using term contract,CIS-LS12 6EH,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1990566,"Ł79,520.00",,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,INTERSERVE CONSTRUCTION LTD,1994517,"Ł80,688.79",York County - Replacement Roof,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,EC HARRIS LLP,1982574,"Ł80,882.56",Highbury Corner MC - EC HARRIS LLP - MA Fee for the the conversion of existing office space space at Highbury and Enfield MC,M60 3NT,B716,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,222002-Other Property Costs,BZ999-London Region,DERBYSHIRE COURTS LTD,1982540,"Ł81,770.30",,SE1 9RA,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,222001-Maintenance,CZ999-South East Region,VINSTRATA BUILDERS (LONDON) LTD,1999943,"Ł82,114.10",CIS Labour - Upgrade Custody Ventilation to include all new ducting and split units - VINSTRATA BUILDERS (LONDON) LTD - Brighton Magistrates,CIS-BR2 6BN,0,Programme,,SME
Ministry of Justice,HMCTS,05-Apr-12,223001-Printing Postage and Office expenditure,HZ999-North East Region,HM PRISON SERVICE,1196,"Ł82,880.75",,NP20 9BB,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,FLEXIFORM BUSINESS FURNITURE LTD,2009166,"Ł83,054.10",Chelmsford & Colchester - Flexiform - General office loose furniture,BD3 7AE,F080,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,2006980,"Ł83,814.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,1988870,"Ł83,897.81",,RATES,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,INTERSERVE CONSTRUCTION LTD,1982799,"Ł85,013.53","Liverpool Magistrates Court, Dale Street - CPIG fire works",CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,04-Apr-12,222001-Maintenance,HZ999-North East Region,WHITE YOUNG GREEN (WYG GROUP),1988635,"Ł85,400.00","HA102 - Consolidated - Asbestos Management Surveys 11-12			",LS6 2WQ,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014920,"Ł85,537.41",,BN12 4XH-PROP,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"Ł85,815.46",CIS Labour - Access Control and intruder alarm works -Install new access control system -MITIE JUSTICE LTD - Reading Crown Court,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,AMALGAMATED LIFTS LTD,1982285,"Ł86,030.20",CIS Labour-Kingston Crown-Amalgamated Lifts Ltd-Lift installation works PAR 2075,CIS-BR5 3NL,0,Programme,,SME
Ministry of Justice,HMCTS,13-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,WB GRIFFITHS & SON LTD,1997483,"Ł86,284.82",CIS LABOUR - MW - MW/BCP/10/11(05c) - Bodmin Magistrates' Court - roof replacement,CIS-SA61 2PF,0,Programme,,SME
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,R & M WILLIAMS LTD,1984146,"Ł86,449.00",1558-1-Works/FM-SW-RFP - CIS LABOUR - SWANSEA MAGISTRATES REFURBISHMENT OF THE CELL COMPLEX,CIS-CF11 8JQ,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2006920,"Ł88,907.99",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1988810,"Ł88,996.90",,RATES,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,223001-Printing Postage and Office expenditure,AQ999-HQ - Finance & Governance,ROYAL MAIL GROUP PLC,2016908,"Ł89,053.46",,PE4 5PE,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2005579,"Ł89,159.50","CCN L-S-3043-02- Provision of Portfolio and Delivery Management, Technical Assurance, Solution Analysis and associated services from 3rd January 2012 to 31st March 2012.",CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,SEDDON PROPERTY SERVICES LTD,1984225,"Ł89,947.38",Carlisle Combined Court - replace the heating boilers,CIS-ST4 9JA,I027,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,MITIE FACILITIES SERVICES LIMITED,2009428,"Ł91,714.42",1545-1-Works/FM-SW-RFP - CIS Labour - The Law Court Civic Centre Mold - remodeling and refurbishment of cell area.,CIS-ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,2006969,"Ł92,254.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,1988859,"Ł92,346.25",,RATES,0,Programme,,
Ministry of Justice,HMCTS,18-Apr-12,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,2003761,"Ł93,641.50",Sheffield - Palecastle Ltd (WA14 2EX) - Unitary Charges for Sheffield PFI - Monthly,WA14 2EX,0,Programme,,
Ministry of Justice,HMCTS,04-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,CABLE & WIRELESS WORLDWIDE,1987379,"Ł93,795.47","Supply of PCVL technology and technical solution implementation, as per quote",MK3 5JP,0,Admin,,
Ministry of Justice,HMCTS,20-Apr-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2005662,"Ł95,435.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"Ł95,836.01",CIS Labour- Chelmsford Crown - MITIE JUSTICE LTD -  contract no. SE-CENS-TFM-12/13-0002 Fire Alarm Upgrade,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2005662,"Ł96,325.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2009429,"Ł96,474.40",CIS - Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Uxbridge MC,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1982545,"Ł96,845.21",,CIS-NG16 3SU,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1990910,"Ł98,131.00",CIS Labour - AIT Taylor House -  Norland Managed Service Ltd - Replacement ot tiling in various WC areas & replacement of carpet on 4th floor office space - PAR 2211 (under term contract),CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,2014920,"Ł98,181.74",,BN12 4XH-PROP,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,1996467,"Ł98,457.84","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1982898,"Ł104,623.20",CCN 2777&-02 Extend the Logica team to support this CCN-December 2011 till March 2012,CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,20-Apr-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS MANN & CO#DX 22561,2005079,"Ł104,726.76",,DX 22561,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER WESTERN,1998790,"Ł106,611.58",,CIS-SG19 2BD,F020,Programme,,
