Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,1859972,"£120,089.00",,RATES,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1867125,"£121,014.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,811000-Interdepartmental - MoJHQ,WW000-Balance Sheet,HMRC,1184,"£121,258.71",Intra MOJ transfers,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£121,306.66",MOJ Corporate Staff Rostering,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1856119,"£121,830.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1859360,"£122,410.88",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,811000-Interdepartmental - MoJHQ,WW000-Balance Sheet,HMRC,1185,"£124,972.15",Intra MOJ transfers,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064278,"£125,000.00",CCN1999-07 - DIR Programme - Resource,WV10 6UH,E046,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064278,"£125,000.00",CCN1999-07 - DIR Programme - Resource,WV10 6UH,E046,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,1860090,"£125,444.43",,RATES,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£125,697.22",OMNI VOIP Service,M14 0WN,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£126,133.71",,NW1 3HG,0,Programme
Ministry of Justice,HMCTS,12-Dec-11,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1848663,"£126,425.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,222001-Maintenance,CZ999-South East Region,EC HARRIS LLP,1844965,"£127,500.00",Various SE Courts - EC Harris - Commission fees 2011/2012,M60 3NT,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,222002-Other Property Costs,NZ406-Strategic Estates Feeder,HOME OFFICE,1064421,"£127,791.00",Business rates at Ashley House - VAT EXEMPT,NP20 9BB,0,Admin
Ministry of Justice,HMCTS,20-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,SERVICES SUPPORT (AVON & SOMERSET) LTD,1859765,"£129,027.85",Provision under a PFI agreement of accommodation for office or other governmental use,SW1E 5LB,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£129,153.75",CCN 1650-01 LSC (Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£129,153.75",CCN 1650-01 LSC (Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£129,153.75",CCN 1650-01 LSC (Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222001-Maintenance,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1870847,"£129,333.59",London Estates - Norland - Monthly M&E contract 11/12,CIS-SE1 1RU,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£129,745.98",,NW1 3HG,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£130,264.02",,NW1 3HG,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£130,928.40",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£130,928.40",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,02-Dec-11,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1838138,"£131,076.00",,RM1 2AR-NIPA,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,HEWLETT PACKARD LTD,1064690,"£131,267.16",IT consultancy and Equipment for ETP 2 Phase1 London estate reorganisation,RG12 1HN,0,Admin
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1063736,"£135,221.67",PL111- This relates to an IA managed Service (Work Packages),GU2 7YP,0,Admin
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1181,"£136,019.68",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MARSTON GROUP,1849879,"£136,587.10",Debt Collection,EN9 1EL,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£141,202.20",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet
Ministry of Justice,HMCTS,16-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MARSTON GROUP,1855991,"£142,994.38",Debt Collection,EN9 1EL,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£143,045.63",QBD Landlines,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,FZ999-Midlands Region,COLLIER & MADGE PLC,1866677,"£143,625.00",,W1H 7AL,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£146,905.00",CCN0025 -  FAS Ongoing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£146,905.00",CCN0025 -  FAS Ongoing,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,02-Dec-11,222002-Other Property Costs,AQ999-HQ - Finance & Governance,MITIE SECURITY LTD,1838110,"£147,650.88",Contracted Static Security for various tribunals sites -replaces PO 20000147027,MK6 2WX,0,Admin
Ministry of Justice,HMCTS,02-Dec-11,222002-Other Property Costs,AQ999-HQ - Finance & Governance,MITIE SECURITY LTD,1838110,"£148,143.95",Contracted Static Security for various tribunals sites -replaces PO 20000147027,MK6 2WX,0,Admin
Ministry of Justice,HMCTS,09-Dec-11,222002-Other Property Costs,GZ999-North West Region,ELITE CLEANING & ENV SERVICES LTD,1847120,"£148,393.27",NW Region - ECES Cleaning April 11 - Mar 12,M21 7GJ,0,Programme
Ministry of Justice,MoJ HQ,12-Dec-11,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1063407,"£148,516.00",Claims Management Regulations - Reinforcement work by Staffordshire City Council,ST16 2NF,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,222002-Other Property Costs,AQ999-HQ - Finance & Governance,MITIE SECURITY LTD,1849936,"£148,831.54",Contracted Static Security for various tribunals sites -replaces PO 20000147027,MK6 2WX,0,Admin
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063754,"£149,677.39",Managed Service - Service Management Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£149,701.00",QBD Legacy Applications support,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£149,921.00",CCN A-S-02264-01-v10 Mobilisation - Resource,WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,222001-Maintenance,NZ406-Strategic Estates Feeder,WATES CONSTRUCTION LTD,1062885,"£150,908.39",NG210 - To underatke refurbishment work to Grenadier House,KT22 7SW,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,HEWLETT PACKARD LTD,1062554,"£152,010.68",IT consultancy and Equipment for ETP 2 Phase1 London estate reorganisation,RG12 1HN,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,222002-Other Property Costs,EZ999-Wales Region,MITIE SECURITY LTD,1841255,"£153,162.97",HMCS Wales [multiple sites]:Acc. No. COUR09:Contracted Monthly Security Services: March 2011 - March 2012: MITIE Security:,MK6 2WX,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£153,791.08",Service Management Services,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,1860096,"£153,865.98",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£154,000.00",LSC Secure Enclave CCN2943-02 Build - Mst 2 Infrastructure Design & LLD Signoff-PQ105,WV10 6UH,E145,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£157,500.00",Variable Laptop Charge,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£157,500.00",Variable Laptop Charge,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1870683,"£157,948.60",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,CBRE CB RICHARD ELLIS,1866655,"£160,125.00",,EC2V 5WB-WLLNTN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£160,789.74",OMNI LLS,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£160,811.33",Service Management Services,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,AP999-HQ - Strategy & Change,OVERBURY PLC,1841414,"£162,173.87",,CIS-W1T 3EW,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1846927,"£165,000.00",CCN A-S-2555-01-v04 -milestone 2 - training set up at 30 sites,WV10 6UH,B319,Programme
Ministry of Justice,HMCTS,09-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1846927,"£165,000.00",CCN A-S-2555-01-v04 -milestone 3 - training set up at 50 sites,WV10 6UH,B319,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1064112,"£167,139.03",PQ109 - PB630 (NOMS017) (CP.3) EUC Desktop,RG12 1HN,E064,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1849662,"£168,750.00",,W1G 0PW,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,222001-Maintenance,NZ406-Strategic Estates Feeder,HOME OFFICE,1064421,"£171,107.27",Reimburse HOPG for Ingoing works at Invicta Hse,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1062658,"£172,965.94",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064747,"£173,374.75",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,223001-Printing Postage and Office expenditure,AQ999-HQ - Finance & Governance,ROYAL MAIL GROUP PLC,1864045,"£175,382.89",Royal Mail Consolidated bill. (November 2011 to March 2012). This PO replaces PO 20000152277,BL4 9XX,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,1841088,"£181,460.15",,EH54 7DF,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,221000-Property Rent and Rates,BZ999-London Region,GBR PHOENIX BEARD,1870722,"£182,449.36",,B3 3PJ-RENT,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HP ENTERPRISE SERVICES UK LTD,1062562,"£182,680.18",Computer services supplied to the specification of the recipient,RG12 1HN,0,Balance Sheet
Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,GZ999-North West Region,BRUNTWOOD ESTATES,1849397,"£182,852.25",,M1 4BT,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£186,385.50",,NW1 3HG,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£186,455.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£186,455.00",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,CITY OF LONDON,1866670,"£187,500.00",,EC2P 2EJ#INS,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063005,"£187,562.43",EIP2011-12 (E131) CCNF400 Phase 3 Initiation Service,WA3 9BD,E131,Programme
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1840864,"£188,573.69",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1063180,"£190,093.00",CCNS158 - Service Delivery (Replacement of PO 10000024445),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1063180,"£190,093.00",CCNS158 - Service Delivery (Replacement of PO 10000024445),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,29-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064836,"£190,093.00",CCNS158 - Service Delivery (Replacement of PO 10000024445),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,221000-Property Rent and Rates,NZ406-Strategic Estates Feeder,GVA GRIMLEY LTD T/A GVA,1064093,"£191,161.25",Rent/Service Charges - Archway Tower,B1 2JJ-VALAD,0,Admin
Ministry of Justice,HMCTS,23-Dec-11,222002-Other Property Costs,FZ999-Midlands Region,REGENT OFFICE CARE LTD,1867514,"£192,605.73",Regent Office Care. Contract cleaning for Midlands Region 2011/12.,CV6 4QH,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£192,668.00",A-R-01986-14.V02 - IDP Prod Apps Server Implementation (One Off Costs),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£195,387.59",QBD Unitary Core - Telephone,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COLLINGWOOD RIGBY,1847046,"£195,422.60",,B17 9PU-RENT,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,532000-Tangible GBV - Additions,GZ999-North West Region,PLANSCAPE GROUP LIMITED,1864010,"£195,640.70",Salford Business Centre - Refurbishment and fit out of ground and first floor,CIS-M4 1DW,B714,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£196,410.00",Shared Application Services,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£196,410.00",Shared Application Services,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,09-Dec-11,222002-Other Property Costs,CZ999-South East Region,HI-SPEC FACILITIES SUPPORT CO PLC,1847212,"£198,533.33",SE Region- Hi Spec- cleaning 11/12,SE16 7PF,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LONDON & CAPITAL PROPERTIES LTD,1849841,"£198,548.07",,NW1 3HG,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1062944,"£199,135.77",CJSM Managed Service,RG12 1XL,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,STANDARD LIFE INVESTMENTS,1870939,"£205,747.92",,EH2 2LL,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1859079,"£205,810.61",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1860119,"£208,407.00",,RATES,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,SL999-Centralised Frontline,CITY OF LONDON,1866669,"£214,306.25",,EC2P 2EJ,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1849319,"£214,977.00",CCN A-S-2555-01-v04 -milestone 1 - training set up at 15 sites,WV10 6UH,B319,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,JAMES ANDREW RSW,1841094,"£215,884.00",,N3 2BP-RENTGEE,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,STANDARD LIFE INVESTMENTS,1867597,"£219,851.50",,EH2 2LL-RENT,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064641,"£226,618.06",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£228,104.86",PQ106 -  PB508 (NOMS008)  Mercury,RG12 1HN,E148,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,B&HS MANAGEMENT LTD,1849324,"£229,909.50",,W1G 0PW,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1870828,"£231,250.00",,W1K 4QX,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1870828,"£231,250.00",,W1K 4QX,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,ASHWELL ROGERS LLP,1866521,"£231,875.00",,W1S 3NQ,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,222002-Other Property Costs,DZ999-South West Region,MITIE SECURITY LTD,1845112,"£232,828.15",South West Region-DA170-222151- Mitie- Static Guarding 2011/2012,MK6 2WX,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LIBERATA UK LTD,1063827,"£233,092.02","Accounting, Invoicing and related services",NP10 8BA,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£239,954.58","A-R-01650-01.V01 - LSC Variable Charges for Desktops, laptops, RAS :  2011/12",WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1062658,"£242,301.59",OMNI NAH,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£242,301.59",OMNI NAH,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£242,301.59",OMNI NAH,M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,13-Dec-11,222001-Maintenance,NZ406-Strategic Estates Feeder,M J FERGUSON LTD,1063565,"£242,531.31",PPM for MoJ HQ Estate (June 2011 - March 2012),CIS-CM12 0BT,0,Admin
Ministry of Justice,HMCTS,13-Dec-11,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,1849585,"£262,034.74",Exter PFI - Enterprise Civic Buildings Ltd - Unitary Charges for Exeter PFI - Monthly -11/12,GU9 7PT,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1062531,"£263,675.81",Managed Service - Operations Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064641,"£266,495.16",Wan/Lan Services,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,DTZ DEBENHAM TIE LEUNG,1849551,"£273,260.06",,B4 6AJ A/C CPS,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,222001-Maintenance,AP999-HQ - Strategy & Change,CITY OF LONDON,1866669,"£276,272.00",,EC2P 2EJ,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,GREAT CAPITAL PARTNERSHIP (GP) LTD,1849662,"£278,750.00",,W1G 0PW,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,DELANCEY ARNOLD UK & DELANCEY ROLLS LTD,1840861,"£288,555.09",,NW1 3BG,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,543399,"£290,135.00",HMCTS: Multiple Sites - Annual Fixed Consolidated One-Bill:1st December 2011 - 30 November 2012 - Royal Mail,PE4 5BR,0,Programme
Ministry of Justice,MoJ HQ,29-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,WILLIS LTD,1064850,"£296,140.68",Willis Ltd- Motor Fleet Policy 01-11-11 to 31-10-12,EC3M 7DQ,0,Admin
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1062459,"£298,259.20",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£299,844.19",PQ109 - PB629 (NOMS018) (CP6.2) EUC Laptop,RG12 1HN,E065,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1860014,"£300,943.75",,RATES,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1063827,"£301,673.70",Liberata Payroll Services - Monthly Payroll Charge for the new financial year 11-12 - NX416.,NP10 8BA,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SYNERGY HUNTINGDON TRUSTEE LTD,1841613,"£313,791.12",,E14 5LQ,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1862743,"£314,673.04","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme
