Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,13.4,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,89.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,8.95,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,206.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,VODAFONE CORPORATE,4000063287,41.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,1.56,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Families Group,VODAFONE CORPORATE,4000063287,123.3,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,8.47,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,103.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,20.9,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,121.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,2.62,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Which Group in CYPFD? ,VODAFONE CORPORATE,4000063287,49.86,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,4.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,24.81,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,485.48,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,0.68,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,People and Change,VODAFONE CORPORATE,4000063287,25.95,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,ALB Reform Group,VODAFONE CORPORATE,4000063287,14.73,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,ALB Reform Group,VODAFONE CORPORATE,4000063287,82.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 1,VODAFONE CORPORATE,4000063287,7.58,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Supporting Children and Young People Group 2,VODAFONE CORPORATE,4000063287,7.58,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,4.16,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,8.28,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,207,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,69.28,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,8621.61,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,6669.95,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,451.84,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,226.62,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,173.93,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,41.1,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,1726.74,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Families Group,PROLOG,4000063800,363.51,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Safeguarding Group,PROLOG,4000063800,5870.58,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Supporting Delivery Group,PROLOG,4000063800,2.08,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,127.93,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,241.44,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Children Young People and Families Early Years Extended Schools and Special Needs Group,PROLOG,4000063800,1501.63,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Supporting Children and Young People Group 2,PROLOG,4000063800,220.8,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Personnel Related,Children Young People and Families Early Years Extended Schools and Special Needs Group,ATLANTIC DATA LTD,4000063329,32172.58,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Personnel Related,People and Change,CABINET OFFICE,4000064403,28500,"Personnel related costs including staff recruitment, staff restaurant subsidies, family care expenses
Specifically for Fast Stream recruitment. The Fast Stream is part of a strategy for developing skills for the future capability of the DfE",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,Personnel Related,Children Young People and Families Early Years Extended Schools and Special Needs Group,CAPITA EDUCATION RESOURCING,4000063399,165195,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Personnel Related,Children Young People and Families Early Years Extended Schools and Special Needs Group,CRIMINAL RECORDS BUREAU,4000063339,181500,Costs related to staff expenses including membership fees to professional bodies and CRB checks,Public Sector
