Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category,SME?,Sector
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£763,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£50,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,558",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£187,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£312,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,220",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£903,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£275,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£495,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,184",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£50,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,231",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,"£1,140",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,699",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£648,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£210,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£75,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,"£2,139",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£152,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,"£1,131",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,"£1,484",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£315,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£257,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£784,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£386,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£422,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£963,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£368,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£121,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£76,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£73,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£673,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£195,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£50,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£218,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£890,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£133,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£615,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£293,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£130,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£157,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£497,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£68,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£2,909",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£194,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,509",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£494,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,703",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,975",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£932,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£3,654",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,"£3,875",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£164,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,"£2,299",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£590,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£149,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£948,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£432,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£610,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Jobcentre Plus,16-Dec-11,STAFF COSTS,COO,EXPOTEL,2023613294,£392,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£57,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Jobcentre Plus,16-Dec-11,STAFF COSTS,COO,EXPOTEL,2023613294,£147,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£190,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£347,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£125,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,427",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£168,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,506",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£2,522",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,380",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£405,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£898,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,"£1,363",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£70,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£236,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£147,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£232,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,CIT,EXPOTEL,2023618606,£656,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£283,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£99,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£182,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£317,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£78,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£223,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£314,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£61,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£709,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£850,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£104,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£63,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£120,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£925,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,"£1,076",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£174,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£103,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£334,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£68,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£312,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£264,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,Change PMU,EXPOTEL,2023618606,"£3,198",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£422,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£228,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,Change PMU,EXPOTEL,2023618606,"£1,365",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£271,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£57,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£405,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£463,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£95,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£551,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£897,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£605,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£841,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£181,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£528,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,"£2,160",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,"£1,509",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,My Civil Seevice Pension,EXPOTEL,2023618606,"£1,825",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£75,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,STR,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£118,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,F&C,EXPOTEL,2023618606,£410,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£975,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£428,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£949,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£430,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£106,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,"£2,908",Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£494,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£76,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£71,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£235,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,HRD,EXPOTEL,2023618606,£439,Travel,Business Travel,Hotels,YES,Private
Department for Work and Pensions,Corporate,19-Dec-11,STAFF COSTS,PS,EXPOTEL,2023618606,£122,Travel,Business Travel,Hotels,YES,Private
