Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,17/10/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030023950,"21,826.94",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,22/11/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030024163,"21,492.79",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,04/11/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030024165,"51,887.50",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,16/12/2011,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030024518,"21,672.14",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,16/01/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030024918,"21,458.28",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,14/02/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030025239,"21,589.12",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,07/03/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030025506,"21,499.52",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,27/03/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,0030025665,"38,825.00",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,05/05/2011,Management of Grant Programmes,LPW Programme Costs,Liberata UK Ltd,0030022224,"41,082.44",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,05/07/2011,Management of Grant Programmes,LPW Programme Costs,Liberata UK Ltd,0030022866,"26,343.28",DCMS - Accounting Services
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Other,Asset sale,Lightcatch Limited,0030024146,"2,000,000.00",Completion Adjustment
Department for Culture Media and Sport,Department for Culture Media and Sport,10/06/2011,Legal Services - Programme,Asset sale,Linklaters LLP,0030022546,"130,564.90",Costs in relation to sale of asset
Department for Culture Media and Sport,Department for Culture Media and Sport,10/06/2011,Legal Services - Programme,Asset sale,Linklaters LLP,0030022567,"170,359.05",Costs in relation to sale of asset
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Legal Services - Programme,Asset sale,Linklaters LLP,0030023476,"592,962.36",Costs in relation to sale of asset
Department for Culture Media and Sport,Department for Culture Media and Sport,15/04/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030022067,"2,522,282.19",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,11/05/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030022295,"594,568.72",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,26/05/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030022484,"452,604.52",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,16/06/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030022699,"337,677.85",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,13/10/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030023914,"3,461,896.96",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Current Grants Private Sector,LPW Programme Costs,Listed Places of Worship,0030024147,"66,340.87",Listed Places of Worship Grant
Department for Culture Media and Sport,Department for Culture Media and Sport,02/12/2011,Temp staff filling vacancy,Broadband Delivery UK (Admin),Local Partnerships,0030024477,"49,525.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030023199,"63,551.97",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,06/10/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030023768,"68,364.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,02/12/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030024428,"68,600.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030024550,"58,257.00",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,19/01/2012,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030024927,"86,437.20",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,13/02/2012,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030025240,"64,095.60",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,09/03/2012,Temp staff Interim managers,Broadband Delivery UK (Admin),Local Partnerships,0030025585,"84,434.40",Broadband Delivery UK Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Olympic Ticket Purchases,GOE managed programme costs,LOCOG (Ticket Payments Only),0030024558,"181,375.00",Olympic Ticket Sales
Department for Culture Media and Sport,Department for Culture Media and Sport,19/03/2012,Olympic Ticket Purchases,GOE managed programme costs,LOCOG (Ticket Payments Only),0030025661,"226,415.00",Olympic Ticket Sales
Department for Culture Media and Sport,Department for Culture Media and Sport,10/01/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030024896,"25,000,000.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025825,"1,652,460.45",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025826,"4,534,358.40",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025828,"5,936,216.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025829,"6,604,074.12",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025830,"5,083,734.15",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025831,"630,956.40",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025832,"3,960,143.20",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG Grants,0030025833,"1,109,096.52",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,27/04/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030022195,"1,150,433.42",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,08/06/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030022589,"146,585.99",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,08/07/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030022911,"350,531.35",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/08/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030023289,"38,000.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/08/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030023290,"438,183.70",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,06/09/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030023524,"304,831.50",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030023855,"493,010.74",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030023856,"5,000,000.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/11/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024250,"25,860.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/11/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024251,"100,000.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,14/11/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024296,"972,306.33",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,09/12/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024593,"595,502.31",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,09/12/2011,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024594,"127,750.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/01/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030024888,"1,209,349.47",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,24/01/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025060,"4,907,852.63",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,09/02/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025251,"318,782.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,09/02/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025252,"553,428.63",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,10/02/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025262,"69,840.49",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,16/02/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025312,"1,073,399.76",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,19/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025659,"760,571.39",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,19/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025660,"298,104.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,26/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025760,"622,700.13",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,26/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025761,"841,548.68",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025824,"1,308,838.78",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025827,"1,632,915.84",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025835,"8,885,777.00",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025836,"9,291,769.10",Grant To LOCOG re Olympics
Department for Culture Media and Sport,Department for Culture Media and Sport,30/03/2012,Subsidy to PC,Grants to LOCOG,LOCOG Grants,0030025837,"4,642,955.00",Grant To LOCOG re Olympics
