Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Holding CT Core,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,HAFS-17459,4990000,,SL2 4HL,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,NORTH WEST LONDON HOSPITALS NHS TRUST,HAFS-17460,14328000,,HA1 3UJ,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Permenant,DG: Holding CT Core,NORTH WEST LONDON HOSPITALS NHS TRUST,HAFS-17461,21420000,,HA1 3UJ,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Capital Support NHS T Permenant,DG: Holding CT Core,NORTH WEST LONDON HOSPITALS NHS TRUST,HAFS-17462,4000000,,HA1 3UJ,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,BARTS HEALTH NHS TRUST,HAFS-17463,10000000,,E1 8PR,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,HAFS-17464,3700000,,TF6 6TF,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WEST MIDDLESEX UNIVERSITY NHS TRUST,HAFS-17465,1000000,,TW7 6AF,,Other,PUBLIC,
Department of Health,Department of Health,29/09/2014,Addition Clearing - SW LIC,DG: IGT,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,I0010083,15511.23,Capital: STAFA LSP NME Norfolk and Suffolk FT - Lorenzo Deployment Aug 14,BB3 0FG,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Service charge,DG: IGT,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,I0010083,114959.24,Revenue: STAFA LSP NME Norfolk and Suffolk  FT - Lorenzo Deployment Aug 14,BB3 0FG,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Addition Clearing - SW LIC,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0082346,20079.41,Capital:  STAFA LSP NME South Warwickshire - Lorenzo Deployment,CV34 5BW,,Programme,PUBLIC,
Department of Health,Department of Health,29/09/2014,Service charge,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0082346,27348.99,Revenue: STAFA LSP NME South Warwickshire - Lorenzo Deployment,CV34 5BW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Other programme expenditure,DG: GOAD,NHS ENGLAND CBA033,BRIGHTON & HOVE PCT & SUSSEX HEALTH INFORMATICS,28178.49,,,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,EAST & NORTH HERTFORDSHIRE NHS TRUST,ERS-527278-94327,28048,Research for Patient Benefit,BS1 2NP,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,ERS-527282-94328,67537,Programme Grants for NHS Trusts,E1 1RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,EAST LONDON NHS FOUNDATION TRUST,ERS-527282-94328,66966,Programme Grants for NHS Trusts,E1 1RD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,ERS-527283-94334,105586,Programme Grants for NHS Trusts,NG8 3LL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-527289-94297,71446.11,HTA Commissioned Research,WC1N 3JH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-527289-94297,26775.4,Targeted Capacity Building,WC1N 3JH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-527289-94297,49948,HTA Commissioned Research,WC1N 3JH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527290-94343,3378,HTA Researcher Lead,M25 3BL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527290-94343,107872,PRU,M25 3BL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-527290-94343,23809,HTA - Support for Clinical Trials,M25 3BL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,26017,Reviews Infrastructure (Existing),SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,50062.23,HTA Commissioned Research,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,22036,HTA Commissioned Research,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,28253,Programme Grants for NHS Trusts,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,8333,Research for Patient Benefit,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,24533,Programme Grants for NHS Trusts,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,102535,EME - ( NETSCC ),SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-527291-94285,90930,Research for Patient Benefit,SE1 9RT,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-527292-94302,71930.34,HS & DR,B9 5TA,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-527292-94302,16002.78,HTA Researcher Lead,B9 5TA,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-527293-94329,207,Research for Patient Benefit,AL3 5TL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-527293-94329,18145,Unallocated,AL3 5TL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-527293-94329,27135,HS & DR,AL3 5TL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-527293-94329,10810,Research for Patient Benefit,AL3 5TL,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-527295-94324,110606,Research for Patient Benefit,HU16 5JQ,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-527295-94324,52329.51,Research for Patient Benefit,HU16 5JQ,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-527297-94345,107484,HTA Commissioned Research,W12 0HS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-527297-94345,8333,HTA Commissioned Research,W12 0HS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-527297-94345,35890,HTA Commissioned Research,W12 0HS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-527305-94288,153946.44,PROJECTS,SE5 9RS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-527305-94288,90502,HTA Commissioned Research,SE5 9RS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-527305-94288,102396,Cochrane Projects - not including the UKCC,SE5 9RS,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-527311-94276,37909.66,Cochrane Projects - not including the UKCC,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,8483,EME - ( NETSCC ),LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,104273,HTA - Support for Clinical Trials,LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,31263.75,HTA Commissioned Research,LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,102739,HTA Commissioned Research,LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,16416,HTA Commissioned Research,LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-527312-94303,15250,PROJECTS,LS9 7TF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-527321-94405,20555,HS & DR,M21 9UN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-527321-94405,95308,Research for Patient Benefit,M21 9UN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-527321-94405,18734,Research for Patient Benefit,M21 9UN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-527321-94405,1780,Programme Grants for NHS Trusts,M21 9UN,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MID YORKSHIRE HOSPITALS NHS TRUST,ERS-527327-94336,33493,Research for Patient Benefit,WF1 4TU,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-527328-94298,29417.93,HTA Researcher Lead,EC1V 2PD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-527328-94298,90612.21,Research for Patient Benefit,EC1V 2PD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-527328-94298,110603.4,Research for Patient Benefit,EC1V 2PD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-527328-94298,50958.6,Research for Patient Benefit,EC1V 2PD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-527328-94298,58446.29,Experimental Cancer Medicine Centres,EC1V 2PD,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,24999.9,Reviews Infrastructure including the UKCC,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,98517,Reviews Infrastructure (Existing),LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,167274,Cochrane Projects - not including the UKCC,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,198814,HTA Researcher Lead,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,197931,HTA Researcher Lead,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,198717,HS & DR,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-527332-94404,15672,0070097  -  TMER - COST CENTRE 95134,LS15 7TW,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS Bradford Districts CCG 02R,ERS-527333-94423,94921,RP-PG-1209-10040 RNP/901/026/167 (Replaces 497593),WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,38583,RP-PG-0608-10045,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,70300,RP-PG-0608-10018 (REPLACES PO 456028) RNP/901/026/102,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,123893.22,Ref: 12/130/15,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,47028.42,Ref: 12/209/02,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,60785.25,HSDR - 12/130/53 - Lead Author Dr Sarah Purdy,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,30134,RfPB Project - PB-PG-0712-28056 - Lead Author,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-527334-94421,34811,PB-PG-1112-29014 Prof Harcourt,BS1 3NX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-527335-94420,103820,RP-PG-0608-10079,CB2 8FH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-527335-94420,142141,RP-PG-0608-10050,CB2 8FH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-527335-94420,7833,PB-PG-0610-22311 - PI Dr Jonathan Graffy,CB2 8FH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS CAMDEN CCG,ERS-527336-94427,40000,NIHR Research Capability Funding 2013/14 & 2014/15,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-527337-94422,127548,RP-PG-0707-10131,ST5 1QG,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-527337-94422,88122,RP-PG-1211-20010,ST5 1QG,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS NOTTINGHAM CITY CCG 04K,ERS-527338-94418,98046,RP-PG-0109-10020,WF3 1WE,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,118047,RP-PG-1209-10051 (Replaces PO 490153) RNP/901/026/155,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,95404,RP-PG-0608-10147 (Replaces PO 450514) RNP/901/026/095,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,141403,RP-PG-0608-10038 (Replaces PO 450511) RNP/901/026/094,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,19653,PB-PG-0110-21190 (Replaces PO 501006) RNP/901/024/386,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,111972,RP-PG-1210-12012,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-527339-94419,98575,PB-PG-1210-12003 Dr Rafael Perera,OX4 2LH,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NHS SHEFFIELD CCG,ERS-527340-94424,93292,RP-PG-1210-12009,S36 2GB,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,77866,RP-PG-0311-12004 Dr George Christopher Fox,NR4 7UY,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,13103,2012RESP065(193-12-12) PB-PG-0711-25123 - Dr Andrew Wilson,NR4 7UY,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,41050,NIHR CTU Support Funding Norwich Clinical Trials Unit,NR4 7UY,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,169,PB- PG-0711-25003 - Host Ref: 2012CARD05M,NR4 7UY,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,19078,2011MFE02L T34 - PB-PG-0909-20246 - RNP/901/024/393,NR4 7UY,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-527343-94292,24738,2010RH03L (88-06-10) - RfPB PB-PG-0808-14201,NR4 7UY,,Programme,PUBLIC,
