Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,Basic Pay (Secondees),GOE Admin Costs,Ministry of Defence ,30027446,"40,130.34",PROVISION RAF PERSONNEL QTR1 12/13
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,Capital Grant Private Sector,LPW Programme Costs,The Archbishops Council,30027420,"42,481.00",CAPITAL GRANT FOR LPW JUL 12
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30027344,"91,357.80",PROF CHARGES Q1 APR-JUN 12
Department for Culture Media and Sport,Department for Culture Media and Sport,07/08/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30027344,"456,789.00",PROF CHARGES Q1 APR-JUN 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/08/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000290,"35,674,750.00",BBC GIA AUG 12 - PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,08/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30027368,"4,409.80",DCMS SERVICES - JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/08/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30027368,"22,049.01",DCMS SERVICES - JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027482,"65,250.00",SECURITY EARLY TESTING JULY
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027483,"353,593.00",PARK MANAGEMENT - JULY
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027484,"5,741,255.59",PARK OPERATIONS JULY
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30027460,"11,547.63",PROFESSIONAL CHARGES 28/5 - 29/6/12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30027461,"19,037.63",PROFESSIONAL CHARGES 27/5 - 29/6/12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30027460,"57,738.13",PROFESSIONAL CHARGES 28/5 - 29/6/12
Department for Culture Media and Sport,Department for Culture Media and Sport,09/08/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30027461,"95,188.13",PROFESSIONAL CHARGES 27/5 - 29/6/12
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Aircom International,30027468,"10,672.00",TRANSMISSION PLANNING
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30027513,"12,134.00",BDUK MIP END JUNE/JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30027513,"60,670.00",BDUK MIP END JUNE/JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000291,"140,000,000.00",BBC GIA AUG 12 - PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30027528,"87,019.49",RURAL BROAD PROGRAMME JUL 12
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30027504,"750,733.49",LEVISON INQ MAY-JUN 12
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30027485,"91,357.80",PROF CHARGES ADV GROUP Q2
Department for Culture Media and Sport,Department for Culture Media and Sport,13/08/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30027485,"456,789.00",PROF CHARGES ADV GROUP Q2
Department for Culture Media and Sport,Department for Culture Media and Sport,14/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30027507,"6,010.74",PROFESSIONAL SERV - 31/7/12
Department for Culture Media and Sport,Department for Culture Media and Sport,14/08/2012,TSOL Disbursement Costs,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30027507,"37,048.42",PROFESSIONAL SERV - 31/7/12
Department for Culture Media and Sport,Department for Culture Media and Sport,15/08/2012,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,30027550,"38,168.97",OPPORTUNITY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2012,Temp staff Interim managers,GOE Admin Costs,LA International,30027534,"38,889.00",M SCOTT WE3.6.11 TO WE5.8.12
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027571,"7,201,562.88",LAST MILE FUNCTIONS JULY 12
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000255,"238,083.00",NFTS GIA AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2012,Grant to OGD (Resource),OFCOM,OFCOM,30027572,"141,964.00",OFCOM MEDIA LIBRARY
Department for Culture Media and Sport,Department for Culture Media and Sport,16/08/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000258,"5,661,471.00",UKS GIA SEPT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,17/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027580,"964,438.00",JULY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000292,"35,674,750.00",BBC GIA AUG 12 - PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Cabinet Office ,30027617,"9,120.00",MEDIA MONITORING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,COI Services,Press Office,Cabinet Office ,30027617,"45,600.00",MEDIA MONITORING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Sport Resolutions (UK),30027595,"11,995.00",Q2 PAYMENT 2012/13 ELEMENT OF NADP
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),30027595,"59,975.00",Q2 PAYMENT 2012/13 ELEMENT OF NADP
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,Reimbursement of Agreed Costs,Nations and Regions,Welcome to Yorkshire,30027620,"30,000.00",Q1: NATIONS & REGIONS CO-ORDINATOR
Department for Culture Media and Sport,Department for Culture Media and Sport,20/08/2012,Reimbursement of Agreed Costs,Nations and Regions,Welcome to Yorkshire,30027621,"30,000.00",Q2: NATIONS & REGIONS CO-ORDINATOR
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,VAT Recoverable Business Activ,Misc Balance Sheet,Arena Structures,30027614,"34,643.58",MEDIA VILLAGE - DIAMOND JUBILEE
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Arena Structures,30027613,"63,834.55",DIAMOND JUBILEE
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Host Management Services,State Ceremonials Prog Costs,Arena Structures,30027614,"173,217.89",MEDIA VILLAGE - DIAMOND JUBILEE
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Ceremonial Event Costs,State Ceremonials Prog Costs,Arena Structures,30027613,"319,172.75",DIAMOND JUBILEE 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30027631,"128,713.11",GRANT CLAIM
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30027626,"86,005.74",SI PROJECTS
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,IT Capital Additions,Information Services,Atos IT Services UK Limited,30027626,"1,127,179.67",SI PROJECTS
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Government Procurement Card,Procurement,Barclays Bank plc,30027503,"54,624.25",GPC AUGUST 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Capita Symonds Ltd,30027593,"8,562.60",WORKPLACE DESIGN
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Accommodation Management Fees,Estates & Property Services,Capita Symonds Ltd,30027593,"42,813.00",WORKPLACE DESIGN
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Dept for Communities & Local Govt,30027533,"7,572.94",HR STAFF BENEFITS / AUDIT PLANNING & COM
Department for Culture Media and Sport,Department for Culture Media and Sport,21/08/2012,Internal Audit Service CLG fee,Director of Finance,Dept for Communities & Local Govt,30027533,"37,864.70",HR STAFF BENEFITS / AUDIT PLANNING & COM
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000293,"35,674,750.00",BBC GIA AUG 12 - PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,E C Harris LLP,30027642,"11,283.82",JUNE 12: WORKS MANAGEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2012,Works Manager Fees,State Ceremonials Prog Costs,E C Harris LLP,30027642,"56,419.08",JUNE 12: WORKS MANAGEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30027670,"22,096.13",JULY/AUG 2012 FIELDWORK
Department for Culture Media and Sport,Department for Culture Media and Sport,23/08/2012,Research,EAU Taking Part Survey,TNS UK LTD,30027670,"110,480.67",JULY/AUG 2012 FIELDWORK
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30027645,"4,332.00",COST MODELLING SUPPORT JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30027645,"21,660.00",COST MODELLING SUPPORT JULY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30027583,"18,647.58",JULY 2012 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30027583,"136,376.70",JULY 2012 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30027697,"974,267.08",DRAWDOWN REQUEST 31.7.12
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30027592,"10,027.13",JUNE 2012 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30027591,"20,874.51",JULY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30027592,"50,135.63",JUNE 2012 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,28/08/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30027591,"104,372.57",JULY 12 PROFESSIONAL CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,29/08/2012,Basic Pay (Secondees),GOE Admin Costs,Hitachi Consulting,30027715,"26,729.71",SERVICES JUN/JUL/AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,29/08/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025865,"25,334.00",CS RATES 6TH FLOOR INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,29/08/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025856,"164,432.00",CS RATES BASEMENT TO 4TH INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,31/08/2012,Legal Advice,Human Resources Team,Sheridans,30027752,"27,500.00",A SMITH
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000266,"22,866,905.00",ACE GIA SEPT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000300,"35,316,750.00",BBC GIA SEP 12-PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000265,"1,908,053.00",BFI GIA SEPT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000286,"143,583.00",
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000268,"111,833.00",ORNC GIA SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000284,"317,000.00",HMGIASEPT2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000263,"1,768,350.00",IWM GIA SEPT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000275,"1,904,097.00",NML GIA SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000277,"606,417.00",NPG GIA SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000278,"3,813,000.00",NHM GIA Sept 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Subsidy to PC,OFCOM,OFCOM,50000294,"9,441,540.00",Q2 SEPT SPECTRUM MANAGEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,03/09/2012,Capital Grants to PCs,OFCOM,OFCOM,50000295,"5,019,378.00",Q2 SEPT SPECTRUM CLEARANCE
