Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,160.39 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,350.81 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,4885.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,777.00 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,410.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,466.58 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1134.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,77.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,175.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,77.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,828.22 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,223.60 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,393.79 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1596.79 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1650.98 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,105.85 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,671.41 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,110.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,240.10 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,565.40 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,77.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,518.39 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,166.90 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,394.60 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,3397.67 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,2473.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1412.91 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1193.04 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,10616.03 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,77.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1667.30 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,482.60 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,2998.76 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,246.60 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,242.40 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,896.01 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,151.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,851.00 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,640.39 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,346.25 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1669.63 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,126.20 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1376.80 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,2829.26 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,415.75 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1174.98 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,191.90 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,1635.84 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,197.40 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,2196.67 ,,,
Department of Health,Department of Health,09/01/2013,Travel & Subsistence,INFORMATICS,EXPOTEL HOTEL RESERVATIONS LTD,,,16015498,418.99 ,,,
Department of Health,Department of Health,09/01/2013,Storage costs,Strategy Finance & NHS,ALLIANCE PHARMACEUTICALS LTD,LARGE,,234750,58450.00 ,,,
Department of Health,Department of Health,09/01/2013,Outsourcing Contract,Strategy Finance & NHS,FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060022059,1112476.41 ,Clinical services under E16 Renal contract,Programme,
Department of Health,Department of Health,09/01/2013,Professional fees,Strategy Finance & NHS,NORTON ROSE LLP,LARGE,SE1 2AQ,1408371,39694.02 ,Post-OJEU Budget for Project Verdi Legal Support,Programme,
Department of Health,Department of Health,09/01/2013,Research & development,Research & Development,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,IW1903/ERS-480690-68830,115623.00 ,Health Tech Assessment,Programme,
Department of Health,Department of Health,10/01/2013,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,5855,47209.08 ,CPA 474211 Inv 5855 Recharge for the TRS project November 2012,Programme,
Department of Health,Department of Health,10/01/2013,Professional fees,External Relations,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,5857,51660.00 ,CPA 474211 Invoice number 5857 Recharge for the Hutton project November 2012,Admin,
Department of Health,Department of Health,10/01/2013,Publicity & advertising,External Relations,LIVITY LTD,SME,SW9 8DJ,840,53681.00 ,Youth Marketing activity (Brand development and Peer-to-Peer activity) ,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Improvement & Efficency,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594412,992.00 ,Contingency.,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Improvement & Efficency,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594412,19008.00 ,Delivery of Innovation Scorecard as per Innovation health and Wealth recommendation. Feasibility Stage.,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Improvement & Efficency,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594412,70000.00 ,Implementation Stage.,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Improvement & Efficency,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12594412,42847.00 ,Project extension.,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Public Health,THE TERRENCE HIGGINS TRUST,VCS,WC1X 8DP,29000132,245000.00 ,Targeted HIV Prevention work - New Contract from 2012 onwards.,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Goverance Operations & Assurance,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584118843,32407.20 ,IMS3/IWS trainer A  Learning resource creation and maintenance / enable,Admin,
Department of Health,Department of Health,10/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869323,57128.58 ,Regional bowel cancer campaign - Out Of Home advertising,Programme,
Department of Health,Department of Health,10/01/2013,Publicity & advertising,External Relations,GROUPM UK LTD,LARGE,WC7X 8RX,869323,13522.47 ,Regional bowel cancer campaign - Out Of Home advertising,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,Public Health,SERCO PUBLIC SERVICES LTD,LARGE,L34 1PJ,90794042,308923.26 ,Serco Ltd - For services provided on  Healthy Start Issuing Unit - Cycle 125  - 19th November to 16th December 2012,Admin,
Department of Health,Department of Health,10/01/2013,Revenue Grants to non-profit institutions,Social Care,BLISS THE NATIONAL CHARITY FOR THE NEWBORN,VCS,SE1 2EL,ERS-481797-69021,26477.50 ,2010/015 BLISS - The charity for the Newborn: project - Family centred care - a guide for parents,Programme,
Department of Health,Department of Health,10/01/2013,Revenue Grants to non-profit institutions,Public Health,YOUTH SPORT TRUST,VCS,LE11 3QF,ERS-481832-69041,400000.00 ,2012-13 Youth Sport Trust - Change4Life School Sports Clubs extention,Programme,
Department of Health,Department of Health,10/01/2013,Consultancy/Professional Advice,NHS Finance Operations & Performance,MCKINSEY AND CO INC UK,LARGE,SW1Y 4UH,14843,708000.00 ,Variation to a contract for Procurement Activity Support for the TSA,Programme,
Department of Health,Department of Health,10/01/2013,Research & development,Research & Development,BMJ PUBLISHING GROUP LTD,LARGE,WC1H 9JR,I0051200,133703.00 ,TASC (inc CRD reviews),Programme,
Department of Health,Department of Health,10/01/2013,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,,,16029731,28096.22 ,,,
Department of Health,Department of Health,10/01/2013,Contractor/Staff Substitution,Strategy Finance & NHS,NORTHGATE UK LTD,LARGE,HP2 4NW,91243488,108268.37 ,Proms Lot1 - Data collection for Proms - CCN / Add to PO for 2012/13 ,Programme,
Department of Health,Department of Health,10/01/2013,Outsourcing Contract,External Relations,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,1051453,27000.00 ,Provision of services to meet the MoU to deliver the activity of the UKFPO.,Programme,
Department of Health,Department of Health,11/01/2013,ENDPBs Admin Revenue Grant in Aid,Public Health,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PUBLIC,SW8 5NQ,1423964,900000.00 ,MHRA 2012/13 revenue allocation,Other,
Department of Health,Department of Health,11/01/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,LONDON SHA,PUBLIC,WF3 1WE,19523366,36380.79 ,Secondment fees G6/G7,Admin,
Department of Health,Department of Health,11/01/2013,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025565,122621.26 ,"Quarry House Leeds - Accomm. Costs April 2012 - January 2013 Business Rates@£119,304.32 mthly.",Admin,
Department of Health,Department of Health,11/01/2013,Utilities,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025565,2677.17 ,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Utilities Charge@£42,990.05 mthly.",Admin,
Department of Health,Department of Health,11/01/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025604,523632.60 ,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin,
Department of Health,Department of Health,11/01/2013,Rates,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025642,122621.26 ,"Quarry House Leeds - Accomm. Costs April 2012 - January 2013 Business Rates@£119,304.32 mthly.",Admin,
Department of Health,Department of Health,11/01/2013,Rent of Land & Buildings (non-PFI operating lease),Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5025642,522252.40 ,"Quarry House Leeds - Accomm. Costs April 2012 - March 2013 Facilty Price Rent@£514,167.05 mthly.",Admin,
Department of Health,Department of Health,11/01/2013,Outsourcing Contract,NHS Medical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,91007184,41244.00 ,2012/13 lead organisation funding for palliative care pilot site in accordance with the MOU signed on 19/11/12,Programme,
Department of Health,Department of Health,11/01/2013,Other programme expenditure,Public Health,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I123715,175000.00 ,Hosting of the NHS National Genetics Educational and Development Centre.,Programme,
Department of Health,Department of Health,11/01/2013,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 5SU,260116739,84007.50 ,Quantitative research to evaluate the C4L January 2013 healthy eating campaign.,Programme,
Department of Health,Department of Health,11/01/2013,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,16029752,30879.78 ,,,
Department of Health,Department of Health,11/01/2013,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,,,15307031,39798.00 ,,,
Department of Health,Department of Health,11/01/2013,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,,,15313102,39708.00 ,,,
Department of Health,Department of Health,11/01/2013,Mobile Phones,INFORMATICS,VODAFONE CORPORATE LTD,,,15346331,39438.00 ,,,
Department of Health,Department of Health,11/01/2013,External Consultancy Fees,INFORMATICS,ROYAL COLLEGE OF PHYSICIANS,,,16029749,35000.00 ,,,
Department of Health,Department of Health,14/01/2013,Outsourcing Contract,Social Care,VOICEABILITY,VCS,CB3 0RN,897,37500.00 ,Manage and facilitate the work of the National Forum for people with learning difficulties - 1st April 2012 - 31st March 2013,Programme,
Department of Health,Department of Health,14/01/2013,Publicity & advertising,External Relations,CABINET OFFICE,PUBLIC,CF14 3UW,250005982,45000.00 ,Media Monitoring Unit (MMU),Admin,
Department of Health,Department of Health,14/01/2013,Outsourcing Contract,NHS Medical,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,4000338358,39327.50 ,Sheffield Death Certification Extended Pilot.  1 April 2012 to 31 March 2013.,Programme,
Department of Health,Department of Health,14/01/2013,Other programme expenditure,Public Health,HEALTH PROTECTION AGENCY (HPA),PUBLIC,SW1W 9SZ,5424471,72500.00 ,Delivering recommendations from the Pandemic Influenza Surveillance Development Work Plan 2012/13,Programme,
Department of Health,Department of Health,14/01/2013,Conferences & seminars,Social Care,HEALTHCARE CONFERENCES LTD,SME,KT16 0NT,79685,33600.00 ,175 Delegate places to attend the New Savoy Partnership Conference,Admin,
Department of Health,Department of Health,14/01/2013,Publicity & advertising,External Relations,DLKW LOWE LTD,LARGE,SW3 3XB,9052001633,76635.46 ,Dementia creative production costs,Programme,
Department of Health,Department of Health,14/01/2013,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-482018-69061,401018.75 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,14/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482096-69084,59274.14 ,HTA Clinical Evaluation Trial,Programme,
