Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,11.25,K&I Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,7.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Rail Travel UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,29.60,K&I Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,6.79,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,10.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54194,14.40,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",54195,26.80,F&C Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54196,9.90,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54196,5.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54196,9.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54197,115.58,E&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54198,518.40,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54198,12.60,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54198,19.20,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54198,35.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54198,92.83,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54199,31.50,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Motor Vehicle Hire,Knowledge & Innovation Group - Higher Education,"Personal Expense, Name Witheld",54200,28.35,K&I Devolved Admin-Motor Vehicle Hire,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Knowledge & Innovation Group - Higher Education,"Personal Expense, Name Witheld",54200,10.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Higher Education,"Personal Expense, Name Witheld",54200,5.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,Knowledge & Innovation Group - Higher Education,"Personal Expense, Name Witheld",54200,15.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hotel & Accommodation Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",54201,303.92,BLG Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",54201,28.97,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",54201,32.82,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",54201,40.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",54201,64.42,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Mileage Allowance UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",54202,115.56,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",54202,22.13,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",54202,40.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",54202,5.85,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Rail Travel UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54203,21.60,K&I Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Taxi Services UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54203,31.00,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Other Travel,Enterprise & Skills Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",54204,4.95,E&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Rail Travel Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54205,5.45,BLG Devolved Admin-Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54205,10.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54206,4.40,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54206,10.00,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54206,15.72,BLG Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,FINANCE FOR HIGHER EDUCATION,54215,370225.36,Student Support: Debt Sale Utilisation-Utilisation of Provisions - Subsidies to Private Sector - Companies,EC3A 7NH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Hire of Agency Staff,Finance & Commercial Group - Finance Group,CAPITA BUSINESS SERVICES LTD,54216,2486.94,F&C Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Finance & Commercial Group - Information and Technology Directorate,BROOK STREET (UK) LTD,54218,617.34,F&C Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,BROOK STREET (UK) LTD,54219,-2978.50,Central Functions-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/08/2014,Hire of Agency Staff,Shareholder Executive - British Business Bank,BROOK STREET (UK) LTD,54219,3458.46,Central Functions-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Hire of Agency Staff,Finance & Commercial Group - Finance Group,CAPITA BUSINESS SERVICES LTD,54224,2030.64,F&C Devolved Admin-Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Additions - Other Loans - Public Corporations,Shareholder Executive - Corporate Finance Practice,POST OFFICE LTD C/O ROYAL MAIL,54225,48000000.00,POL: Voted Loans-Additions - Other Loans - Public Corporations,S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Interest receivable - PCs - Loans (Consolidated Fund),Shareholder Executive - Corporate Finance Practice,POST OFFICE LTD C/O ROYAL MAIL,54225,-1327.05,POL: Interest on Loans-Interest receivable - PCs - Loans (Consolidated Fund),S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Hire of Agency Staff,Shareholder Executive - Business Portfolio,BROOK STREET (UK) LTD,54227,761.26,ShEx Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Hire of Agency Staff,Business & Local Growth - Business & Local Growth DG,BROOK STREET (UK) LTD,54230,587.58,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,IT Services,People & Strategy - Communications Directorate,THE DEXTROUS WEB LTD T/A DXW,54244,5494.93,Digital Media-IT Services,N1 7NG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Service Charges,Finance & Commercial Group - Estates,GVA GRIMLEY LTD,54245,708.52,F&C Devolved Admin-Service Charges,B1 2JJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/08/2014,Publications,Knowledge & Innovation Group - DG/Finance & Corporate Planning,JONES YARRELL LEADENHALL,54246,59.99,K&I Devolved Admin-Publications,E3 3JG,VENDOR
