Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000041797,"5,199,550"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000041798,"7,444,387"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000041799,"20,281,329"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000041800,"4,286,558"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000041801,"9,464,009"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000041802,"2,839,999"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000041803,"16,976,528"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000041804,"2,474,006"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000041805,"3,214,477"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000041806,"17,324,027"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000041807,"1,984,315"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000041808,"23,738,636"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000041809,"5,722,867"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000041810,"9,553,311"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000041811,"3,474,359"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000041812,"21,243,660"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000041813,"14,451,625"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000041814,"7,471,984"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000041815,"8,870,157"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000041816,"12,150,899"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000041817,"9,947,767"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000041818,"4,799,900"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000041819,"6,256,540"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000041820,"4,096,126"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000041821,"6,919,717"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000041822,"5,143,096"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000041823,"4,457,731"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000041824,"6,474,598"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000041825,"7,458,385"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000041826,"6,892,341"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000041827,"6,951,809"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000041828,"3,399,907"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000041829,"6,128,789"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000041830,"3,825,467"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000041831,"4,004,759"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000041832,"5,299,556"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000041833,"5,411,114"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000041834,"4,482,379"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000041835,"6,907,447"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000041836,"6,261,924"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000041837,"2,602,556"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000041838,"10,279,793"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000041839,"5,356,539"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000041840,"2,026,588"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000041841,"6,515,581"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000041842,"3,029,597"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000041843,"9,491,311"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000041844,"6,677,887"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000041845,"5,802,424"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000041846,"4,943,185"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000041847,"12,323,265"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000041848,"4,489,655"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000041849,"6,900,963"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000041850,"3,405,265"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000041851,"4,522,055"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000041852,"5,637,414"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000041853,"13,620,784"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000041854,"2,878,277"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000041855,"3,210,730"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000041856,"3,239,253"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000041857,"4,228,202"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000041858,"9,330,718"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000041859,"11,241,545"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000041860,"5,522,244"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000041861,"5,928,544"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000041862,"11,727,433"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000041863,"6,015,376"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000041864,"8,564,061"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000041865,"3,844,514"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000041866,"4,608,551"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000041867,"1,746,879"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000041868,"3,119,636"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000041869,"2,070,262"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000041870,"3,595,384"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000041871,"5,286,216"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ROTHERHAM MBC,4000041872,"6,176,661"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ROYAL BOROUGH OF KINGSTON UPON THAMES COUNCIL,4000041873,"2,139,053"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,RUTLAND COUNTY COUNCIL,4000041874,"529,224"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SALFORD CITY COUNCIL,4000041875,"5,120,140"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SANDWELL MBC,4000041876,"7,040,563"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SEFTON COUNCIL,4000041877,"5,530,829"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SHEFFIELD CITY COUNCIL,4000041878,"10,265,967"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SHROPSHIRE COUNCIL,4000041879,"4,203,021"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SLOUGH BOROUGH COUNCIL,4000041880,"2,953,673"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOLIHULL MBC,4000041881,"3,595,125"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOMERSET COUNTY COUNCIL,4000041882,"8,162,551"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOUTH GLOUCEST,4000041883,"3,384,994"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOUTH TYNESIDE,4000041884,"3,863,466"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOUTHAMPTON CITY COUNCIL,4000041885,"3,599,037"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SOUTHEND ON SEA BOROUGH COUNCIL,4000041886,"3,548,530"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,ST HELENS MBC,4000041887,"3,553,913"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,STAFFORDSHIRE COUNCIL,4000041888,"11,995,219"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,STOCKPORT MBC,4000041889,"4,491,169"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,STOCKTON ON TEES,4000041890,"4,188,491"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,STOKE ON TRENT CITY COUNCIL,4000041891,"5,584,761"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SUFFOLK COUNTY COUNCIL,4000041892,"10,584,101"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SUNDERLAND CITY COUNCIL,4000041893,"5,248,784"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SURREY COUNTY COUNCIL,4000041894,"12,180,455"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,SWINDON BOROUGH COUNCIL,4000041895,"3,178,815"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,TAMESIDE MBC,4000041896,"4,251,882"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,TELFORD & WREKIN COUNCIL,4000041897,"3,199,127"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,THE LONDON BOROUGH OF HACKNEY,4000041898,"6,383,660"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF KENSINGTON & CHELSEA COUNCIL,4000041899,"2,033,760"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,THE ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,4000041900,"2,172,100"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,THURROCK COUNCIL,4000041901,"2,837,114"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,TORBAY COUNCIL,4000041902,"2,001,190"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,TRAFFORD MB COUNCIL,4000041903,"4,282,450"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WAKEFIELD MDC,4000041904,"6,690,910"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WALSALL MBC,4000041905,"6,753,023"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WARRINGTON BOROUGH COUNCIL,4000041906,"3,088,007"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WARWICKSHIRE COUNTY COUNCIL,4000041907,"7,933,055"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WEST BERKSHIRE COUNCIL,4000041908,"2,325,059"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WEST SUSSEX COUNTY COUNCIL,4000041909,"9,602,625"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WIGAN MBC,4000041910,"5,942,301"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WILTSHIRE COUNCIL,4000041911,"6,748,431"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WOKINGHAM BOROUGH COUNCIL,4000041912,"2,068,350"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WOLVERHAMPTON CITY COUNCIL,4000041913,"6,246,946"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,WORCESTERSHIRE COUNTY COUNCIL,4000041914,"8,106,517"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CURRENT GRANTS,School Resources Group,YORK CITY COUNCIL,4000041915,"2,519,618"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Safeguarding Group,BEAT BULLYING LTD,4000041939,"37,732"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,CAMBRIDGE EDUCATION HEAD OFFICE,4000041940,"43,842"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,STAFF EXPENSES / COSTS,Children Young People and Families Early Years Extended Schools and Special Needs,CRIMINAL RECORDS BUREAU,4000041941,"139,356"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,PROFESSIONAL FEES,Curriculum and Behaviour Group,ECORYS UK LTD,4000041945,"42,691"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,RATES & SERVICE CHARGES,Chief Information Officer Group EFM,HALTON BOROUGH COUNCIL,4000041948,"35,469"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,CAPITAL GRANTS,School Resources Group,HARRIS GIRLS ACADEMY EAST DULWICH,4000041949,"1,098,207"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,FACILITIES OTHER,Chief Information Officer Group EFM,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,4000041955,"11,324"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,MISCELLANEOUS EXPENDITURE,Chief Information Officer Group EFM,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,4000041955,"20,393"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,FACILITIES OTHER,Chief Information Officer Group EFM,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,4000041955,"10,271"
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2010,MISCELLANEOUS EXPENDITURE,Chief Information Officer Group EFM,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,4000041955,"17,833"
