Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Expenditure Description,Supplier Type,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,DfE Programme Costs,Teachers Group,TEACHERS SUPERANN,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically pension related payments to retired teachers where liability has transferred to the Secretary of State",Public Sector,2000502,675182.2
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,DfE Programme Costs,Teachers Group,TEACHERS SUPERANN,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically pension related payments to retired teachers where liability has transferred to the Secretary of State",Public Sector,2000502,316925.39
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Current Grants to Arms Length Bodies,Qualifications and Participation Group,QUALIFICATION & CURRICULUM AUTHORITY,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000501,1769265
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Capital Grants,Education Funding Group,BEDE  ACADEMY,"Capital grants paid to organisations including agencies, arms length bodies and educational establishments ",Public Sector,4000067380,267771.38
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Capital Grants,Education Funding Group,HAMMERSMITH ACADEMY TRUST ACCOUNT,"Capital grants paid to organisations including agencies, arms length bodies and educational establishments ",Public Sector,4000067394,288720.06
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Current Grants,Academies Delivery Group,THE GEORGE ELIOT SCHOOL ACADEMY,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000067418,30224.69
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Current Grants to Arms Length Bodies,Education Funding Group,PARTNERSHIPS FOR SCHOOLS,Funding to arms length bodies for DfE's contribution to fund activity,Public Sector,2000500,1313220805
Department for Education,DEPARTMENT FOR EDUCATION,13/12/2011,Capital Grants,Education Funding Group,EAST SUSSEX COUNTY COUNCIL,Capital grants paid to Local Authorities,Public Sector,4000067388,52500
Department for Education,TEACHERS PENSION SCHEME,13/12/2011,Teachers Pensions,Teachers Group,CAPITA TP NATWEST,Funding to pay Teachers Pensions,Commercial,1000887,17373188.51
Department for Education,STANDARDS AND TESTING AGENCY,13/12/2011,DfE Programme Costs,Standards and Testing Agency Test Development Division,NFER TRADING LIMITED INV T,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for services in relation to pre-testing of test material for Key Stage 2 mathematics test cycles 2010, 2011 and 2012. ",Commercial,4000067409,49958
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2011,Current Grants,Families Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM,Current grant paid to local authorities within the aggregate external funding total,Public Sector,705157,50000
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2011,DfE Programme Costs,Teachers Group,GOVERNMENT ACTUARYS DEPARTMENT GAD,"Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract.
Specifically for the management of liabilities of the Teachers Pension Scheme",Public Sector,4000067489,46896.87
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2011,DfE Programme Costs,Academies Delivery Group,CAPITA SYMONDS LTD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial,4000067476,115807
Department for Education,DEPARTMENT FOR EDUCATION,14/12/2011,DfE Programme Costs,Academies Delivery Group,MOUCHELPARKMAN SERVICES LTD,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,Commercial,4000067498,54892.16
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Personnel Related,Children Young People and Families Early Years Extended Schools and Special Needs Group,DAYCARE TRUST,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000067577,38416
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Professional Services Other,Children Young People and Families Supporting Delivery Group,BEACHCROFT LLP,"Costs related to fees and expenses of professional from the private sector, for example implementing advice or changes",Commercial,4000067557,99847.44
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Families Group,ONE PLUS ONE,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000067610,59843.46
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Families Group,INTERFACE ASSOCIATES UK LTD,"Current grant to third sector organisation / not for profit organisation.
Part of the Voluntary and Community Organisations £60m grant. ",VCS,4000067595,106428
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,Costs related to the provision of IT services,Commercial,4000067565,18353.2
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,"Costs related to the provision of IT services.
Specifically for application support and maintenance and wireless LAN support.",Commercial,4000067565,113051.88
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,"Costs related to the provision of IT services.
Specifically application support and maintenance for programme funded systems.",Commercial,4000067565,28371.25
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,ICT,Chief Information Officer Group,CAPGEMINI UK PLC,"Costs related to the provision of IT costs.
Specifically for Unique Learner Number provisioning service including processing of census returns",Commercial,4000067565,2301.84
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,ALDEBURGH YOUNG MUSICIANS,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",Public Sector,4000067551,75000
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,DANCE CITY,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",VCS,4000067573,50000
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,DANCE EAST ACADEMY,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",Public Sector,4000067574,25750
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,DANCEXCHANGE,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",VCS,4000067576,62367
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,THE NOTHERN SCHOOL OF CONTEMPORARY DANCE,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",Public Sector,4000067626,49800
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,THE SAGE GATESHEAD,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",Commercial,4000067628,76450
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,TRINITY LABAN CONSERVATOIRE OF MUSIC & DANCE,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",VCS,4000067630,25386
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,YORKSHIRE YOUNG  MUSCIANS,"Current grant to third sector organisation / not for profit organisation.
Specifically the Music and Dance Scheme",VCS,4000067635,43200
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,PARWICK INVESTMENTS LTD,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067613,1614922.8
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,HIGHLAND PROPERTY MANAGMENT LTD,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067593,8700
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,HIGHLAND PROPERTY MANAGMENT LTD,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067593,18690
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,CARLTON VALE INVESTMENT CO LTD,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067568,52500
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,COMMERCIAL REAL ESTATE MANAGEMENT LTD,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067571,26925
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Property provision  - utilisation of cash,Chief Information Officer Group,RW ESTATES,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial,4000067617,38580
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Marketing and Media,School Standards Group,2E2 UK LTD,"Publications and related services.
Specifically for the joint delivery with Ofsted of RAISE online",Commercial,4000067547,43962.6
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,ICT,"Strategic Analysis, Research and Policy Impact Group",CAPGEMINI UK PLC,Costs related to the provision of IT costs,Commercial,4000067565,103555
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Curriculum and Behaviour Group,SCHOOL FOOD TRUST VCS,Current grant to third sector organisation / not for profit organisation,VCS,1000510,362231
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Post 16 Young People Learning Agency Resources Group,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,2000503,51352617
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Capital Grants,Education Funding Group,FOLKESTONE PRIMARY ACADEMY,"Capital grants paid to organisations including agencies, arms length bodies and educational establishments ",Public Sector,4000067583,31938.35
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Capital Grants,Education Funding Group,HARRIS ACADEMY MERTON,"Capital grants paid to organisations including agencies, arms length bodies and educational establishments ",Public Sector,4000067588,51414.78
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Capital Grants,Education Funding Group,WESTMINSTER ACADEMY,"Capital grants paid to organisations including agencies, arms length bodies and educational establishments ",Public Sector,4000067632,45919
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Professional Services Other,Academies Policy and Schools Organisation Group,DLA PIPER UK LLP,Costs related to legal service provided externally for litigation activity (excluding the Treasury Solicitor),Commercial,4000067579,28777
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Academies Delivery Group,BRAUNTON SCHOOL & COMMUNITY COLLEGE,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000067559,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Academies Delivery Group,CHENDERIT SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000067570,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Academies Delivery Group,DOROTHY GOODMAN SCHOOL,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000067580,25000
Department for Education,DEPARTMENT FOR EDUCATION,15/12/2011,Current Grants,Academies Delivery Group,HALEWOOD CENTRE FOR LEARNING,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",Public Sector,4000067587,25000
