Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,School Resources Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,71.18,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Curriculum and Behaviour Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,450.09,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,626.66,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,881.26,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,School Resources Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,588.79,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,290.52,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,School Standards Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,452.35,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,103.76,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,57.2,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,90.73,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,63.72,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Qualifications Strategy and Reform Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,90.73,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Young People Workforce Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,451.05,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,75.83,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Academies Delivery Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,241.46,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,415.04,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,814.82,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Free School Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,363.55,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,138.62,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,129.32,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Private Office ,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,415.25,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Internal Audit,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,4526.26,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,73.04,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,181.46,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,183.35,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,71.18,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/09/2011,Travel and Events,Communications Group,EXPOTEL HOTEL RESERVATIONS LTD,4000061917,205.3,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000060969,26.64,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,4000061676,132.51,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,Which Group in CYPFD? ,CARLSON WAGONLIT TRAVEL,4000060969,122.73,Costs related to staff travel to attend training events,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000060969,20.1,Costs related to staff travel to attend training events,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000061676,261.66,Costs related to staff travel to attend training events,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Travel and Events,Internal Audit,CARLSON WAGONLIT TRAVEL,4000061676,329.1,Costs related to staff travel to attend training events,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000061676,588.84,Costs related to staff travel to deliver training events,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Personnel Related,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000060969,93.4,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Personnel Related,People and Change,CARLSON WAGONLIT TRAVEL,4000060969,232.82,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Personnel Related,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000060969,28.8,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Personnel Related,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,4000060969,219.75,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,08/09/2011,Personnel Related,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,4000060969,54.84,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Personnel Related,People and Change,CARLSON WAGONLIT TRAVEL,4000061676,71.86,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Personnel Related,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000061676,66.95,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Personnel Related,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000061676,130.54,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Personnel Related,Young People Workforce Group,CARLSON WAGONLIT TRAVEL,4000061676,68.14,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,21/09/2011,Personnel Related,Private Office ,CARLSON WAGONLIT TRAVEL,4000061676,42.7,Costs related to subsistence and lodging allowances for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Children Young People and Families Supporting Delivery Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Children Young People and Families Early Years Extended Schools and Special Needs Group,BT,4000061403,113.76,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Finance and Commercial Group,BT,4000061403,110.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Finance and Commercial Group,BT,4000061403,54,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Finance and Commercial Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,"Strategic Analysis, Research and Policy Impact Group",BT,4000061403,66.96,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,CHECK,BT,4000061403,253.44,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Finance and Commercial Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,People and Change,BT,4000061403,128.74,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,People and Change,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,People and Change,BT,4000061403,640.18,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Chief Information Officer Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Chief Information Officer Group,BT,4000061403,591.35,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,School Standards Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,School Resources Group,BT,4000061403,53.96,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Supporting Children and Young People Group 1,BT,4000061403,136.04,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Post 16 Young People Learning Agency Resources Group,BT,4000061403,56.88,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Academies Policy and Schools Organisation Group,BT,4000061403,-2.48,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,19/09/2011,ICT,Young People Workforce Group,BT,4000061403,113.76,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",Commercial
