Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,FAC
Ministry of Justice,MoJ HQ,11-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1139773,"94,113.21 ",Fees and Expenses for week ending 30.07.2014,FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140611,"440,079.36 ",Fees and Expenses for week ending 20.08.2014,FAC
Ministry of Justice,MoJ HQ,26-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140611,"88,015.87 ",Fees and Expenses for week ending 20.08.2014,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1139916,"434,934.16 ",Fees and Expenses for week ending 06.08.2014,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1139916,"86,986.83 ",Fees and Expenses for week ending 06.08.2014,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140968,"379,405.34 ",Fees and Expenses for week ending 28.08.2014,FAC
Ministry of Justice,MoJ HQ,29-Aug-14 ,212001-Agency staff,QY200-OU10 Billback,CAPITA BUSINESS SERVICES LTD,1140968,"75,881.07 ",Fees and Expenses for week ending 28.08.2014,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"344,242.09 ",Internet Protocol Telephony Charges,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"68,848.42 ",Internet Protocol Telephony Charges,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"197,076.29 ",Sustainable Print Service (SPS),FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"114,094.34 ",CCN 2277 - Network Optimisation Programme WALK IN TAKE OVER Charges,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"22,818.87 ",CCN 2277 - Network Optimisation Programme WALK IN TAKE OVER Charges,FAC
Ministry of Justice,MoJ HQ,07-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139477,"69,826.85 ","Provision of Telephony Service for Non-WALK IN TAKE OVER ex Cable&Wireless
 PNN3 Lines -  01/04/2013 to 18/10/2016",FAC
Ministry of Justice,MoJ HQ,07-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139477,"13,965.37 ","Provision of Telephony Service for Non-WALK IN TAKE OVER ex Cable&Wireless
 PNN3 Lines -  01/04/2013 to 18/10/2017",FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1139907,"6,900.03 ",Provision of telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1139907,"-6,900.03 ",Provision of telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1139907,"34,486.65 ",Provision of telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1139907,13.50 ,Provision of telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,BT TELECOMMUNICATIONS PLC,1139907,"6,897.33 ",Provision of telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1140936,"6,215.26 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1140936,"-6,215.26 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1140936,"30,810.90 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1140936,265.41 ,Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,28-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1140936,"6,162.18 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1139431,"30,038.50 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1139431,35.47 ,Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1139431,278.83 ,Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1139431,"6,007.70 ",Provision of mobile telephony services and equipment for FY 13-14,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"22,828.13 ",CCN 2277 - Network Optimisation Programme Internet Protocol Telephony Charges,FAC
Ministry of Justice,MoJ HQ,04-Aug-14 ,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1139219,"4,565.63 ",CCN 2277 - Network Optimisation Programme Internet Protocol Telephony Charges,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1139883,-0.31 ,Provision of lease cars and related costs for  FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1139883,"25,407.92 ",Provision of lease cars and related costs for  FY 13-14,FAC
Ministry of Justice,MoJ HQ,14-Aug-14 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALLSTAR BUSINESS SOLUTIONS LTD,1139883,"5,081.58 ",Provision of lease cars and related costs for  FY 13-14,FAC
Ministry of Justice,MoJ HQ,07-Aug-14 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,VOLKSWAGEN GROUP LEASING,1139728,"22,123.18 ",Provision of lease cars and related costs for  FY 13-14,FAC
Ministry of Justice,MoJ HQ,07-Aug-14 ,223000-Other Expenditure,QY300-Fleet Car Mgmt,VOLKSWAGEN GROUP LEASING,1139728,"4,424.64 ",Provision of lease cars and related costs for  FY 13-14,FAC
