Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number,,
Department of Health,Department of Health,07/11/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007346,97668.33,,CPA for ESR Contract : NLMS Monthly Service Charges FY11-12,Programme,,,
Department of Health,Department of Health,07/11/2011,Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007324,129785,,"CPA for ESR Contract - Hardware Drawdown, CCN 176 Hardware Refresh & Pipeline Development FY11-12",Programme,,,
Department of Health,Department of Health,30/11/2011,Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007488,129785,,"CPA for ESR Contract - Hardware Drawdown, CCN 176 Hardware Refresh & Pipeline Development FY11-12",Programme,,,
Department of Health,Department of Health,30/11/2011,Addition Clearing - IT,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV007489,129785,,"CPA for ESR Contract - Hardware Drawdown, CCN 176 Hardware Refresh & Pipeline Development FY11-12",Programme,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BLACKBURN AND DARWEN TEACHING CARE TRUST PLUS,PUBLIC,BB1 2EE,HAFS-11617,20522000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BLACKPOOL PCT,PUBLIC,PR4 3AL,HAFS-11618,20176000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BOLTON PCT,PUBLIC,B11 1PP,HAFS-11619,35000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BOURNEMOUTH & POOLE PCT,PUBLIC,BH12 5AG,HAFS-11620,39000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BRADFORD AND AIREDALE PCT,PUBLIC,WF3 1WE,HAFS-11621,59000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BRENT TEACHING PCT,PUBLIC,HA0 4UZ,HAFS-11622,42000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BRIGHTON & HOVE CITY TEACHING PCT,PUBLIC,WF3 1WE,HAFS-11623,36000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BRISTOL PCT,PUBLIC,BS2 8EE,HAFS-11624,45000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BROMLEY PCT,PUBLIC,WF3 1WE,HAFS-11625,35500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BUCKINGHAMSHIRE PCT,PUBLIC,HP19 8ET,HAFS-11626,58000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,BURY PCT,PUBLIC,BL9 0EN,HAFS-11627,23000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CALDERDALE PCT,PUBLIC,WF3 1WE,HAFS-11628,25000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,HAFS-11629,62000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CAMDEN PCT,PUBLIC,NW1 0PE,HAFS-11630,37000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-11631,55000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-11632,54500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CITY AND HACKNEY TEACHING PCT,PUBLIC,E1 1RD,HAFS-11633,33000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-11634,61000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-11635,66202000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-11636,37000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-11637,32500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-11638,58000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DARLINGTON PCT,PUBLIC,DL14 6WA,HAFS-11639,12314000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DERBY CITY PCT,PUBLIC,WF3 1WE,HAFS-11640,33000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-11641,85000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-11642,88000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DONCASTER PCT,PUBLIC,DN4 5DJ,HAFS-11643,44000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DORSET PCT,PUBLIC,DT2 9TB,HAFS-11644,41000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,DUDLEY PCT,PUBLIC,DY2 8PP,HAFS-11645,36500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EALING PCT,PUBLIC,UB2 4SA,HAFS-11646,44000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EAST LANCASHIRE PCT,PUBLIC,BB9 5SZ,HAFS-11647,49000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EAST MIDLANDS SHA,PUBLIC,WF3 1WE,HAFS-11648,35000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EAST OF ENGLAND SHA,PUBLIC,CB1 5XB,HAFS-11649,48000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EAST RIDING OF YORKSHIRE PCT,PUBLIC,HU10 6DT,HAFS-11650,36600000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EAST SUSSEX DOWNS & WEALD PCT,PUBLIC,BN21 3UN,HAFS-11651,40000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-11652,93000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,ENFIELD PCT,PUBLIC,EN1 1NJ,HAFS-11653,41500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,GATESHEAD PCT,PUBLIC,NE11 0NB,HAFS-11654,29300000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-11655,70000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,GREAT YARMOUTH AND WAVENY PCT,PUBLIC,NR31 0LT,HAFS-11656,32200000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,GREENWICH TEACHING PCT,PUBLIC,SE10 8EX,HAFS-11657,35000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,HAFS-11658,38000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HAMMERSMITH AND FULHAM PCT,PUBLIC,WF3 1WE,HAFS-11659,36000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HAMPSHIRE PCT,PUBLIC,RG24 9NB,HAFS-11660,129500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HARINGEY TEACHING PCT,PUBLIC,N15 3TH,HAFS-11661,46700000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HARROW PCT,PUBLIC,HA1 3EX,HAFS-11662,28000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HARTLEPOOL PCT,PUBLIC,TS7 0NJ,HAFS-11663,13900000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HASTINGS & ROTHER PCT,PUBLIC,TN40 2DZ,HAFS-11664,32000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HAVERING PCT COMMISSIONING,PUBLIC,RM12 6RS,HAFS-11665,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,WF3 1WE,HAFS-11666,3000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HEART OF BIRMINGHAM TEACHING PCT,PUBLIC,B7 4WH,HAFS-11667,43000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HEREFORDSHIRE PCT,PUBLIC,HR2 9RP,HAFS-11668,18500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-11669,128000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HEYWOOD MIDDLETON & ROCHDALE PCT,PUBLIC,M24 1AY,HAFS-11670,27000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HILLINGDON PCT,PUBLIC,TW3 3HR,HAFS-11671,30000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HOUNSLOW PCT,PUBLIC,UB2 4SA,HAFS-11672,28000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,HULL PCT,PUBLIC,HU1 3HA,HAFS-11673,38600000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,ISLE OF WIGHT NHS PCT,PUBLIC,PO30 5TG,HAFS-11674,19000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,ISLINGTON PCT,PUBLIC,NW1 2LT,HAFS-11675,36000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,KENSINGTON AND CHELSEA PCT,PUBLIC,W10 6DZ,HAFS-11676,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,KINGSTON PCT,PUBLIC,KT5 9AL,HAFS-11677,18000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,KIRKLEES PCT,PUBLIC,WF3 1WE,HAFS-11678,47000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,KNOWSLEY PCT,PUBLIC,L33 7XW,HAFS-11679,23179000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LAMBETH PCT,PUBLIC,WF3 1WE,HAFS-11680,48000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LEEDS PCT,PUBLIC,WF3 1WE,HAFS-11681,98484000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LEICESTER CITY PCT,PUBLIC,LE1 6NB,HAFS-11682,38000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LEICESTERSHIRE COUNTY & RUTLAND PCT,PUBLIC,CV13 0LJ,HAFS-11683,68000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LEWISHAM PCT,PUBLIC,SE12 8RN,HAFS-11684,39250000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LINCOLNSHIRE PCT,PUBLIC,LN4 2HN,HAFS-11685,89500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LIVERPOOL PCT,PUBLIC,L13 1HN,HAFS-11686,73350000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LONDON SHA,PUBLIC,SW1E 6QT,HAFS-11687,158717000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,LUTON TEACHING PCT,PUBLIC,LU1 2PJ,HAFS-11688,22700000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,MANCHESTER PCT,PUBLIC,M23 9LH,HAFS-11689,76000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,HAFS-11690,31000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,MID ESSEX PCT,PUBLIC,CM8 2TL,HAFS-11691,34500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,MIDDLESBOROUGH PCT,PUBLIC,TS2 1RH,HAFS-11692,16400000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,MILTON KEYNES PCT,PUBLIC,MK6 5NG,HAFS-11693,30000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),PUBLIC,SE1 7NT,HAFS-11694,6000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NATIONAL TREATMENT AGENCY FOR SUBSTANCE MISUSE (NTA),PUBLIC,WF3 1WE,HAFS-11695,877000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NEWCASTLE PCT,PUBLIC,NE27 0QJ,HAFS-11696,37300000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NEWHAM PCT,PUBLIC,E1 1RD,HAFS-11697,34000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-11698,24165000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev ND In RAB,NHS FC,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-11699,905000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,HAFS-11700,5000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORFOLK PCT,PUBLIC,NR1 3FR,HAFS-11701,87000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,HAFS-11702,41000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH EAST LINCOLNSHIRE CARE TRUST PLUS,PUBLIC,DN33 2BA,HAFS-11703,15800000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH EAST SHA,PUBLIC,NE15 8NY,HAFS-11704,26500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH LANCASHIRE PCT,PUBLIC,PR4 3AL,HAFS-11705,41587000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH LINCOLNSHIRE PCT,PUBLIC,DN20 8GS,HAFS-11706,19300000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH SOMERSET PCT,PUBLIC,BS2 8EE,HAFS-11707,22000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH STAFFORDSHIRE PCT,PUBLIC,ST4 4LX,HAFS-11708,24250000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH TYNESIDE PCT,PUBLIC,NE27 0QJ,HAFS-11709,32300000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH WEST SHA,PUBLIC,M1 3BN,HAFS-11710,69500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,HAFS-11711,90200000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTHAMPTONSHIRE PCT,PUBLIC,NN5 6UH,HAFS-11712,84000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NORTHUMBERLAND CARE TRUST,PUBLIC,NE27 0QJ,HAFS-11713,41000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NOTTINGHAM CITY PCT,PUBLIC,NG1 6GN,HAFS-11714,40000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,NOTTINGHAMSHIRE COUNTY TEACHING PCT,PUBLIC,NG5 7EU,HAFS-11715,75000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,OLDHAM PCT,PUBLIC,OL9 6EE,HAFS-11716,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,HAFS-11717,72000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,PETERBOROUGH PCT,PUBLIC,PE1 1FA,HAFS-11718,23000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,PLYMOUTH TEACHING PCT,PUBLIC,PL6 5XZ,HAFS-11719,34000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,PORTSMOUTH CITY TEACHING PCT,PUBLIC,PO4 8LD,HAFS-11720,24000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,REDBRIDGE PCT,PUBLIC,WF3 1WE,HAFS-11721,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,REDCAR AND CLEVELAND PCT,PUBLIC,TS14 7AA,HAFS-11722,19100000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,RICHMOND AND TWICKENHAM PCT,PUBLIC,KT5 9AL,HAFS-11723,21000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,ROTHERHAM PCT,PUBLIC,S66 1YY,HAFS-11724,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SALFORD PCT,PUBLIC,M6 5FW,HAFS-11725,36500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SANDWELL PCT,PUBLIC,B70 9LD,HAFS-11726,40000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SEFTON PCT,PUBLIC,L13 1HN,HAFS-11727,37000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SHEFFIELD PCT,PUBLIC,S10 3TG,HAFS-11728,68000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SHROPSHIRE COUNTY PCT,PUBLIC,SY3 8XL,HAFS-11729,31281000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOLIHULL PCT,PUBLIC,B91 3EF,HAFS-11730,25800000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOMERSET PCT,PUBLIC,WF3 1WE,HAFS-11731,64000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,HAFS-11732,46500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH CENTRAL SHA,PUBLIC,WF3 1WE,HAFS-11733,27500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH EAST COAST SHA,PUBLIC,RH6 7DE,HAFS-11734,5400000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH EAST ESSEX PCT,PUBLIC,SS2 6HE,HAFS-11735,36000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH GLOUCESTERSHIRE PCT,PUBLIC,BS1 2NP,HAFS-11736,25000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH STAFFORDSHIRE PCT,PUBLIC,WS15 1UL,HAFS-11737,73200000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH TYNESIDE PCT,PUBLIC,NE33 3DP,HAFS-11738,20600000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH WEST ESSEX PCT,PUBLIC,SS14 3HG,HAFS-11739,47500000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH WEST SHA,PUBLIC,WF3 1WE,HAFS-11740,33000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTHAMPTON CITY PCT,PUBLIC,SO30 3JB,HAFS-11741,29000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SOUTHWARK PCT,PUBLIC,SE1 7NT,HAFS-11742,39000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,STOCKPORT PCT,PUBLIC,SK7 5BY,HAFS-11743,33000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,STOCKTON-ON-TEES TEACHING PCT,PUBLIC,TS17 6SF,HAFS-11744,24000000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,STOKE ON TRENT PCT,PUBLIC,ST4 4LX,HAFS-11745,42382000,,Allocations to the NHS,Other,,,
Department of Health,Department of Health,01/11/2011,CASH FUNDING Rev Inside RAB,NHS FC,SUFFOLK PCT,PUBLIC,IP3 8LS,HAFS-11746,61000000,,Allocations to the NHS,Other,,,
